Entity,Code,Day,daily_vaccinations_per_million
Alabama,,2021-01-13,0.12050000000000001
Alabama,,2021-01-14,0.14450000000000002
Alabama,,2021-01-15,0.1525
Alabama,,2021-01-16,0.1529
Alabama,,2021-01-17,0.1531
Alabama,,2021-01-18,0.15330000000000002
Alabama,,2021-01-19,0.1534
Alabama,,2021-01-20,0.1607
Alabama,,2021-01-21,0.21450000000000002
Alabama,,2021-01-22,0.2877
Alabama,,2021-01-23,0.3304
Alabama,,2021-01-24,0.37310000000000004
Alabama,,2021-01-25,0.37110000000000004
Alabama,,2021-01-26,0.3618
Alabama,,2021-01-27,0.37070000000000003
Alabama,,2021-01-28,0.3294
Alabama,,2021-01-29,0.29600000000000004
Alabama,,2021-01-30,0.3522
Alabama,,2021-01-31,0.32120000000000004
Alabama,,2021-02-01,0.31370000000000003
Alabama,,2021-02-02,0.3407
Alabama,,2021-02-03,0.3552
Alabama,,2021-02-04,0.3771
Alabama,,2021-02-05,0.3778
Alabama,,2021-02-06,0.3285
Alabama,,2021-02-07,0.31570000000000004
Alabama,,2021-02-08,0.3186
Alabama,,2021-02-09,0.34700000000000003
Alabama,,2021-02-10,0.3714
Alabama,,2021-02-11,0.39280000000000004
Alabama,,2021-02-12,0.40940000000000004
Alabama,,2021-02-13,0.4253
Alabama,,2021-02-14,0.4368
Alabama,,2021-02-15,0.45690000000000003
Alabama,,2021-02-16,0.42450000000000004
Alabama,,2021-02-17,0.3911
Alabama,,2021-02-18,0.3753
Alabama,,2021-02-19,0.48950000000000005
Alabama,,2021-02-20,0.5121
Alabama,,2021-02-21,0.5138
Alabama,,2021-02-22,0.4928
Alabama,,2021-02-23,0.5198
Alabama,,2021-02-24,0.5527000000000001
Alabama,,2021-02-25,0.5615
Alabama,,2021-02-26,0.45080000000000003
Alabama,,2021-02-27,0.4491
Alabama,,2021-02-28,0.4484
Alabama,,2021-03-01,0.451
Alabama,,2021-03-02,0.4576
Alabama,,2021-03-03,0.4671
Alabama,,2021-03-04,0.4878
Alabama,,2021-03-05,0.4974
Alabama,,2021-03-06,0.4913
Alabama,,2021-03-07,0.4884
Alabama,,2021-03-08,0.4903
Alabama,,2021-03-09,0.4919
Alabama,,2021-03-10,0.5063
Alabama,,2021-03-11,0.5175000000000001
Alabama,,2021-03-12,0.5379
Alabama,,2021-03-13,0.5493
Alabama,,2021-03-14,0.5492
Alabama,,2021-03-15,0.5528000000000001
Alabama,,2021-03-16,0.5574
Alabama,,2021-03-17,0.5541
Alabama,,2021-03-18,0.5252
Alabama,,2021-03-19,0.5171
Alabama,,2021-03-20,0.5027
Alabama,,2021-03-21,0.5071
Alabama,,2021-03-22,0.5036
Alabama,,2021-03-23,0.5161
Alabama,,2021-03-24,0.5199
Alabama,,2021-03-25,0.5507000000000001
Alabama,,2021-03-26,0.5382
Alabama,,2021-03-27,0.5392
Alabama,,2021-03-28,0.5432
Alabama,,2021-03-29,0.5457000000000001
Alabama,,2021-03-30,0.5483
Alabama,,2021-03-31,0.5429
Alabama,,2021-04-01,0.562
Alabama,,2021-04-02,0.5887
Alabama,,2021-04-03,0.5867
Alabama,,2021-04-04,0.5819
Alabama,,2021-04-05,0.5777
Alabama,,2021-04-06,0.5806
Alabama,,2021-04-07,0.6016
Alabama,,2021-04-08,0.5954
Alabama,,2021-04-09,0.6056
Alabama,,2021-04-10,0.6354000000000001
Alabama,,2021-04-11,0.652
Alabama,,2021-04-12,0.6632
Alabama,,2021-04-13,0.6713
Alabama,,2021-04-14,0.6808000000000001
Alabama,,2021-04-15,0.6732
Alabama,,2021-04-16,0.6533
Alabama,,2021-04-17,0.6275000000000001
Alabama,,2021-04-18,0.6109
Alabama,,2021-04-19,0.5975
Alabama,,2021-04-20,0.5840000000000001
Alabama,,2021-04-21,0.5584
Alabama,,2021-04-22,0.5446
Alabama,,2021-04-23,0.5363
Alabama,,2021-04-24,0.5268
Alabama,,2021-04-25,0.5219
Alabama,,2021-04-26,0.5264
Alabama,,2021-04-27,0.5009
Alabama,,2021-04-28,0.4874
Alabama,,2021-04-29,0.48260000000000003
Alabama,,2021-04-30,0.4706
Alabama,,2021-05-01,0.45420000000000005
Alabama,,2021-05-02,0.4408
Alabama,,2021-05-03,0.4344
Alabama,,2021-05-04,0.4224
Alabama,,2021-05-05,0.41700000000000004
Alabama,,2021-05-06,0.3299
Alabama,,2021-05-07,0.39390000000000003
Alabama,,2021-05-08,0.4097
Alabama,,2021-05-09,0.4239
Alabama,,2021-05-10,0.4262
Alabama,,2021-05-11,0.3765
Alabama,,2021-05-12,0.3517
Alabama,,2021-05-13,0.46230000000000004
Alabama,,2021-05-14,0.38820000000000005
Alabama,,2021-05-15,0.3592
Alabama,,2021-05-16,0.3435
Alabama,,2021-05-17,0.3279
Alabama,,2021-05-18,0.3836
Alabama,,2021-05-19,0.3335
Alabama,,2021-05-20,0.31270000000000003
Alabama,,2021-05-21,0.2503
Alabama,,2021-05-22,0.23700000000000002
Alabama,,2021-05-23,0.2792
Alabama,,2021-05-24,0.2795
Alabama,,2021-05-25,0.2645
Alabama,,2021-05-26,0.2812
Alabama,,2021-05-27,0.1988
Alabama,,2021-05-28,0.2078
Alabama,,2021-05-29,0.1686
Alabama,,2021-05-30,0.11510000000000001
Alabama,,2021-05-31,0.1159
Alabama,,2021-06-01,0.0755
Alabama,,2021-06-02,0.0661
Alabama,,2021-06-03,0.0533
Alabama,,2021-06-04,0.0465
Alabama,,2021-06-05,0.0361
Alabama,,2021-06-06,0.0396
Alabama,,2021-06-07,0.0424
Alabama,,2021-06-08,0.0424
Alabama,,2021-06-09,0.0443
Alabama,,2021-06-10,0.11230000000000001
Alabama,,2021-06-11,0.1331
Alabama,,2021-06-12,0.2104
Alabama,,2021-06-13,0.23190000000000002
Alabama,,2021-06-14,0.2672
Alabama,,2021-06-15,0.2705
Alabama,,2021-06-16,0.2952
Alabama,,2021-06-17,0.5508000000000001
Alabama,,2021-06-18,0.5124000000000001
Alabama,,2021-06-19,0.49560000000000004
Alabama,,2021-06-20,0.4882
Alabama,,2021-06-21,0.45840000000000003
Alabama,,2021-06-22,0.4711
Alaska,,2021-01-13,0.3885
Alaska,,2021-01-14,0.46190000000000003
Alaska,,2021-01-15,0.6015
Alaska,,2021-01-16,0.5989
Alaska,,2021-01-17,0.5972000000000001
Alaska,,2021-01-18,0.5963
Alaska,,2021-01-19,0.5955
Alaska,,2021-01-20,0.5782
Alaska,,2021-01-21,0.5724
Alaska,,2021-01-22,0.6261
Alaska,,2021-01-23,0.6831
Alaska,,2021-01-24,0.7142000000000001
Alaska,,2021-01-25,0.6839000000000001
Alaska,,2021-01-26,0.6213000000000001
Alaska,,2021-01-27,0.6504
Alaska,,2021-01-28,0.663
Alaska,,2021-01-29,0.5722
Alaska,,2021-01-30,0.5257000000000001
Alaska,,2021-01-31,0.49470000000000003
Alaska,,2021-02-01,0.48800000000000004
Alaska,,2021-02-02,0.4939
Alaska,,2021-02-03,0.47200000000000003
Alaska,,2021-02-04,0.4702
Alaska,,2021-02-05,0.46090000000000003
Alaska,,2021-02-06,0.46630000000000005
Alaska,,2021-02-07,0.5174
Alaska,,2021-02-08,0.5647
Alaska,,2021-02-09,0.5747
Alaska,,2021-02-10,0.5955
Alaska,,2021-02-11,0.6315000000000001
Alaska,,2021-02-12,0.6529
Alaska,,2021-02-13,0.7029000000000001
Alaska,,2021-02-14,0.7372000000000001
Alaska,,2021-02-15,0.7125
Alaska,,2021-02-16,0.7447
Alaska,,2021-02-17,0.7296
Alaska,,2021-02-18,0.7201000000000001
Alaska,,2021-02-19,0.9528000000000001
Alaska,,2021-02-20,1.0206
Alaska,,2021-02-21,1.002
Alaska,,2021-02-22,0.9932000000000001
Alaska,,2021-02-23,0.9552
Alaska,,2021-02-24,0.9771000000000001
Alaska,,2021-02-25,0.9844
Alaska,,2021-02-26,0.7442000000000001
Alaska,,2021-02-27,0.6276
Alaska,,2021-02-28,0.5781000000000001
Alaska,,2021-03-01,0.5883
Alaska,,2021-03-02,0.5862
Alaska,,2021-03-03,0.5800000000000001
Alaska,,2021-03-04,0.5338
Alaska,,2021-03-05,0.5298
Alaska,,2021-03-06,0.5680000000000001
Alaska,,2021-03-07,0.5918
Alaska,,2021-03-08,0.5807
Alaska,,2021-03-09,0.6395000000000001
Alaska,,2021-03-10,0.6721
Alaska,,2021-03-11,0.7123
Alaska,,2021-03-12,0.7237
Alaska,,2021-03-13,0.6961
Alaska,,2021-03-14,0.7481
Alaska,,2021-03-15,0.7615000000000001
Alaska,,2021-03-16,0.7218
Alaska,,2021-03-17,0.7464000000000001
Alaska,,2021-03-18,0.7368
Alaska,,2021-03-19,0.7328
Alaska,,2021-03-20,0.7505000000000001
Alaska,,2021-03-21,0.7632
Alaska,,2021-03-22,0.7509
Alaska,,2021-03-23,0.7208
Alaska,,2021-03-24,0.6504
Alaska,,2021-03-25,0.6525000000000001
Alaska,,2021-03-26,0.6585000000000001
Alaska,,2021-03-27,0.6434000000000001
Alaska,,2021-03-28,0.5676
Alaska,,2021-03-29,0.5408000000000001
Alaska,,2021-03-30,0.5426
Alaska,,2021-03-31,0.5456
Alaska,,2021-04-01,0.5278
Alaska,,2021-04-02,0.5061
Alaska,,2021-04-03,0.4802
Alaska,,2021-04-04,0.5283
Alaska,,2021-04-05,0.5498000000000001
Alaska,,2021-04-06,0.5536
Alaska,,2021-04-07,0.5751000000000001
Alaska,,2021-04-08,0.6202000000000001
Alaska,,2021-04-09,0.6376000000000001
Alaska,,2021-04-10,0.6929000000000001
Alaska,,2021-04-11,0.6392
Alaska,,2021-04-12,0.6604
Alaska,,2021-04-13,1.2366000000000001
Alaska,,2021-04-14,1.2315
Alaska,,2021-04-15,1.1038000000000001
Alaska,,2021-04-16,1.1038000000000001
Alaska,,2021-04-17,1.0569
Alaska,,2021-04-18,1.0587
Alaska,,2021-04-19,1.0207
Alaska,,2021-04-20,0.4495
Alaska,,2021-04-21,0.48860000000000003
Alaska,,2021-04-22,0.5920000000000001
Alaska,,2021-04-23,0.5602
Alaska,,2021-04-24,0.5296000000000001
Alaska,,2021-04-25,0.4712
Alaska,,2021-04-26,0.45
Alaska,,2021-04-27,0.44060000000000005
Alaska,,2021-04-28,0.36160000000000003
Alaska,,2021-04-29,0.3982
Alaska,,2021-04-30,0.3758
Alaska,,2021-05-01,0.46290000000000003
Alaska,,2021-05-02,0.4455
Alaska,,2021-05-03,0.43570000000000003
Alaska,,2021-05-04,0.42160000000000003
Alaska,,2021-05-05,0.4188
Alaska,,2021-05-06,0.32230000000000003
Alaska,,2021-05-07,0.3173
Alaska,,2021-05-08,0.2082
Alaska,,2021-05-09,0.1743
Alaska,,2021-05-10,0.24020000000000002
Alaska,,2021-05-11,0.2515
Alaska,,2021-05-12,0.2461
Alaska,,2021-05-13,0.23320000000000002
Alaska,,2021-05-14,0.22920000000000001
Alaska,,2021-05-15,0.2406
Alaska,,2021-05-16,0.2999
Alaska,,2021-05-17,0.2388
Alaska,,2021-05-18,0.2331
Alaska,,2021-05-19,0.26480000000000004
Alaska,,2021-05-20,0.2771
Alaska,,2021-05-21,0.29500000000000004
Alaska,,2021-05-22,0.2891
Alaska,,2021-05-23,0.2806
Alaska,,2021-05-24,0.2843
Alaska,,2021-05-25,0.2832
Alaska,,2021-05-26,0.2536
Alaska,,2021-05-27,0.2421
Alaska,,2021-05-28,0.23550000000000001
Alaska,,2021-05-29,0.22640000000000002
Alaska,,2021-05-30,0.20520000000000002
Alaska,,2021-05-31,0.19890000000000002
Alaska,,2021-06-01,0.199
Alaska,,2021-06-02,0.1763
Alaska,,2021-06-03,0.1791
Alaska,,2021-06-04,0.1665
Alaska,,2021-06-05,0.1673
Alaska,,2021-06-06,0.18780000000000002
Alaska,,2021-06-07,0.21050000000000002
Alaska,,2021-06-08,0.20850000000000002
Alaska,,2021-06-09,0.2078
Alaska,,2021-06-10,0.218
Alaska,,2021-06-11,0.2157
Alaska,,2021-06-12,0.2132
Alaska,,2021-06-13,0.19
Alaska,,2021-06-14,0.1882
Alaska,,2021-06-15,0.1973
Alaska,,2021-06-16,0.2214
Alaska,,2021-06-17,0.2011
Alaska,,2021-06-18,0.1952
Alaska,,2021-06-19,0.18280000000000002
Alaska,,2021-06-20,0.17550000000000002
Alaska,,2021-06-21,0.169
Alaska,,2021-06-22,0.156
American Samoa,ASM,2021-01-13,0.8134
American Samoa,ASM,2021-01-14,0.7614000000000001
American Samoa,ASM,2021-01-15,1.0523
American Samoa,ASM,2021-01-16,0.8871
American Samoa,ASM,2021-01-17,0.7883
American Samoa,ASM,2021-01-18,0.7219
American Samoa,ASM,2021-01-19,0.6752
American Samoa,ASM,2021-01-20,0.7021000000000001
American Samoa,ASM,2021-01-21,0.6913
American Samoa,ASM,2021-01-22,0.6895
American Samoa,ASM,2021-01-23,0.7003
American Samoa,ASM,2021-01-24,0.9553
American Samoa,ASM,2021-01-25,0.8996000000000001
American Samoa,ASM,2021-01-26,0.9122
American Samoa,ASM,2021-01-27,0.9679000000000001
American Samoa,ASM,2021-01-28,0.8781
American Samoa,ASM,2021-01-29,0.8601000000000001
American Samoa,ASM,2021-01-30,0.7937000000000001
American Samoa,ASM,2021-01-31,0.4812
American Samoa,ASM,2021-02-01,0.6967
American Samoa,ASM,2021-02-02,0.6267
American Samoa,ASM,2021-02-03,0.5082
American Samoa,ASM,2021-02-04,0.5567
American Samoa,ASM,2021-02-05,0.5405
American Samoa,ASM,2021-02-06,0.598
American Samoa,ASM,2021-02-07,0.598
American Samoa,ASM,2021-02-08,0.38430000000000003
American Samoa,ASM,2021-02-09,0.49200000000000005
American Samoa,ASM,2021-02-10,0.5782
American Samoa,ASM,2021-02-11,0.5782
American Samoa,ASM,2021-02-12,0.7703
American Samoa,ASM,2021-02-13,0.8009000000000001
American Samoa,ASM,2021-02-14,0.8009000000000001
American Samoa,ASM,2021-02-15,0.8943000000000001
American Samoa,ASM,2021-02-16,0.8799
American Samoa,ASM,2021-02-17,0.7578
American Samoa,ASM,2021-02-18,0.7075
American Samoa,ASM,2021-02-19,0.3178
American Samoa,ASM,2021-02-20,0.6051000000000001
American Samoa,ASM,2021-02-21,0.8709
American Samoa,ASM,2021-02-22,0.7883
American Samoa,ASM,2021-02-23,0.6949000000000001
American Samoa,ASM,2021-02-24,0.8907
American Samoa,ASM,2021-02-25,0.8907
American Samoa,ASM,2021-02-26,1.0433000000000001
American Samoa,ASM,2021-02-27,0.6662
American Samoa,ASM,2021-02-28,0.40040000000000003
American Samoa,ASM,2021-03-01,0.38970000000000005
American Samoa,ASM,2021-03-02,0.5800000000000001
American Samoa,ASM,2021-03-03,0.343
American Samoa,ASM,2021-03-04,0.48300000000000004
American Samoa,ASM,2021-03-05,0.3304
American Samoa,ASM,2021-03-06,0.3304
American Samoa,ASM,2021-03-07,0.3304
American Samoa,ASM,2021-03-08,0.3304
American Samoa,ASM,2021-03-09,0.1401
American Samoa,ASM,2021-03-10,0.6716000000000001
American Samoa,ASM,2021-03-11,0.5315
American Samoa,ASM,2021-03-12,0.5315
American Samoa,ASM,2021-03-13,0.5315
American Samoa,ASM,2021-03-14,0.5315
American Samoa,ASM,2021-03-15,0.686
American Samoa,ASM,2021-03-16,0.686
American Samoa,ASM,2021-03-17,0.1544
American Samoa,ASM,2021-03-18,0.1544
American Samoa,ASM,2021-03-19,0.1544
American Samoa,ASM,2021-03-20,0.1544
American Samoa,ASM,2021-03-21,0.1544
American Samoa,ASM,2021-03-22,0.6967
American Samoa,ASM,2021-03-23,0.7596
American Samoa,ASM,2021-03-24,0.9068
American Samoa,ASM,2021-03-25,0.914
American Samoa,ASM,2021-03-26,1.0774000000000001
American Samoa,ASM,2021-03-27,1.0846
American Samoa,ASM,2021-03-28,1.0846
American Samoa,ASM,2021-03-29,0.3879
American Samoa,ASM,2021-03-30,0.4651
American Samoa,ASM,2021-03-31,0.8547
American Samoa,ASM,2021-04-01,0.8476
American Samoa,ASM,2021-04-02,0.8350000000000001
American Samoa,ASM,2021-04-03,0.8296
American Samoa,ASM,2021-04-04,0.8332
American Samoa,ASM,2021-04-05,0.8332
American Samoa,ASM,2021-04-06,0.6913
American Samoa,ASM,2021-04-07,0.4328
American Samoa,ASM,2021-04-08,0.44530000000000003
American Samoa,ASM,2021-04-09,0.45790000000000003
American Samoa,ASM,2021-04-10,0.45790000000000003
American Samoa,ASM,2021-04-11,0.6123000000000001
American Samoa,ASM,2021-04-12,0.6123000000000001
American Samoa,ASM,2021-04-13,0.6123000000000001
American Samoa,ASM,2021-04-14,0.49560000000000004
American Samoa,ASM,2021-04-15,0.48300000000000004
American Samoa,ASM,2021-04-16,0.6231
American Samoa,ASM,2021-04-17,0.6231
American Samoa,ASM,2021-04-18,0.46330000000000005
American Samoa,ASM,2021-04-19,0.46330000000000005
American Samoa,ASM,2021-04-20,0.46330000000000005
American Samoa,ASM,2021-04-21,0.33580000000000004
American Samoa,ASM,2021-04-22,0.33580000000000004
American Samoa,ASM,2021-04-23,0.32320000000000004
American Samoa,ASM,2021-04-24,0.32320000000000004
American Samoa,ASM,2021-04-25,0.4148
American Samoa,ASM,2021-04-26,0.4148
American Samoa,ASM,2021-04-27,0.47050000000000003
American Samoa,ASM,2021-04-28,0.4399
American Samoa,ASM,2021-04-29,0.5764
American Samoa,ASM,2021-04-30,0.3879
American Samoa,ASM,2021-05-01,0.3879
American Samoa,ASM,2021-05-02,0.2963
American Samoa,ASM,2021-05-03,0.2963
American Samoa,ASM,2021-05-04,0.3376
American Samoa,ASM,2021-05-05,0.3753
American Samoa,ASM,2021-05-06,0.2388
American Samoa,ASM,2021-05-07,0.23700000000000002
American Samoa,ASM,2021-05-08,0.23700000000000002
American Samoa,ASM,2021-05-09,0.23700000000000002
American Samoa,ASM,2021-05-10,0.23700000000000002
American Samoa,ASM,2021-05-11,0.1383
American Samoa,ASM,2021-05-12,0.1024
American Samoa,ASM,2021-05-13,0.2119
American Samoa,ASM,2021-05-14,0.1095
American Samoa,ASM,2021-05-15,0.2209
American Samoa,ASM,2021-05-16,0.2209
American Samoa,ASM,2021-05-17,0.2209
American Samoa,ASM,2021-05-18,0.2209
American Samoa,ASM,2021-05-19,0.4597
American Samoa,ASM,2021-05-20,0.35200000000000004
American Samoa,ASM,2021-05-21,0.4651
American Samoa,ASM,2021-05-22,0.3538
American Samoa,ASM,2021-05-23,0.3538
American Samoa,ASM,2021-05-24,0.3538
American Samoa,ASM,2021-05-25,0.3538
American Samoa,ASM,2021-05-26,0.1149
American Samoa,ASM,2021-05-27,0.26940000000000003
American Samoa,ASM,2021-05-28,0.1544
American Samoa,ASM,2021-05-29,0.1544
American Samoa,ASM,2021-05-30,0.1544
American Samoa,ASM,2021-05-31,0.1544
American Samoa,ASM,2021-06-01,0.1544
American Samoa,ASM,2021-06-02,0.29450000000000004
American Samoa,ASM,2021-06-03,0.1383
American Samoa,ASM,2021-06-04,0.1383
American Samoa,ASM,2021-06-05,0.2281
American Samoa,ASM,2021-06-06,0.2281
American Samoa,ASM,2021-06-07,0.2281
American Samoa,ASM,2021-06-08,0.2281
American Samoa,ASM,2021-06-09,0.0898
American Samoa,ASM,2021-06-10,0.0898
American Samoa,ASM,2021-06-11,0.1688
American Samoa,ASM,2021-06-12,0.079
American Samoa,ASM,2021-06-13,0.158
American Samoa,ASM,2021-06-14,0.158
American Samoa,ASM,2021-06-15,0.25320000000000004
American Samoa,ASM,2021-06-16,0.3196
American Samoa,ASM,2021-06-17,0.3196
American Samoa,ASM,2021-06-18,0.3376
American Samoa,ASM,2021-06-19,0.3376
American Samoa,ASM,2021-06-20,0.2586
American Samoa,ASM,2021-06-21,0.2586
American Samoa,ASM,2021-06-22,0.2442
Arizona,,2021-01-13,0.184
Arizona,,2021-01-14,0.22190000000000001
Arizona,,2021-01-15,0.25520000000000004
Arizona,,2021-01-16,0.2508
Arizona,,2021-01-17,0.2482
Arizona,,2021-01-18,0.2464
Arizona,,2021-01-19,0.2452
Arizona,,2021-01-20,0.2495
Arizona,,2021-01-21,0.2556
Arizona,,2021-01-22,0.2596
Arizona,,2021-01-23,0.2877
Arizona,,2021-01-24,0.312
Arizona,,2021-01-25,0.32320000000000004
Arizona,,2021-01-26,0.3231
Arizona,,2021-01-27,0.3462
Arizona,,2021-01-28,0.3597
Arizona,,2021-01-29,0.3763
Arizona,,2021-01-30,0.3855
Arizona,,2021-01-31,0.39940000000000003
Arizona,,2021-02-01,0.4062
Arizona,,2021-02-02,0.394
Arizona,,2021-02-03,0.38820000000000005
Arizona,,2021-02-04,0.3905
Arizona,,2021-02-05,0.38930000000000003
Arizona,,2021-02-06,0.41100000000000003
Arizona,,2021-02-07,0.4222
Arizona,,2021-02-08,0.43260000000000004
Arizona,,2021-02-09,0.4556
Arizona,,2021-02-10,0.47440000000000004
Arizona,,2021-02-11,0.5014000000000001
Arizona,,2021-02-12,0.5316000000000001
Arizona,,2021-02-13,0.5382
Arizona,,2021-02-14,0.5494
Arizona,,2021-02-15,0.5512
Arizona,,2021-02-16,0.5707
Arizona,,2021-02-17,0.5243
Arizona,,2021-02-18,0.5126000000000001
Arizona,,2021-02-19,0.7578
Arizona,,2021-02-20,0.7542
Arizona,,2021-02-21,0.7468
Arizona,,2021-02-22,0.7551
Arizona,,2021-02-23,0.7286
Arizona,,2021-02-24,0.7675000000000001
Arizona,,2021-02-25,0.7944
Arizona,,2021-02-26,0.5788
Arizona,,2021-02-27,0.5946
Arizona,,2021-02-28,0.6335000000000001
Arizona,,2021-03-01,0.6726000000000001
Arizona,,2021-03-02,0.7143
Arizona,,2021-03-03,0.7361000000000001
Arizona,,2021-03-04,0.7309
Arizona,,2021-03-05,0.7210000000000001
Arizona,,2021-03-06,0.6192000000000001
Arizona,,2021-03-07,0.7265
Arizona,,2021-03-08,0.7183
Arizona,,2021-03-09,0.6989000000000001
Arizona,,2021-03-10,0.7116
Arizona,,2021-03-11,0.7271000000000001
Arizona,,2021-03-12,0.7451
Arizona,,2021-03-13,0.8653000000000001
Arizona,,2021-03-14,0.7753
Arizona,,2021-03-15,0.7662
Arizona,,2021-03-16,0.8036000000000001
Arizona,,2021-03-17,0.7928000000000001
Arizona,,2021-03-18,0.795
Arizona,,2021-03-19,0.6725
Arizona,,2021-03-20,0.6699
Arizona,,2021-03-21,0.6583
Arizona,,2021-03-22,0.662
Arizona,,2021-03-23,0.6188
Arizona,,2021-03-24,0.6134000000000001
Arizona,,2021-03-25,0.6892
Arizona,,2021-03-26,0.8011
Arizona,,2021-03-27,0.8118000000000001
Arizona,,2021-03-28,0.8158000000000001
Arizona,,2021-03-29,0.8246
Arizona,,2021-03-30,0.8416
Arizona,,2021-03-31,0.8666
Arizona,,2021-04-01,0.7968000000000001
Arizona,,2021-04-02,0.8094
Arizona,,2021-04-03,0.8126
Arizona,,2021-04-04,0.8078000000000001
Arizona,,2021-04-05,0.8035
Arizona,,2021-04-06,0.8041
Arizona,,2021-04-07,0.792
Arizona,,2021-04-08,0.7627
Arizona,,2021-04-09,0.7736000000000001
Arizona,,2021-04-10,0.7859
Arizona,,2021-04-11,0.7945
Arizona,,2021-04-12,0.7782
Arizona,,2021-04-13,0.7751
Arizona,,2021-04-14,0.7767000000000001
Arizona,,2021-04-15,0.7957000000000001
Arizona,,2021-04-16,0.7672
Arizona,,2021-04-17,0.7587
Arizona,,2021-04-18,0.7473000000000001
Arizona,,2021-04-19,0.7483000000000001
Arizona,,2021-04-20,0.7408
Arizona,,2021-04-21,0.748
Arizona,,2021-04-22,0.7497
Arizona,,2021-04-23,0.7529
Arizona,,2021-04-24,0.7351000000000001
Arizona,,2021-04-25,0.7199
Arizona,,2021-04-26,0.7106
Arizona,,2021-04-27,0.7056
Arizona,,2021-04-28,0.685
Arizona,,2021-04-29,0.659
Arizona,,2021-04-30,0.6286
Arizona,,2021-05-01,0.6058
Arizona,,2021-05-02,0.5694
Arizona,,2021-05-03,0.5191
Arizona,,2021-05-04,0.4963
Arizona,,2021-05-05,0.46240000000000003
Arizona,,2021-05-06,0.462
Arizona,,2021-05-07,0.45270000000000005
Arizona,,2021-05-08,0.4193
Arizona,,2021-05-09,0.4121
Arizona,,2021-05-10,0.4611
Arizona,,2021-05-11,0.5038
Arizona,,2021-05-12,0.4998
Arizona,,2021-05-13,0.46590000000000004
Arizona,,2021-05-14,0.4324
Arizona,,2021-05-15,0.433
Arizona,,2021-05-16,0.443
Arizona,,2021-05-17,0.4051
Arizona,,2021-05-18,0.36250000000000004
Arizona,,2021-05-19,0.3778
Arizona,,2021-05-20,0.3728
Arizona,,2021-05-21,0.38620000000000004
Arizona,,2021-05-22,0.4047
Arizona,,2021-05-23,0.3981
Arizona,,2021-05-24,0.4143
Arizona,,2021-05-25,0.40390000000000004
Arizona,,2021-05-26,0.3784
Arizona,,2021-05-27,0.3774
Arizona,,2021-05-28,0.369
Arizona,,2021-05-29,0.3239
Arizona,,2021-05-30,0.29700000000000004
Arizona,,2021-05-31,0.2657
Arizona,,2021-06-01,0.2661
Arizona,,2021-06-02,0.24960000000000002
Arizona,,2021-06-03,0.23090000000000002
Arizona,,2021-06-04,0.2154
Arizona,,2021-06-05,0.22340000000000002
Arizona,,2021-06-06,0.2255
Arizona,,2021-06-07,0.2472
Arizona,,2021-06-08,0.2505
Arizona,,2021-06-09,0.27140000000000003
Arizona,,2021-06-10,0.24710000000000001
Arizona,,2021-06-11,0.2636
Arizona,,2021-06-12,0.2747
Arizona,,2021-06-13,0.2649
Arizona,,2021-06-14,0.2565
Arizona,,2021-06-15,0.26
Arizona,,2021-06-16,0.22590000000000002
Arizona,,2021-06-17,0.33330000000000004
Arizona,,2021-06-18,0.3158
Arizona,,2021-06-19,0.2912
Arizona,,2021-06-20,0.2842
Arizona,,2021-06-21,0.24860000000000002
Arizona,,2021-06-22,0.2625
Arkansas,,2021-01-13,1.7886000000000002
Arkansas,,2021-01-14,1.1173
Arkansas,,2021-01-15,0.8556
Arkansas,,2021-01-16,0.6914
Arkansas,,2021-01-17,0.5929
Arkansas,,2021-01-18,0.5272
Arkansas,,2021-01-19,0.4803
Arkansas,,2021-01-20,0.3714
Arkansas,,2021-01-21,0.30770000000000003
Arkansas,,2021-01-22,0.3945
Arkansas,,2021-01-23,0.36610000000000004
Arkansas,,2021-01-24,0.3972
Arkansas,,2021-01-25,0.4012
Arkansas,,2021-01-26,0.44480000000000003
Arkansas,,2021-01-27,0.3764
Arkansas,,2021-01-28,0.3764
Arkansas,,2021-01-29,0.3234
Arkansas,,2021-01-30,0.4117
Arkansas,,2021-01-31,0.4239
Arkansas,,2021-02-01,0.4267
Arkansas,,2021-02-02,0.37010000000000004
Arkansas,,2021-02-03,0.3296
Arkansas,,2021-02-04,0.4043
Arkansas,,2021-02-05,0.38430000000000003
Arkansas,,2021-02-06,0.4072
Arkansas,,2021-02-07,0.4244
Arkansas,,2021-02-08,0.42810000000000004
Arkansas,,2021-02-09,0.4244
Arkansas,,2021-02-10,0.4526
Arkansas,,2021-02-11,0.43820000000000003
Arkansas,,2021-02-12,0.45430000000000004
Arkansas,,2021-02-13,0.3915
Arkansas,,2021-02-14,0.3744
Arkansas,,2021-02-15,0.3613
Arkansas,,2021-02-16,0.3754
Arkansas,,2021-02-17,0.3261
Arkansas,,2021-02-18,0.2837
Arkansas,,2021-02-19,0.332
Arkansas,,2021-02-20,0.3007
Arkansas,,2021-02-21,0.26480000000000004
Arkansas,,2021-02-22,0.27190000000000003
Arkansas,,2021-02-23,0.2687
Arkansas,,2021-02-24,0.3196
Arkansas,,2021-02-25,0.38730000000000003
Arkansas,,2021-02-26,0.3821
Arkansas,,2021-02-27,0.4817
Arkansas,,2021-02-28,0.5720000000000001
Arkansas,,2021-03-01,0.5972000000000001
