Entity,Code,Day,people_vaccinated_per_hundred
Alabama,,2021-01-12,1.45
Alabama,,2021-01-13,1.53
Alabama,,2021-01-14,1.64
Alabama,,2021-01-15,1.77
Alabama,,2021-01-19,2.33
Alabama,,2021-01-20,2.47
Alabama,,2021-01-21,2.95
Alabama,,2021-01-22,3.56
Alabama,,2021-01-23,3.96
Alabama,,2021-01-24,4.36
Alabama,,2021-01-25,4.5
Alabama,,2021-01-26,4.57
Alabama,,2021-01-27,4.74
Alabama,,2021-01-28,4.92
Alabama,,2021-01-29,5.23
Alabama,,2021-01-30,5.88
Alabama,,2021-01-31,6.08
Alabama,,2021-02-01,6.15
Alabama,,2021-02-02,6.38
Alabama,,2021-02-03,6.63
Alabama,,2021-02-04,6.91
Alabama,,2021-02-05,7.21
Alabama,,2021-02-06,7.55
Alabama,,2021-02-07,7.66
Alabama,,2021-02-08,7.72
Alabama,,2021-02-09,8.06
Alabama,,2021-02-10,8.41
Alabama,,2021-02-11,8.8
Alabama,,2021-02-12,9.14
Alabama,,2021-02-13,9.53
Alabama,,2021-02-14,9.67
Alabama,,2021-02-16,9.92
Alabama,,2021-02-17,10.08
Alabama,,2021-02-18,10.31
Alabama,,2021-02-19,11.12
Alabama,,2021-02-20,11.44
Alabama,,2021-02-21,11.57
Alabama,,2021-02-22,11.91
Alabama,,2021-02-23,12.11
Alabama,,2021-02-24,12.33
Alabama,,2021-02-25,12.54
Alabama,,2021-02-26,12.79
Alabama,,2021-02-27,13.12
Alabama,,2021-02-28,13.25
Alabama,,2021-03-01,13.32
Alabama,,2021-03-02,13.53
Alabama,,2021-03-03,13.76
Alabama,,2021-03-04,14.05
Alabama,,2021-03-05,14.36
Alabama,,2021-03-06,14.71
Alabama,,2021-03-07,14.84
Alabama,,2021-03-08,14.95
Alabama,,2021-03-09,15.24
Alabama,,2021-03-10,15.67
Alabama,,2021-03-11,16.13
Alabama,,2021-03-12,16.65
Alabama,,2021-03-13,17.16
Alabama,,2021-03-14,17.32
Alabama,,2021-03-15,17.42
Alabama,,2021-03-16,17.77
Alabama,,2021-03-17,18.23
Alabama,,2021-03-18,18.61
Alabama,,2021-03-19,19.12
Alabama,,2021-03-20,19.59
Alabama,,2021-03-21,19.75
Alabama,,2021-03-22,19.84
Alabama,,2021-03-23,20.28
Alabama,,2021-03-24,20.8
Alabama,,2021-03-25,21.39
Alabama,,2021-03-26,21.88
Alabama,,2021-03-27,22.41
Alabama,,2021-03-28,22.6
Alabama,,2021-03-29,22.72
Alabama,,2021-03-30,23.14
Alabama,,2021-03-31,23.56
Alabama,,2021-04-01,24.15
Alabama,,2021-04-02,24.71
Alabama,,2021-04-03,25.17
Alabama,,2021-04-04,25.34
Alabama,,2021-04-05,25.45
Alabama,,2021-04-06,25.86
Alabama,,2021-04-07,26.34
Alabama,,2021-04-08,26.88
Alabama,,2021-04-09,27.42
Alabama,,2021-04-10,27.97
Alabama,,2021-04-11,28.21
Alabama,,2021-04-12,28.34
Alabama,,2021-04-13,28.71
Alabama,,2021-04-14,29.09
Alabama,,2021-04-15,29.41
Alabama,,2021-04-16,29.76
Alabama,,2021-04-17,30.11
Alabama,,2021-04-18,30.21
Alabama,,2021-04-19,30.26
Alabama,,2021-04-20,30.48
Alabama,,2021-04-21,30.74
Alabama,,2021-04-22,30.98
Alabama,,2021-04-23,31.24
Alabama,,2021-04-24,31.48
Alabama,,2021-04-25,31.54
Alabama,,2021-04-26,31.61
Alabama,,2021-04-27,31.79
Alabama,,2021-04-28,31.99
Alabama,,2021-04-29,32.21
Alabama,,2021-04-30,32.42
Alabama,,2021-05-01,32.61
Alabama,,2021-05-02,32.66
Alabama,,2021-05-03,32.7
Alabama,,2021-05-04,32.83
Alabama,,2021-05-05,33.02
Alabama,,2021-05-06,33.04
Alabama,,2021-05-07,33.38
Alabama,,2021-05-08,33.65
Alabama,,2021-05-09,33.74
Alabama,,2021-05-10,33.81
Alabama,,2021-05-11,33.82
Alabama,,2021-05-12,33.94
Alabama,,2021-05-13,34.23
Alabama,,2021-05-14,34.42
Alabama,,2021-05-15,34.62
Alabama,,2021-05-16,34.67
Alabama,,2021-05-17,34.67
Alabama,,2021-05-18,34.86
Alabama,,2021-05-19,34.87
Alabama,,2021-05-20,35.2
Alabama,,2021-05-21,35.23
Alabama,,2021-05-22,35.42
Alabama,,2021-05-23,35.63
Alabama,,2021-05-24,35.63
Alabama,,2021-05-25,35.78
Alabama,,2021-05-26,35.85
Alabama,,2021-05-27,35.87
Alabama,,2021-05-28,35.97
Alabama,,2021-05-29,36.01
Alabama,,2021-05-30,36.02
Alabama,,2021-06-01,36.03
Alabama,,2021-06-02,36.06
Alabama,,2021-06-03,36.06
Alabama,,2021-06-04,36.14
Alabama,,2021-06-05,36.14
Alabama,,2021-06-06,36.17
Alabama,,2021-06-07,36.18
Alabama,,2021-06-08,36.19
Alabama,,2021-06-09,36.23
Alabama,,2021-06-10,36.45
Alabama,,2021-06-11,36.57
Alabama,,2021-06-12,36.82
Alabama,,2021-06-13,36.92
Alabama,,2021-06-14,37.03
Alabama,,2021-06-15,37.05
Alabama,,2021-06-16,37.16
Alabama,,2021-06-17,38.71
Alabama,,2021-06-18,38.72
Alabama,,2021-06-19,38.93
Alabama,,2021-06-20,39.02
Alabama,,2021-06-21,39.06
Alabama,,2021-06-22,39.12
Alaska,,2021-01-12,3.07
Alaska,,2021-01-13,3.35
Alaska,,2021-01-14,4.85
Alaska,,2021-01-15,5.41
Alaska,,2021-01-19,7.58
Alaska,,2021-01-20,7.78
Alaska,,2021-01-21,8.13
Alaska,,2021-01-22,9.19
Alaska,,2021-01-23,9.98
Alaska,,2021-01-24,10.65
Alaska,,2021-01-25,10.97
Alaska,,2021-01-26,11.1
Alaska,,2021-01-27,11.4
Alaska,,2021-01-28,11.71
Alaska,,2021-01-29,12.12
Alaska,,2021-01-30,12.55
Alaska,,2021-01-31,12.97
Alaska,,2021-02-01,13.18
Alaska,,2021-02-02,13.27
Alaska,,2021-02-03,13.41
Alaska,,2021-02-04,13.61
Alaska,,2021-02-05,13.84
Alaska,,2021-02-06,14.1
Alaska,,2021-02-07,14.53
Alaska,,2021-02-08,15.02
Alaska,,2021-02-09,15.16
Alaska,,2021-02-10,15.37
Alaska,,2021-02-11,15.86
Alaska,,2021-02-12,16.16
Alaska,,2021-02-13,16.74
Alaska,,2021-02-14,17.28
Alaska,,2021-02-16,17.72
Alaska,,2021-02-17,17.87
Alaska,,2021-02-18,18.25
Alaska,,2021-02-19,19.67
Alaska,,2021-02-20,20.27
Alaska,,2021-02-21,20.83
Alaska,,2021-02-22,20.99
Alaska,,2021-02-23,21.14
Alaska,,2021-02-24,21.36
Alaska,,2021-02-25,21.71
Alaska,,2021-02-26,22.09
Alaska,,2021-02-27,22.38
Alaska,,2021-02-28,22.79
Alaska,,2021-03-01,22.97
Alaska,,2021-03-02,23.05
Alaska,,2021-03-03,23.32
Alaska,,2021-03-04,23.57
Alaska,,2021-03-05,23.87
Alaska,,2021-03-06,24.36
Alaska,,2021-03-07,24.74
Alaska,,2021-03-08,24.91
Alaska,,2021-03-09,25.28
Alaska,,2021-03-10,25.74
Alaska,,2021-03-11,26.07
Alaska,,2021-03-12,26.51
Alaska,,2021-03-13,26.99
Alaska,,2021-03-14,27.67
Alaska,,2021-03-15,28.06
Alaska,,2021-03-16,28.21
Alaska,,2021-03-17,28.83
Alaska,,2021-03-18,29.18
Alaska,,2021-03-19,29.63
Alaska,,2021-03-20,30.23
Alaska,,2021-03-21,31.21
Alaska,,2021-03-22,31.52
Alaska,,2021-03-23,31.62
Alaska,,2021-03-24,31.86
Alaska,,2021-03-25,32.27
Alaska,,2021-03-26,32.75
Alaska,,2021-03-27,33.18
Alaska,,2021-03-28,33.54
Alaska,,2021-03-29,33.7
Alaska,,2021-03-30,33.78
Alaska,,2021-03-31,34
Alaska,,2021-04-01,34.23
Alaska,,2021-04-02,34.53
Alaska,,2021-04-03,34.76
Alaska,,2021-04-04,35.18
Alaska,,2021-04-05,35.32
Alaska,,2021-04-06,35.39
Alaska,,2021-04-07,35.63
Alaska,,2021-04-08,35.97
Alaska,,2021-04-09,36.29
Alaska,,2021-04-10,36.72
Alaska,,2021-04-11,37.02
Alaska,,2021-04-12,37.21
Alaska,,2021-04-13,38.64
Alaska,,2021-04-14,38.84
Alaska,,2021-04-15,38.85
Alaska,,2021-04-16,39.11
Alaska,,2021-04-17,39.37
Alaska,,2021-04-18,39.71
Alaska,,2021-04-19,39.84
Alaska,,2021-04-20,39.9
Alaska,,2021-04-21,40.23
Alaska,,2021-04-22,40.59
Alaska,,2021-04-23,40.74
Alaska,,2021-04-24,40.92
Alaska,,2021-04-25,41.06
Alaska,,2021-04-26,41.11
Alaska,,2021-04-27,41.17
Alaska,,2021-04-28,41.25
Alaska,,2021-04-29,41.65
Alaska,,2021-04-30,41.75
Alaska,,2021-05-01,42.06
Alaska,,2021-05-02,42.17
Alaska,,2021-05-03,42.19
Alaska,,2021-05-04,42.22
Alaska,,2021-05-05,42.31
Alaska,,2021-05-06,42.43
Alaska,,2021-05-07,42.57
Alaska,,2021-05-08,42.71
Alaska,,2021-05-09,42.72
Alaska,,2021-05-10,42.93
Alaska,,2021-05-11,43
Alaska,,2021-05-12,43.08
Alaska,,2021-05-13,43.18
Alaska,,2021-05-14,43.32
Alaska,,2021-05-15,43.55
Alaska,,2021-05-16,43.84
Alaska,,2021-05-17,43.91
Alaska,,2021-05-18,43.97
Alaska,,2021-05-19,44.27
Alaska,,2021-05-20,44.46
Alaska,,2021-05-21,44.72
Alaska,,2021-05-22,44.96
Alaska,,2021-05-23,45.19
Alaska,,2021-05-24,45.28
Alaska,,2021-05-25,45.32
Alaska,,2021-05-26,45.46
Alaska,,2021-05-27,45.6
Alaska,,2021-05-28,45.81
Alaska,,2021-05-29,45.98
Alaska,,2021-05-30,46.12
Alaska,,2021-06-01,46.22
Alaska,,2021-06-02,46.23
Alaska,,2021-06-03,46.36
Alaska,,2021-06-04,46.49
Alaska,,2021-06-05,46.61
Alaska,,2021-06-06,46.74
Alaska,,2021-06-07,46.84
Alaska,,2021-06-08,46.88
Alaska,,2021-06-09,46.89
Alaska,,2021-06-10,46.99
Alaska,,2021-06-11,47.09
Alaska,,2021-06-12,47.2
Alaska,,2021-06-13,47.27
Alaska,,2021-06-14,47.36
Alaska,,2021-06-15,47.42
Alaska,,2021-06-16,47.5
Alaska,,2021-06-17,47.59
Alaska,,2021-06-18,47.66
Alaska,,2021-06-19,47.75
Alaska,,2021-06-20,47.81
Alaska,,2021-06-21,47.89
Alaska,,2021-06-22,47.91
American Samoa,ASM,2021-01-12,1.51
American Samoa,ASM,2021-01-13,2.14
American Samoa,ASM,2021-01-14,4.33
American Samoa,ASM,2021-01-15,5.65
American Samoa,ASM,2021-01-19,7.16
American Samoa,ASM,2021-01-20,8.04
American Samoa,ASM,2021-01-21,8.5
American Samoa,ASM,2021-01-22,10.1
American Samoa,ASM,2021-01-23,10.56
American Samoa,ASM,2021-01-24,12.74
American Samoa,ASM,2021-01-25,12.74
American Samoa,ASM,2021-01-26,13.23
American Samoa,ASM,2021-01-27,14.6
American Samoa,ASM,2021-01-28,14.6
American Samoa,ASM,2021-01-29,16.03
American Samoa,ASM,2021-01-30,16.03
American Samoa,ASM,2021-01-31,16.03
American Samoa,ASM,2021-02-01,17.44
American Samoa,ASM,2021-02-02,17.44
American Samoa,ASM,2021-02-03,17.52
American Samoa,ASM,2021-02-04,17.53
American Samoa,ASM,2021-02-05,17.55
American Samoa,ASM,2021-02-06,17.56
American Samoa,ASM,2021-02-07,17.56
American Samoa,ASM,2021-02-08,17.56
American Samoa,ASM,2021-02-09,17.58
American Samoa,ASM,2021-02-10,17.63
American Samoa,ASM,2021-02-11,17.64
American Samoa,ASM,2021-02-12,18.06
American Samoa,ASM,2021-02-13,18.07
American Samoa,ASM,2021-02-14,18.07
American Samoa,ASM,2021-02-16,18.38
American Samoa,ASM,2021-02-17,18.44
American Samoa,ASM,2021-02-18,18.44
American Samoa,ASM,2021-02-19,18.44
American Samoa,ASM,2021-02-20,19.45
American Samoa,ASM,2021-02-21,19.66
American Samoa,ASM,2021-02-22,19.85
American Samoa,ASM,2021-02-23,19.85
American Samoa,ASM,2021-02-24,21.21
American Samoa,ASM,2021-02-25,21.21
American Samoa,ASM,2021-02-26,22.18
American Samoa,ASM,2021-02-27,22.18
American Samoa,ASM,2021-02-28,22.19
American Samoa,ASM,2021-03-01,22.19
American Samoa,ASM,2021-03-02,23.39
American Samoa,ASM,2021-03-03,23.4
American Samoa,ASM,2021-03-04,24.18
American Samoa,ASM,2021-03-05,24.18
American Samoa,ASM,2021-03-06,24.18
American Samoa,ASM,2021-03-07,24.19
American Samoa,ASM,2021-03-08,24.19
American Samoa,ASM,2021-03-09,24.19
American Samoa,ASM,2021-03-10,27.09
American Samoa,ASM,2021-03-11,27.09
American Samoa,ASM,2021-03-12,27.09
American Samoa,ASM,2021-03-13,27.08
American Samoa,ASM,2021-03-14,27.08
American Samoa,ASM,2021-03-15,27.61
American Samoa,ASM,2021-03-16,27.61
American Samoa,ASM,2021-03-17,27.62
American Samoa,ASM,2021-03-18,27.62
American Samoa,ASM,2021-03-19,27.62
American Samoa,ASM,2021-03-20,27.62
American Samoa,ASM,2021-03-21,27.63
American Samoa,ASM,2021-03-22,30.38
American Samoa,ASM,2021-03-23,30.73
American Samoa,ASM,2021-03-24,31.19
American Samoa,ASM,2021-03-25,31.22
American Samoa,ASM,2021-03-26,31.51
American Samoa,ASM,2021-03-27,31.54
American Samoa,ASM,2021-03-28,31.55
American Samoa,ASM,2021-03-29,31.56
American Samoa,ASM,2021-03-30,31.82
American Samoa,ASM,2021-03-31,32.06
American Samoa,ASM,2021-04-01,32.06
American Samoa,ASM,2021-04-02,32.5
American Samoa,ASM,2021-04-03,32.5
American Samoa,ASM,2021-04-04,32.5
American Samoa,ASM,2021-04-05,32.5
American Samoa,ASM,2021-04-06,32.5
American Samoa,ASM,2021-04-07,33.4
American Samoa,ASM,2021-04-08,33.49
American Samoa,ASM,2021-04-09,33.93
American Samoa,ASM,2021-04-10,33.93
American Samoa,ASM,2021-04-11,34.85
American Samoa,ASM,2021-04-12,34.85
American Samoa,ASM,2021-04-13,34.85
American Samoa,ASM,2021-04-14,35.25
American Samoa,ASM,2021-04-15,35.25
American Samoa,ASM,2021-04-16,36.36
American Samoa,ASM,2021-04-17,36.36
American Samoa,ASM,2021-04-18,36.36
American Samoa,ASM,2021-04-19,36.37
American Samoa,ASM,2021-04-20,36.37
American Samoa,ASM,2021-04-21,36.53
American Samoa,ASM,2021-04-22,36.53
American Samoa,ASM,2021-04-23,37.53
American Samoa,ASM,2021-04-24,37.53
American Samoa,ASM,2021-04-25,38.01
American Samoa,ASM,2021-04-26,38.01
American Samoa,ASM,2021-04-27,38.22
American Samoa,ASM,2021-04-28,38.22
American Samoa,ASM,2021-04-29,38.7
American Samoa,ASM,2021-04-30,39.02
American Samoa,ASM,2021-05-01,39.02
American Samoa,ASM,2021-05-02,39.02
American Samoa,ASM,2021-05-03,39.02
American Samoa,ASM,2021-05-04,39.33
American Samoa,ASM,2021-05-05,39.51
American Samoa,ASM,2021-05-06,39.51
American Samoa,ASM,2021-05-07,39.72
American Samoa,ASM,2021-05-08,39.72
American Samoa,ASM,2021-05-09,39.72
American Samoa,ASM,2021-05-10,39.72
American Samoa,ASM,2021-05-11,39.72
American Samoa,ASM,2021-05-12,39.72
American Samoa,ASM,2021-05-13,40.1
American Samoa,ASM,2021-05-14,40.11
American Samoa,ASM,2021-05-15,40.4
American Samoa,ASM,2021-05-16,40.4
American Samoa,ASM,2021-05-17,40.4
American Samoa,ASM,2021-05-18,40.4
American Samoa,ASM,2021-05-19,41.24
American Samoa,ASM,2021-05-20,41.24
American Samoa,ASM,2021-05-21,41.59
American Samoa,ASM,2021-05-22,41.59
American Samoa,ASM,2021-05-23,41.59
American Samoa,ASM,2021-05-24,41.59
American Samoa,ASM,2021-05-25,41.59
American Samoa,ASM,2021-05-26,41.59
American Samoa,ASM,2021-05-27,42.05
American Samoa,ASM,2021-05-28,42.05
American Samoa,ASM,2021-05-29,42.05
American Samoa,ASM,2021-05-30,42.05
American Samoa,ASM,2021-06-01,42.05
American Samoa,ASM,2021-06-02,42.75
American Samoa,ASM,2021-06-03,42.75
American Samoa,ASM,2021-06-04,42.75
American Samoa,ASM,2021-06-05,43.06
American Samoa,ASM,2021-06-06,43.06
American Samoa,ASM,2021-06-07,43.06
American Samoa,ASM,2021-06-08,43.06
American Samoa,ASM,2021-06-09,43.06
American Samoa,ASM,2021-06-10,43.06
American Samoa,ASM,2021-06-11,43.38
American Samoa,ASM,2021-06-12,43.38
American Samoa,ASM,2021-06-13,43.69
American Samoa,ASM,2021-06-14,43.69
American Samoa,ASM,2021-06-15,44.09
American Samoa,ASM,2021-06-16,44.32
American Samoa,ASM,2021-06-17,44.32
American Samoa,ASM,2021-06-18,44.74
American Samoa,ASM,2021-06-19,44.74
American Samoa,ASM,2021-06-20,44.74
American Samoa,ASM,2021-06-21,44.74
American Samoa,ASM,2021-06-22,45.08
Arizona,,2021-01-12,1.31
Arizona,,2021-01-13,1.43
Arizona,,2021-01-14,2.16
Arizona,,2021-01-15,2.42
Arizona,,2021-01-19,3.23
Arizona,,2021-01-20,3.39
Arizona,,2021-01-21,3.6
Arizona,,2021-01-22,3.85
Arizona,,2021-01-23,4.2
Arizona,,2021-01-24,4.56
Arizona,,2021-01-25,4.82
Arizona,,2021-01-26,5.03
Arizona,,2021-01-27,5.35
Arizona,,2021-01-28,5.67
Arizona,,2021-01-29,6.04
Arizona,,2021-01-30,6.46
Arizona,,2021-01-31,6.88
Arizona,,2021-02-01,7.2
Arizona,,2021-02-02,7.34
Arizona,,2021-02-03,7.6
Arizona,,2021-02-04,7.88
Arizona,,2021-02-05,8.21
Arizona,,2021-02-06,8.65
Arizona,,2021-02-07,9.03
Arizona,,2021-02-08,9.32
Arizona,,2021-02-09,9.56
Arizona,,2021-02-10,9.88
Arizona,,2021-02-11,10.27
Arizona,,2021-02-12,10.72
Arizona,,2021-02-13,11.14
Arizona,,2021-02-14,11.54
Arizona,,2021-02-16,12.17
Arizona,,2021-02-17,12.27
Arizona,,2021-02-18,12.56
Arizona,,2021-02-19,14.24
Arizona,,2021-02-20,14.62
Arizona,,2021-02-21,14.95
Arizona,,2021-02-22,14.88
Arizona,,2021-02-23,15.05
Arizona,,2021-02-24,15.26
Arizona,,2021-02-25,15.61
Arizona,,2021-02-26,16.05
Arizona,,2021-02-27,16.42
Arizona,,2021-02-28,16.77
Arizona,,2021-03-01,17.1
Arizona,,2021-03-02,17.35
Arizona,,2021-03-03,17.55
Arizona,,2021-03-04,17.84
Arizona,,2021-03-05,18.2
Arizona,,2021-03-06,18.25
Arizona,,2021-03-07,19.08
Arizona,,2021-03-08,19.46
Arizona,,2021-03-09,19.72
Arizona,,2021-03-10,20.12
Arizona,,2021-03-11,20.56
Arizona,,2021-03-12,21.01
Arizona,,2021-03-13,21.47
Arizona,,2021-03-14,22.02
Arizona,,2021-03-15,22.39
Arizona,,2021-03-16,22.74
Arizona,,2021-03-17,23.11
Arizona,,2021-03-18,23.59
Arizona,,2021-03-19,23.63
Arizona,,2021-03-20,24.21
Arizona,,2021-03-21,24.8
Arizona,,2021-03-22,25.21
Arizona,,2021-03-23,25.44
Arizona,,2021-03-24,25.8
Arizona,,2021-03-25,26.67
Arizona,,2021-03-26,27.25
Arizona,,2021-03-27,27.89
Arizona,,2021-03-28,28.48
Arizona,,2021-03-29,28.92
Arizona,,2021-03-30,29.2
Arizona,,2021-03-31,29.64
Arizona,,2021-04-01,30.14
Arizona,,2021-04-02,30.71
Arizona,,2021-04-03,31.28
Arizona,,2021-04-04,31.77
Arizona,,2021-04-05,32.13
Arizona,,2021-04-06,32.33
Arizona,,2021-04-07,32.68
Arizona,,2021-04-08,33.14
Arizona,,2021-04-09,33.7
Arizona,,2021-04-10,34.28
Arizona,,2021-04-11,34.8
Arizona,,2021-04-12,35.15
Arizona,,2021-04-13,35.44
Arizona,,2021-04-14,35.78
Arizona,,2021-04-15,36.21
Arizona,,2021-04-16,36.59
Arizona,,2021-04-17,37.05
Arizona,,2021-04-18,37.44
Arizona,,2021-04-19,37.71
Arizona,,2021-04-20,37.89
Arizona,,2021-04-21,38.2
Arizona,,2021-04-22,38.54
Arizona,,2021-04-23,38.91
Arizona,,2021-04-24,39.28
Arizona,,2021-04-25,39.63
Arizona,,2021-04-26,39.85
Arizona,,2021-04-27,39.99
Arizona,,2021-04-28,40.21
Arizona,,2021-04-29,40.44
Arizona,,2021-04-30,40.68
Arizona,,2021-05-01,40.97
Arizona,,2021-05-02,41.18
Arizona,,2021-05-03,41.27
Arizona,,2021-05-04,41.35
Arizona,,2021-05-05,41.48
Arizona,,2021-05-06,41.73
Arizona,,2021-05-07,41.95
Arizona,,2021-05-08,42.12
Arizona,,2021-05-09,42.29
Arizona,,2021-05-10,42.54
Arizona,,2021-05-11,42.82
Arizona,,2021-05-12,42.92
Arizona,,2021-05-13,43.05
Arizona,,2021-05-14,43.17
Arizona,,2021-05-15,43.38
Arizona,,2021-05-16,43.66
Arizona,,2021-05-17,43.8
Arizona,,2021-05-18,43.93
Arizona,,2021-05-19,44.14
Arizona,,2021-05-20,44.31
Arizona,,2021-05-21,44.52
Arizona,,2021-05-22,44.85
Arizona,,2021-05-23,45.11
Arizona,,2021-05-24,45.3
Arizona,,2021-05-25,45.4
Arizona,,2021-05-26,45.52
Arizona,,2021-05-27,45.69
Arizona,,2021-05-28,45.88
Arizona,,2021-05-29,46.04
Arizona,,2021-05-30,46.21
Arizona,,2021-06-01,46.4
Arizona,,2021-06-02,46.45
Arizona,,2021-06-03,46.53
Arizona,,2021-06-04,46.67
Arizona,,2021-06-05,46.87
Arizona,,2021-06-06,47.02
Arizona,,2021-06-07,47.15
Arizona,,2021-06-08,47.24
Arizona,,2021-06-09,47.33
Arizona,,2021-06-10,47.34
Arizona,,2021-06-11,47.52
Arizona,,2021-06-12,47.71
Arizona,,2021-06-13,47.82
Arizona,,2021-06-14,47.94
Arizona,,2021-06-15,48.02
Arizona,,2021-06-16,48.02
Arizona,,2021-06-17,48.34
Arizona,,2021-06-18,48.45
Arizona,,2021-06-19,48.59
Arizona,,2021-06-20,48.69
Arizona,,2021-06-21,48.69
Arizona,,2021-06-22,48.83
Arkansas,,2021-01-12,1.3
Arkansas,,2021-01-13,2.67
Arkansas,,2021-01-14,2.99
Arkansas,,2021-01-15,3.24
Arkansas,,2021-01-19,3.94
Arkansas,,2021-01-20,4.8
Arkansas,,2021-01-21,4.8
Arkansas,,2021-01-22,5.56
Arkansas,,2021-01-23,5.56
Arkansas,,2021-01-24,5.94
Arkansas,,2021-01-25,6.15
Arkansas,,2021-01-26,6.52
Arkansas,,2021-01-27,6.94
Arkansas,,2021-01-28,6.94
Arkansas,,2021-01-29,7.34
Arkansas,,2021-01-30,7.75
Arkansas,,2021-01-31,8.11
Arkansas,,2021-02-01,8.28
Arkansas,,2021-02-02,8.35
Arkansas,,2021-02-03,8.49
Arkansas,,2021-02-04,8.83
Arkansas,,2021-02-05,9.09
Arkansas,,2021-02-06,9.61
Arkansas,,2021-02-07,9.95
Arkansas,,2021-02-08,10.09
Arkansas,,2021-02-09,10.14
Arkansas,,2021-02-10,10.32
Arkansas,,2021-02-11,10.5
Arkansas,,2021-02-12,10.79
Arkansas,,2021-02-13,10.94
Arkansas,,2021-02-14,11.22
Arkansas,,2021-02-16,11.39
Arkansas,,2021-02-17,11.44
Arkansas,,2021-02-18,11.49
Arkansas,,2021-02-19,12.03
Arkansas,,2021-02-20,12.09
Arkansas,,2021-02-21,12.18
Arkansas,,2021-02-22,12.3
Arkansas,,2021-02-23,12.38
Arkansas,,2021-02-24,12.56
Arkansas,,2021-02-25,12.77
Arkansas,,2021-02-26,13.09
Arkansas,,2021-02-27,13.45
Arkansas,,2021-02-28,13.9
Arkansas,,2021-03-01,14.1
Arkansas,,2021-03-02,14.31
Arkansas,,2021-03-03,14.66
Arkansas,,2021-03-04,15
Arkansas,,2021-03-05,15.4
Arkansas,,2021-03-06,15.81
Arkansas,,2021-03-07,16.21
Arkansas,,2021-03-08,16.39
Arkansas,,2021-03-09,16.62
Arkansas,,2021-03-10,17.02
Arkansas,,2021-03-11,17.05
Arkansas,,2021-03-12,17.96
Arkansas,,2021-03-13,19.19
Arkansas,,2021-03-14,19.19
Arkansas,,2021-03-15,19.43
Arkansas,,2021-03-16,19.53
Arkansas,,2021-03-17,19.95
Arkansas,,2021-03-18,20.4
Arkansas,,2021-03-19,21.06
Arkansas,,2021-03-20,21.66
Arkansas,,2021-03-21,22.23
Arkansas,,2021-03-22,22.46
Arkansas,,2021-03-23,22.55
Arkansas,,2021-03-24,23
Arkansas,,2021-03-25,23.54
Arkansas,,2021-03-26,24.22
Arkansas,,2021-03-27,24.77
Arkansas,,2021-03-28,25.31
Arkansas,,2021-03-29,25.49
Arkansas,,2021-03-30,25.6
Arkansas,,2021-03-31,26.12
Arkansas,,2021-04-01,26.63
Arkansas,,2021-04-02,27.26
Arkansas,,2021-04-03,28.34
Arkansas,,2021-04-04,28.37
Arkansas,,2021-04-05,28.53
Arkansas,,2021-04-06,28.75
Arkansas,,2021-04-07,29.2
Arkansas,,2021-04-08,29.76
Arkansas,,2021-04-09,30.22
Arkansas,,2021-04-10,30.8
Arkansas,,2021-04-11,31.31
Arkansas,,2021-04-12,31.49
Arkansas,,2021-04-13,31.58
Arkansas,,2021-04-14,31.99
Arkansas,,2021-04-15,32.41
Arkansas,,2021-04-16,32.79
Arkansas,,2021-04-17,33.13
Arkansas,,2021-04-18,33.48
Arkansas,,2021-04-19,33.57
Arkansas,,2021-04-20,33.66
Arkansas,,2021-04-21,33.94
Arkansas,,2021-04-22,34.23
Arkansas,,2021-04-23,34.46
Arkansas,,2021-04-24,34.67
Arkansas,,2021-04-25,34.83
Arkansas,,2021-04-26,34.92
Arkansas,,2021-04-27,34.97
Arkansas,,2021-04-28,35.15
Arkansas,,2021-04-29,35.37
Arkansas,,2021-04-30,35.51
Arkansas,,2021-05-01,35.69
Arkansas,,2021-05-02,35.85
Arkansas,,2021-05-03,35.91
Arkansas,,2021-05-04,35.96
Arkansas,,2021-05-05,36.08
Arkansas,,2021-05-06,36.26
Arkansas,,2021-05-07,36.4
Arkansas,,2021-05-08,36.52
Arkansas,,2021-05-09,36.7
Arkansas,,2021-05-10,36.77
Arkansas,,2021-05-11,36.88
Arkansas,,2021-05-12,36.99
Arkansas,,2021-05-13,37.1
Arkansas,,2021-05-14,37.21
Arkansas,,2021-05-15,37.42
Arkansas,,2021-05-16,37.59
Arkansas,,2021-05-17,37.66
Arkansas,,2021-05-18,37.72
Arkansas,,2021-05-19,37.85
Arkansas,,2021-05-20,38.05
Arkansas,,2021-05-21,38.24
Arkansas,,2021-05-22,38.48
Arkansas,,2021-05-23,38.64
Arkansas,,2021-05-24,38.72
Arkansas,,2021-05-25,38.77
Arkansas,,2021-05-26,38.93
Arkansas,,2021-05-27,39.07
Arkansas,,2021-05-28,39.21
Arkansas,,2021-05-29,39.39
Arkansas,,2021-05-30,39.53
Arkansas,,2021-06-01,39.61
Arkansas,,2021-06-02,39.64
Arkansas,,2021-06-03,39.73
Arkansas,,2021-06-04,39.84
Arkansas,,2021-06-05,39.98
Arkansas,,2021-06-06,40.09
Arkansas,,2021-06-07,40.1
Arkansas,,2021-06-08,40.18
Arkansas,,2021-06-09,40.27
Arkansas,,2021-06-10,40.38
Arkansas,,2021-06-11,40.38
Arkansas,,2021-06-12,40.48
Arkansas,,2021-06-13,40.57
