Entity,Code,Day,people_vaccinated_per_hundred
Guam,GUM,2021-04-21,43.3
Guam,GUM,2021-04-22,43.57
Guam,GUM,2021-04-23,43.87
Guam,GUM,2021-04-24,44.16
Guam,GUM,2021-04-25,44.21
Guam,GUM,2021-04-26,44.43
Guam,GUM,2021-04-27,44.7
Guam,GUM,2021-04-28,45.09
Guam,GUM,2021-04-29,45.66
Guam,GUM,2021-04-30,46.09
Guam,GUM,2021-05-01,46.11
Guam,GUM,2021-05-02,46.33
Guam,GUM,2021-05-03,46.65
Guam,GUM,2021-05-04,46.87
Guam,GUM,2021-05-05,46.91
Guam,GUM,2021-05-06,46.94
Guam,GUM,2021-05-07,48
Guam,GUM,2021-05-08,48.53
Guam,GUM,2021-05-09,48.66
Guam,GUM,2021-05-10,48.68
Guam,GUM,2021-05-11,48.69
Guam,GUM,2021-05-12,48.74
Guam,GUM,2021-05-13,49.39
Guam,GUM,2021-05-14,49.4
Guam,GUM,2021-05-15,49.42
Guam,GUM,2021-05-16,49.42
Guam,GUM,2021-05-17,49.42
Guam,GUM,2021-05-18,49.43
Guam,GUM,2021-05-19,50.63
Guam,GUM,2021-05-20,50.66
Guam,GUM,2021-05-21,51.29
Guam,GUM,2021-05-22,52.11
Guam,GUM,2021-05-23,52.12
Guam,GUM,2021-05-24,52.12
Guam,GUM,2021-05-25,52.42
Guam,GUM,2021-05-26,52.45
Guam,GUM,2021-05-27,52.48
Guam,GUM,2021-05-28,53.67
Guam,GUM,2021-05-29,53.68
Guam,GUM,2021-05-30,53.68
Guam,GUM,2021-06-01,54.26
Guam,GUM,2021-06-02,54.29
Guam,GUM,2021-06-03,54.47
Guam,GUM,2021-06-04,55.15
Guam,GUM,2021-06-05,55.16
Guam,GUM,2021-06-06,56.06
Guam,GUM,2021-06-07,56.32
Guam,GUM,2021-06-08,56.33
Guam,GUM,2021-06-09,56.89
Guam,GUM,2021-06-10,56.92
Guam,GUM,2021-06-11,56.92
Guam,GUM,2021-06-12,56.95
Guam,GUM,2021-06-13,57.77
Guam,GUM,2021-06-14,57.85
Guam,GUM,2021-06-15,57.86
Guam,GUM,2021-06-16,57.86
Guam,GUM,2021-06-17,58.69
Guam,GUM,2021-06-18,58.71
Guam,GUM,2021-06-19,59.59
Guam,GUM,2021-06-20,59.59
Guam,GUM,2021-06-21,59.59
Guam,GUM,2021-06-22,59.6
Hawaii,,2021-01-15,2.8
Hawaii,,2021-01-19,3.72
Hawaii,,2021-01-20,4.1
Hawaii,,2021-01-21,4.47
Hawaii,,2021-01-22,4.8
Hawaii,,2021-01-23,4.8
Hawaii,,2021-01-24,4.8
Hawaii,,2021-01-25,5.25
Hawaii,,2021-01-26,5.36
Hawaii,,2021-01-27,5.59
Hawaii,,2021-01-28,5.94
Hawaii,,2021-01-29,6.32
Hawaii,,2021-01-30,6.83
Hawaii,,2021-01-31,7.3
Hawaii,,2021-02-01,7.68
Hawaii,,2021-02-02,7.82
Hawaii,,2021-02-03,8.15
Hawaii,,2021-02-04,8.51
Hawaii,,2021-02-05,8.95
Hawaii,,2021-02-06,9.37
Hawaii,,2021-02-07,9.69
Hawaii,,2021-02-08,10.05
Hawaii,,2021-02-09,10.05
Hawaii,,2021-02-10,10.05
Hawaii,,2021-02-11,10.64
Hawaii,,2021-02-12,10.94
Hawaii,,2021-02-13,11.27
Hawaii,,2021-02-14,11.51
Hawaii,,2021-02-16,11.9
Hawaii,,2021-02-17,12.07
Hawaii,,2021-02-18,12.3
Hawaii,,2021-02-19,14.85
Hawaii,,2021-02-20,15.22
Hawaii,,2021-02-21,15.53
Hawaii,,2021-02-22,15.91
Hawaii,,2021-02-23,15.99
Hawaii,,2021-02-24,16.15
Hawaii,,2021-02-25,16.47
Hawaii,,2021-02-26,16.81
Hawaii,,2021-02-27,17.16
Hawaii,,2021-02-28,17.52
Hawaii,,2021-03-01,17.7
Hawaii,,2021-03-02,17.76
Hawaii,,2021-03-03,17.92
Hawaii,,2021-03-04,18.31
Hawaii,,2021-03-05,18.71
Hawaii,,2021-03-06,19.17
Hawaii,,2021-03-07,19.22
Hawaii,,2021-03-08,19.84
Hawaii,,2021-03-09,20.28
Hawaii,,2021-03-10,20.83
Hawaii,,2021-03-11,21.51
Hawaii,,2021-03-12,22.18
Hawaii,,2021-03-13,22.76
Hawaii,,2021-03-14,23.26
Hawaii,,2021-03-15,23.57
Hawaii,,2021-03-16,23.99
Hawaii,,2021-03-17,24.67
Hawaii,,2021-03-18,25.38
Hawaii,,2021-03-19,26.12
Hawaii,,2021-03-20,26.74
Hawaii,,2021-03-21,27.34
Hawaii,,2021-03-22,27.57
Hawaii,,2021-03-23,27.99
Hawaii,,2021-03-24,28.55
Hawaii,,2021-03-25,29.02
Hawaii,,2021-03-26,29.72
Hawaii,,2021-03-27,29.79
Hawaii,,2021-03-28,29.83
Hawaii,,2021-03-29,31.02
Hawaii,,2021-03-30,31.37
Hawaii,,2021-03-31,31.82
Hawaii,,2021-04-01,32.18
Hawaii,,2021-04-02,32.62
Hawaii,,2021-04-03,32.99
Hawaii,,2021-04-04,33.63
Hawaii,,2021-04-05,33.9
Hawaii,,2021-04-06,34.16
Hawaii,,2021-04-07,34.63
Hawaii,,2021-04-08,35.01
Hawaii,,2021-04-09,35.49
Hawaii,,2021-04-10,35.55
Hawaii,,2021-04-11,36.03
Hawaii,,2021-04-12,36.65
Hawaii,,2021-04-13,37.05
Hawaii,,2021-04-14,37.69
Hawaii,,2021-04-15,38.19
Hawaii,,2021-04-16,38.77
Hawaii,,2021-04-17,39.17
Hawaii,,2021-04-18,39.6
Hawaii,,2021-04-19,39.77
Hawaii,,2021-04-20,46.49
Hawaii,,2021-04-21,47.09
Hawaii,,2021-04-22,47.75
Hawaii,,2021-04-23,48.32
Hawaii,,2021-04-24,49.08
Hawaii,,2021-04-25,49.87
Hawaii,,2021-04-26,50.32
Hawaii,,2021-04-27,50.92
Hawaii,,2021-04-28,51.49
Hawaii,,2021-04-29,52.07
Hawaii,,2021-04-30,52.65
Hawaii,,2021-05-01,53.22
Hawaii,,2021-05-02,53.69
Hawaii,,2021-05-03,53.8
Hawaii,,2021-05-04,53.92
Hawaii,,2021-05-05,54.11
Hawaii,,2021-05-06,54.13
Hawaii,,2021-05-07,58.25
Hawaii,,2021-05-08,58.51
Hawaii,,2021-05-09,58.81
Hawaii,,2021-05-10,58.82
Hawaii,,2021-05-11,59.18
Hawaii,,2021-05-12,59.35
Hawaii,,2021-05-13,59.74
Hawaii,,2021-05-14,60.13
Hawaii,,2021-05-15,60.87
Hawaii,,2021-05-16,60.92
Hawaii,,2021-05-17,62.21
Hawaii,,2021-05-18,62.42
Hawaii,,2021-05-19,62.96
Hawaii,,2021-05-20,63.48
Hawaii,,2021-05-21,63.98
Hawaii,,2021-05-22,64.38
Hawaii,,2021-05-23,64.42
Hawaii,,2021-05-24,64.98
Hawaii,,2021-05-25,65.33
Hawaii,,2021-05-26,65.56
Hawaii,,2021-05-27,65.58
Hawaii,,2021-05-28,65.82
Hawaii,,2021-05-29,66.45
Hawaii,,2021-05-30,66.47
Hawaii,,2021-06-01,66.87
Hawaii,,2021-06-02,66.88
Hawaii,,2021-06-03,67.04
Hawaii,,2021-06-04,67.06
Hawaii,,2021-06-05,67.42
Hawaii,,2021-06-06,67.58
Hawaii,,2021-06-07,67.62
Hawaii,,2021-06-08,67.69
Hawaii,,2021-06-09,67.8
Hawaii,,2021-06-10,67.95
Hawaii,,2021-06-11,68.08
Hawaii,,2021-06-12,68.11
Hawaii,,2021-06-13,68.12
Hawaii,,2021-06-14,68.37
Hawaii,,2021-06-15,68.49
Hawaii,,2021-06-16,68.63
Hawaii,,2021-06-17,68.74
Hawaii,,2021-06-18,68.85
Hawaii,,2021-06-19,68.96
Hawaii,,2021-06-20,69.05
Hawaii,,2021-06-21,69.07
Hawaii,,2021-06-22,69.11
Idaho,,2021-01-12,1.76
Idaho,,2021-01-13,1.86
Idaho,,2021-01-14,1.97
Idaho,,2021-01-15,2.11
Idaho,,2021-01-19,3
Idaho,,2021-01-20,3.26
Idaho,,2021-01-21,3.42
Idaho,,2021-01-22,3.6
Idaho,,2021-01-23,3.82
Idaho,,2021-01-24,4.05
Idaho,,2021-01-25,4.26
Idaho,,2021-01-26,4.39
Idaho,,2021-01-27,4.52
Idaho,,2021-01-28,4.78
Idaho,,2021-01-29,4.98
Idaho,,2021-01-30,5.24
Idaho,,2021-01-31,5.5
Idaho,,2021-02-01,5.65
Idaho,,2021-02-02,5.76
Idaho,,2021-02-03,6
Idaho,,2021-02-04,6.33
Idaho,,2021-02-05,6.72
Idaho,,2021-02-06,7.49
Idaho,,2021-02-07,7.89
Idaho,,2021-02-08,8.35
Idaho,,2021-02-09,8.47
Idaho,,2021-02-10,8.69
Idaho,,2021-02-11,8.94
Idaho,,2021-02-12,8.94
Idaho,,2021-02-13,9.17
Idaho,,2021-02-14,9.76
Idaho,,2021-02-16,10.5
Idaho,,2021-02-17,10.69
Idaho,,2021-02-18,10.95
Idaho,,2021-02-19,11.84
Idaho,,2021-02-20,12.1
Idaho,,2021-02-21,12.44
Idaho,,2021-02-22,12.9
Idaho,,2021-02-23,13.02
Idaho,,2021-02-24,13.15
Idaho,,2021-02-25,13.38
Idaho,,2021-02-26,13.64
Idaho,,2021-02-27,13.99
Idaho,,2021-02-28,14.37
Idaho,,2021-03-01,14.74
Idaho,,2021-03-02,14.9
Idaho,,2021-03-03,15.15
Idaho,,2021-03-04,15.39
Idaho,,2021-03-05,15.81
Idaho,,2021-03-06,16.23
Idaho,,2021-03-07,16.59
Idaho,,2021-03-08,16.82
Idaho,,2021-03-09,17.01
Idaho,,2021-03-10,17.29
Idaho,,2021-03-11,17.63
Idaho,,2021-03-12,18.14
Idaho,,2021-03-13,18.59
Idaho,,2021-03-14,19.05
Idaho,,2021-03-15,19.31
Idaho,,2021-03-16,19.51
Idaho,,2021-03-17,19.53
Idaho,,2021-03-18,20.13
Idaho,,2021-03-19,20.7
Idaho,,2021-03-20,21.41
Idaho,,2021-03-21,22.07
Idaho,,2021-03-22,22.4
Idaho,,2021-03-23,22.6
Idaho,,2021-03-24,22.93
Idaho,,2021-03-25,23.4
Idaho,,2021-03-26,23.97
Idaho,,2021-03-27,24.57
Idaho,,2021-03-28,25.09
Idaho,,2021-03-29,25.34
Idaho,,2021-03-30,25.43
Idaho,,2021-03-31,25.78
Idaho,,2021-04-01,26.25
Idaho,,2021-04-02,26.73
Idaho,,2021-04-03,27.3
Idaho,,2021-04-04,27.94
Idaho,,2021-04-05,28.25
Idaho,,2021-04-06,28.29
Idaho,,2021-04-07,28.64
Idaho,,2021-04-08,28.98
Idaho,,2021-04-09,29.57
Idaho,,2021-04-10,30.07
Idaho,,2021-04-11,30.68
Idaho,,2021-04-12,30.99
Idaho,,2021-04-13,31.13
Idaho,,2021-04-14,30.91
Idaho,,2021-04-15,31.17
Idaho,,2021-04-16,31.51
Idaho,,2021-04-17,31.76
Idaho,,2021-04-18,32.05
Idaho,,2021-04-19,32.2
Idaho,,2021-04-20,32.29
Idaho,,2021-04-21,32.48
Idaho,,2021-04-22,32.65
Idaho,,2021-04-23,32.89
Idaho,,2021-04-24,33.08
Idaho,,2021-04-25,33.3
Idaho,,2021-04-26,33.39
Idaho,,2021-04-27,33.45
Idaho,,2021-04-28,33.6
Idaho,,2021-04-29,33.74
Idaho,,2021-04-30,33.91
Idaho,,2021-05-01,34.15
Idaho,,2021-05-02,34.31
Idaho,,2021-05-03,34.35
Idaho,,2021-05-04,34.37
Idaho,,2021-05-05,34.56
Idaho,,2021-05-06,34.73
Idaho,,2021-05-07,34.86
Idaho,,2021-05-08,35.03
Idaho,,2021-05-09,35.03
Idaho,,2021-05-10,35.04
Idaho,,2021-05-11,35.36
Idaho,,2021-05-12,35.47
Idaho,,2021-05-13,35.59
Idaho,,2021-05-14,35.71
Idaho,,2021-05-15,35.82
Idaho,,2021-05-16,35.96
Idaho,,2021-05-17,36.03
Idaho,,2021-05-18,36.07
Idaho,,2021-05-19,36.19
Idaho,,2021-05-20,36.34
Idaho,,2021-05-21,36.48
Idaho,,2021-05-22,36.68
Idaho,,2021-05-23,36.86
Idaho,,2021-05-24,36.95
Idaho,,2021-05-25,37
Idaho,,2021-05-26,37.1
Idaho,,2021-05-27,37.22
Idaho,,2021-05-28,37.34
Idaho,,2021-05-29,37.48
Idaho,,2021-05-30,37.59
Idaho,,2021-06-01,37.68
Idaho,,2021-06-02,37.71
Idaho,,2021-06-03,37.76
Idaho,,2021-06-04,37.85
Idaho,,2021-06-05,37.94
Idaho,,2021-06-06,37.95
Idaho,,2021-06-07,38.09
Idaho,,2021-06-08,38.12
Idaho,,2021-06-09,38.21
Idaho,,2021-06-10,38.33
Idaho,,2021-06-11,38.34
Idaho,,2021-06-12,38.44
Idaho,,2021-06-13,38.51
Idaho,,2021-06-14,38.64
Idaho,,2021-06-15,38.69
Idaho,,2021-06-16,38.69
Idaho,,2021-06-17,38.86
Idaho,,2021-06-18,38.92
Idaho,,2021-06-19,39
Idaho,,2021-06-20,39.05
Idaho,,2021-06-21,39.1
Idaho,,2021-06-22,39.13
Illinois,,2021-01-12,2.24
Illinois,,2021-01-13,2.3
Illinois,,2021-01-14,2.5
Illinois,,2021-01-15,2.7
Illinois,,2021-01-19,3.27
Illinois,,2021-01-20,3.36
Illinois,,2021-01-21,3.57
Illinois,,2021-01-22,3.79
Illinois,,2021-01-23,4.09
Illinois,,2021-01-24,4.39
Illinois,,2021-01-25,4.56
Illinois,,2021-01-26,4.66
Illinois,,2021-01-27,4.82
Illinois,,2021-01-28,5.08
Illinois,,2021-01-29,5.41
Illinois,,2021-01-30,5.78
Illinois,,2021-01-31,6.17
Illinois,,2021-02-01,6.45
Illinois,,2021-02-02,6.56
Illinois,,2021-02-03,6.78
Illinois,,2021-02-04,7.15
Illinois,,2021-02-05,7.59
Illinois,,2021-02-06,8.12
Illinois,,2021-02-07,8.57
Illinois,,2021-02-08,8.93
Illinois,,2021-02-09,9.06
Illinois,,2021-02-10,9.45
Illinois,,2021-02-11,9.81
Illinois,,2021-02-12,10.22
Illinois,,2021-02-13,10.77
Illinois,,2021-02-14,11.22
Illinois,,2021-02-16,11.83
Illinois,,2021-02-17,12.09
Illinois,,2021-02-18,12.29
Illinois,,2021-02-19,13
Illinois,,2021-02-20,13.4
Illinois,,2021-02-21,13.75
Illinois,,2021-02-22,13.94
Illinois,,2021-02-23,14.22
Illinois,,2021-02-24,14.42
Illinois,,2021-02-25,14.65
Illinois,,2021-02-26,15.18
Illinois,,2021-02-27,15.5
Illinois,,2021-02-28,15.82
Illinois,,2021-03-01,16.14
Illinois,,2021-03-02,16.39
Illinois,,2021-03-03,16.65
Illinois,,2021-03-04,17
Illinois,,2021-03-05,17.4
Illinois,,2021-03-06,17.95
Illinois,,2021-03-07,18.52
Illinois,,2021-03-08,18.93
Illinois,,2021-03-09,19.06
Illinois,,2021-03-10,19.35
Illinois,,2021-03-11,19.83
Illinois,,2021-03-12,20.55
Illinois,,2021-03-13,21.74
Illinois,,2021-03-14,21.74
Illinois,,2021-03-15,22.19
Illinois,,2021-03-16,22.54
Illinois,,2021-03-17,22.96
Illinois,,2021-03-18,23.54
Illinois,,2021-03-19,24.03
Illinois,,2021-03-20,24.84
Illinois,,2021-03-21,25.58
Illinois,,2021-03-22,26.1
Illinois,,2021-03-23,26.37
Illinois,,2021-03-24,26.83
Illinois,,2021-03-25,27.47
Illinois,,2021-03-26,28.23
Illinois,,2021-03-27,28.97
Illinois,,2021-03-28,29.7
Illinois,,2021-03-29,30.24
Illinois,,2021-03-30,30.51
Illinois,,2021-03-31,31.01
Illinois,,2021-04-01,31.76
Illinois,,2021-04-02,32.43
Illinois,,2021-04-03,33.21
Illinois,,2021-04-04,33.96
Illinois,,2021-04-05,34.49
Illinois,,2021-04-06,34.61
Illinois,,2021-04-07,35.05
Illinois,,2021-04-08,35.75
Illinois,,2021-04-09,36.56
Illinois,,2021-04-10,37.35
Illinois,,2021-04-11,38.09
Illinois,,2021-04-12,38.75
Illinois,,2021-04-13,39.08
Illinois,,2021-04-14,39.17
Illinois,,2021-04-15,39.78
Illinois,,2021-04-16,40.36
Illinois,,2021-04-17,41.06
Illinois,,2021-04-18,41.7
Illinois,,2021-04-19,42.18
Illinois,,2021-04-20,42.44
Illinois,,2021-04-21,42.73
Illinois,,2021-04-22,43.3
Illinois,,2021-04-23,43.81
Illinois,,2021-04-24,44.34
Illinois,,2021-04-25,44.82
Illinois,,2021-04-26,45.11
Illinois,,2021-04-27,45.36
Illinois,,2021-04-28,45.68
Illinois,,2021-04-29,46.06
Illinois,,2021-04-30,46.43
Illinois,,2021-05-01,46.87
Illinois,,2021-05-02,47.19
Illinois,,2021-05-03,47.37
Illinois,,2021-05-04,47.45
Illinois,,2021-05-05,47.6
Illinois,,2021-05-06,47.93
Illinois,,2021-05-07,48.23
Illinois,,2021-05-08,48.49
Illinois,,2021-05-09,48.8
Illinois,,2021-05-10,49.09
Illinois,,2021-05-11,49.33
Illinois,,2021-05-12,49.53
Illinois,,2021-05-13,49.75
Illinois,,2021-05-14,49.95
Illinois,,2021-05-15,50.23
Illinois,,2021-05-16,50.69
Illinois,,2021-05-17,50.98
Illinois,,2021-05-18,51.13
Illinois,,2021-05-19,51.29
Illinois,,2021-05-20,51.7
Illinois,,2021-05-21,52.11
Illinois,,2021-05-22,52.71
Illinois,,2021-05-23,53.03
Illinois,,2021-05-24,53.32
Illinois,,2021-05-25,53.51
Illinois,,2021-05-26,53.74
Illinois,,2021-05-27,54.01
Illinois,,2021-05-28,54.02
Illinois,,2021-05-29,54.61
Illinois,,2021-05-30,54.84
Illinois,,2021-06-01,55.14
Illinois,,2021-06-02,55.22
Illinois,,2021-06-03,55.33
Illinois,,2021-06-04,55.49
Illinois,,2021-06-05,55.72
Illinois,,2021-06-06,55.73
Illinois,,2021-06-07,56.12
Illinois,,2021-06-08,56.24
Illinois,,2021-06-09,56.4
Illinois,,2021-06-10,56.58
Illinois,,2021-06-11,56.59
Illinois,,2021-06-12,56.82
Illinois,,2021-06-13,56.96
Illinois,,2021-06-14,57.19
Illinois,,2021-06-15,57.34
Illinois,,2021-06-16,57.34
Illinois,,2021-06-17,57.76
Illinois,,2021-06-18,57.9
Illinois,,2021-06-19,58.09
Illinois,,2021-06-20,58.17
Illinois,,2021-06-21,58.32
Illinois,,2021-06-22,58.38
Indian Health Svc,,2021-02-17,13.88
Indian Health Svc,,2021-02-18,14.24
Indian Health Svc,,2021-02-19,14.06
Indian Health Svc,,2021-02-20,14.19
Indian Health Svc,,2021-02-21,14.64
Indian Health Svc,,2021-02-22,15.09
Indian Health Svc,,2021-02-23,15.52
Indian Health Svc,,2021-02-24,15.91
Indian Health Svc,,2021-02-25,16.47
Indian Health Svc,,2021-02-26,17.2
Indian Health Svc,,2021-02-27,17.77
Indian Health Svc,,2021-02-28,18.27
Indian Health Svc,,2021-03-01,18.66
Indian Health Svc,,2021-03-02,18.85
Indian Health Svc,,2021-03-03,19.11
Indian Health Svc,,2021-03-04,19.55
Indian Health Svc,,2021-03-05,20
Indian Health Svc,,2021-03-06,20.52
Indian Health Svc,,2021-03-07,20.88
Indian Health Svc,,2021-03-08,21.12
Indian Health Svc,,2021-03-09,21.23
Indian Health Svc,,2021-03-10,21.57
Indian Health Svc,,2021-03-11,21.95
Indian Health Svc,,2021-03-12,22.41
Indian Health Svc,,2021-03-13,22.86
Indian Health Svc,,2021-03-14,23.15
Indian Health Svc,,2021-03-15,23.43
Indian Health Svc,,2021-03-16,23.7
Indian Health Svc,,2021-03-17,24.12
Indian Health Svc,,2021-03-18,24.65
Indian Health Svc,,2021-03-19,25.1
Indian Health Svc,,2021-03-20,25.51
Indian Health Svc,,2021-03-21,25.95
Indian Health Svc,,2021-03-22,26.15
Indian Health Svc,,2021-03-23,26.26
Indian Health Svc,,2021-03-24,26.71
Indian Health Svc,,2021-03-25,26.98
Indian Health Svc,,2021-03-26,27.46
Indian Health Svc,,2021-03-27,27.81
Indian Health Svc,,2021-03-28,28.29
Indian Health Svc,,2021-03-29,28.42
Indian Health Svc,,2021-03-30,28.5
Indian Health Svc,,2021-03-31,28.93
Indian Health Svc,,2021-04-01,29.29
Indian Health Svc,,2021-04-02,29.65
Indian Health Svc,,2021-04-03,29.94
Indian Health Svc,,2021-04-04,30.27
Indian Health Svc,,2021-04-05,30.3
Indian Health Svc,,2021-04-06,30.36
Indian Health Svc,,2021-04-07,30.6
Indian Health Svc,,2021-04-08,30.91
Indian Health Svc,,2021-04-09,31.16
Indian Health Svc,,2021-04-10,31.41
Indian Health Svc,,2021-04-11,31.56
Indian Health Svc,,2021-04-12,31.65
Indian Health Svc,,2021-04-13,31.76
Indian Health Svc,,2021-04-14,32
Indian Health Svc,,2021-04-15,32.24
Indian Health Svc,,2021-04-16,32.44
Indian Health Svc,,2021-04-17,32.73
Indian Health Svc,,2021-04-18,32.89
Indian Health Svc,,2021-04-19,32.92
Indian Health Svc,,2021-04-20,32.98
Indian Health Svc,,2021-04-21,33.16
Indian Health Svc,,2021-04-22,33.32
Indian Health Svc,,2021-04-23,33.52
Indian Health Svc,,2021-04-24,33.7
Indian Health Svc,,2021-04-25,33.86
Indian Health Svc,,2021-04-26,33.9
Indian Health Svc,,2021-04-27,33.94
Indian Health Svc,,2021-04-28,34.07
Indian Health Svc,,2021-04-29,34.2
Indian Health Svc,,2021-04-30,34.31
Indian Health Svc,,2021-05-01,34.53
Indian Health Svc,,2021-05-02,34.63
Indian Health Svc,,2021-05-03,34.64
Indian Health Svc,,2021-05-04,34.66
Indian Health Svc,,2021-05-05,34.72
Indian Health Svc,,2021-05-06,34.87
Indian Health Svc,,2021-05-07,34.96
Indian Health Svc,,2021-05-08,35.05
Indian Health Svc,,2021-05-09,35.13
Indian Health Svc,,2021-05-10,35.14
Indian Health Svc,,2021-05-11,35.16
Indian Health Svc,,2021-05-12,35.19
Indian Health Svc,,2021-05-13,35.3
Indian Health Svc,,2021-05-14,35.37
Indian Health Svc,,2021-05-15,35.49
Indian Health Svc,,2021-05-16,35.63
Indian Health Svc,,2021-05-17,35.67
Indian Health Svc,,2021-05-18,35.69
Indian Health Svc,,2021-05-19,35.72
Indian Health Svc,,2021-05-20,35.97
Indian Health Svc,,2021-05-21,36.09
Indian Health Svc,,2021-05-22,36.25
Indian Health Svc,,2021-05-23,36.39
Indian Health Svc,,2021-05-24,36.43
Indian Health Svc,,2021-05-25,36.46
Indian Health Svc,,2021-05-26,36.58
Indian Health Svc,,2021-05-27,36.69
Indian Health Svc,,2021-05-28,36.8
Indian Health Svc,,2021-05-29,36.91
Indian Health Svc,,2021-05-30,36.98
Indian Health Svc,,2021-06-01,36.99
Indian Health Svc,,2021-06-02,37.01
Indian Health Svc,,2021-06-03,37.08
Indian Health Svc,,2021-06-04,37.19
Indian Health Svc,,2021-06-05,37.28
Indian Health Svc,,2021-06-06,37.29
Indian Health Svc,,2021-06-07,37.37
Indian Health Svc,,2021-06-08,37.4
Indian Health Svc,,2021-06-09,37.49
Indian Health Svc,,2021-06-10,37.55
Indian Health Svc,,2021-06-11,37.56
Indian Health Svc,,2021-06-12,37.65
Indian Health Svc,,2021-06-13,37.72
Indian Health Svc,,2021-06-14,37.79
Indian Health Svc,,2021-06-15,37.81
Indian Health Svc,,2021-06-16,37.82
Indian Health Svc,,2021-06-17,37.93
Indian Health Svc,,2021-06-18,37.99
Indian Health Svc,,2021-06-19,38.05
Indian Health Svc,,2021-06-20,38.1
Indian Health Svc,,2021-06-21,38.1
Indian Health Svc,,2021-06-22,38.1
Indiana,,2021-01-12,1.7
Indiana,,2021-01-13,1.87
Indiana,,2021-01-14,3.03
Indiana,,2021-01-15,3.31
Indiana,,2021-01-19,4.22
Indiana,,2021-01-20,4.42
Indiana,,2021-01-21,4.76
Indiana,,2021-01-22,5.05
Indiana,,2021-01-23,5.47
Indiana,,2021-01-24,5.47
Indiana,,2021-01-25,6.06
Indiana,,2021-01-26,6.15
Indiana,,2021-01-27,6.43
Indiana,,2021-01-28,6.75
Indiana,,2021-01-29,7.07
Indiana,,2021-01-30,7.36
Indiana,,2021-01-31,7.36
Indiana,,2021-02-01,7.36
Indiana,,2021-02-02,7.42
Indiana,,2021-02-03,7.68
Indiana,,2021-02-04,8.04
Indiana,,2021-02-05,8.44
Indiana,,2021-02-06,8.81
Indiana,,2021-02-07,8.81
Indiana,,2021-02-08,8.81
Indiana,,2021-02-09,8.89
Indiana,,2021-02-10,9.18
Indiana,,2021-02-11,9.46
Indiana,,2021-02-12,9.8
Indiana,,2021-02-13,11.14
Indiana,,2021-02-14,11.44
Indiana,,2021-02-16,11.69
Indiana,,2021-02-17,11.85
Indiana,,2021-02-18,11.94
Indiana,,2021-02-19,12.5
Indiana,,2021-02-20,12.76
Indiana,,2021-02-21,12.98
Indiana,,2021-02-22,13.14
Indiana,,2021-02-23,13.19
Indiana,,2021-02-24,13.54
Indiana,,2021-02-25,14.05
Indiana,,2021-02-26,14.35
Indiana,,2021-02-27,14.67
Indiana,,2021-02-28,14.92
Indiana,,2021-03-01,15.09
Indiana,,2021-03-02,15.17
Indiana,,2021-03-03,15.39
Indiana,,2021-03-04,15.65
Indiana,,2021-03-05,16.03
Indiana,,2021-03-06,16.44
Indiana,,2021-03-07,16.79
Indiana,,2021-03-08,17.12
Indiana,,2021-03-09,17.26
Indiana,,2021-03-10,17.63
Indiana,,2021-03-11,18.01
Indiana,,2021-03-12,18.42
Indiana,,2021-03-13,19.28
Indiana,,2021-03-14,19.28
Indiana,,2021-03-15,19.58
Indiana,,2021-03-16,19.66
Indiana,,2021-03-17,19.98
Indiana,,2021-03-18,20.42
Indiana,,2021-03-19,20.9
Indiana,,2021-03-20,21.4
Indiana,,2021-03-21,21.82
Indiana,,2021-03-22,22.12
Indiana,,2021-03-23,22.21
Indiana,,2021-03-24,22.61
Indiana,,2021-03-25,23.1
Indiana,,2021-03-26,23.61
Indiana,,2021-03-27,24.14
Indiana,,2021-03-28,24.54
Indiana,,2021-03-29,24.86
Indiana,,2021-03-30,24.93
Indiana,,2021-03-31,25.27
Indiana,,2021-04-01,25.75
Indiana,,2021-04-02,26.31
Indiana,,2021-04-03,26.95
Indiana,,2021-04-04,27.36
Indiana,,2021-04-05,27.68
Indiana,,2021-04-06,27.74
Indiana,,2021-04-07,28.12
Indiana,,2021-04-08,28.7
Indiana,,2021-04-09,29.36
Indiana,,2021-04-10,30.01
Indiana,,2021-04-11,30.59
Indiana,,2021-04-12,31.08
Indiana,,2021-04-13,31.27
Indiana,,2021-04-14,31.33
Indiana,,2021-04-15,31.88
Indiana,,2021-04-16,32.39
Indiana,,2021-04-17,32.82
Indiana,,2021-04-18,33.2
Indiana,,2021-04-19,33.41
Indiana,,2021-04-20,33.52
Indiana,,2021-04-21,33.76
Indiana,,2021-04-22,34.07
Indiana,,2021-04-23,34.37
Indiana,,2021-04-24,34.67
Indiana,,2021-04-25,34.92
Indiana,,2021-04-26,35.13
Indiana,,2021-04-27,35.26
Indiana,,2021-04-28,35.5
Indiana,,2021-04-29,35.74
Indiana,,2021-04-30,36.01
Indiana,,2021-05-01,36.37
Indiana,,2021-05-02,36.63
Indiana,,2021-05-03,36.72
Indiana,,2021-05-04,36.74
Indiana,,2021-05-05,36.91
Indiana,,2021-05-06,37.15
Indiana,,2021-05-07,37.47
Indiana,,2021-05-08,37.7
Indiana,,2021-05-09,37.92
Indiana,,2021-05-10,38.11
Indiana,,2021-05-11,38.25
Indiana,,2021-05-12,38.4
Indiana,,2021-05-13,38.6
Indiana,,2021-05-14,38.77
Indiana,,2021-05-15,39
Indiana,,2021-05-16,39.23
Indiana,,2021-05-17,39.41
