Entity,Code,Day,total_distributed
Alabama,,2021-01-12,377025
Alabama,,2021-01-13,378975
Alabama,,2021-01-14,435350
Alabama,,2021-01-15,444650
Alabama,,2021-01-19,444650
Alabama,,2021-01-20,483275
Alabama,,2021-01-21,493125
Alabama,,2021-01-22,519525
Alabama,,2021-01-23,521225
Alabama,,2021-01-24,521225
Alabama,,2021-01-25,521225
Alabama,,2021-01-26,569000
Alabama,,2021-01-27,634000
Alabama,,2021-01-28,655275
Alabama,,2021-01-29,659400
Alabama,,2021-01-30,659400
Alabama,,2021-01-31,659400
Alabama,,2021-02-01,659400
Alabama,,2021-02-02,680550
Alabama,,2021-02-03,765150
Alabama,,2021-02-04,799675
Alabama,,2021-02-05,799875
Alabama,,2021-02-06,804100
Alabama,,2021-02-07,804100
Alabama,,2021-02-08,804100
Alabama,,2021-02-09,823600
Alabama,,2021-02-10,861175
Alabama,,2021-02-11,911875
Alabama,,2021-02-12,936200
Alabama,,2021-02-13,963600
Alabama,,2021-02-14,965550
Alabama,,2021-02-16,1015775
Alabama,,2021-02-17,1032175
Alabama,,2021-02-18,1032175
Alabama,,2021-02-19,1077600
Alabama,,2021-02-20,1078800
Alabama,,2021-02-21,1082100
Alabama,,2021-02-22,1082100
Alabama,,2021-02-23,1084440
Alabama,,2021-02-24,1138650
Alabama,,2021-02-25,1170120
Alabama,,2021-02-26,1380380
Alabama,,2021-02-27,1402180
Alabama,,2021-02-28,1402280
Alabama,,2021-03-01,1402280
Alabama,,2021-03-02,1461320
Alabama,,2021-03-03,1469100
Alabama,,2021-03-04,1530470
Alabama,,2021-03-05,1556460
Alabama,,2021-03-06,1628350
Alabama,,2021-03-07,1628350
Alabama,,2021-03-08,1628350
Alabama,,2021-03-09,1689050
Alabama,,2021-03-10,1775660
Alabama,,2021-03-11,1816230
Alabama,,2021-03-12,1838400
Alabama,,2021-03-13,1918560
Alabama,,2021-03-14,1918560
Alabama,,2021-03-15,1918560
Alabama,,2021-03-16,2004160
Alabama,,2021-03-17,2080870
Alabama,,2021-03-18,2118650
Alabama,,2021-03-19,2141210
Alabama,,2021-03-20,2177880
Alabama,,2021-03-21,2177880
Alabama,,2021-03-22,2177880
Alabama,,2021-03-23,2275030
Alabama,,2021-03-24,2403720
Alabama,,2021-03-25,2459980
Alabama,,2021-03-26,2497410
Alabama,,2021-03-27,2535880
Alabama,,2021-03-28,2537050
Alabama,,2021-03-29,2537050
Alabama,,2021-03-30,2722700
Alabama,,2021-03-31,2796630
Alabama,,2021-04-01,2839540
Alabama,,2021-04-02,2872410
Alabama,,2021-04-03,2891780
Alabama,,2021-04-04,2892950
Alabama,,2021-04-05,2892950
Alabama,,2021-04-06,3106870
Alabama,,2021-04-07,3149910
Alabama,,2021-04-08,3170520
Alabama,,2021-04-09,3248260
Alabama,,2021-04-10,3278980
Alabama,,2021-04-11,3278980
Alabama,,2021-04-12,3278980
Alabama,,2021-04-13,3358930
Alabama,,2021-04-14,3493380
Alabama,,2021-04-15,3516420
Alabama,,2021-04-16,3531670
Alabama,,2021-04-17,3664640
Alabama,,2021-04-18,3664740
Alabama,,2021-04-19,3664740
Alabama,,2021-04-20,3761730
Alabama,,2021-04-21,3796070
Alabama,,2021-04-22,3825010
Alabama,,2021-04-23,3898820
Alabama,,2021-04-24,3960530
Alabama,,2021-04-25,3960530
Alabama,,2021-04-26,3960530
Alabama,,2021-04-27,4009430
Alabama,,2021-04-28,4033570
Alabama,,2021-04-29,4042070
Alabama,,2021-04-30,4088030
Alabama,,2021-05-01,4130550
Alabama,,2021-05-02,4130550
Alabama,,2021-05-03,4130550
Alabama,,2021-05-04,4145390
Alabama,,2021-05-05,4187860
Alabama,,2021-05-06,4225140
Alabama,,2021-05-07,4241420
Alabama,,2021-05-08,4277330
Alabama,,2021-05-09,4277330
Alabama,,2021-05-10,4277330
Alabama,,2021-05-11,4295160
Alabama,,2021-05-12,4311320
Alabama,,2021-05-13,4322400
Alabama,,2021-05-14,4348790
Alabama,,2021-05-15,4373130
Alabama,,2021-05-16,4373130
Alabama,,2021-05-17,4373130
Alabama,,2021-05-18,4389040
Alabama,,2021-05-19,4393980
Alabama,,2021-05-20,4415280
Alabama,,2021-05-21,4449370
Alabama,,2021-05-22,4476640
Alabama,,2021-05-23,4476640
Alabama,,2021-05-24,4476640
Alabama,,2021-05-25,4484660
Alabama,,2021-05-26,4501400
Alabama,,2021-05-27,4520480
Alabama,,2021-05-28,4523700
Alabama,,2021-05-29,4578590
Alabama,,2021-05-30,4578590
Alabama,,2021-06-01,4578590
Alabama,,2021-06-02,4583270
Alabama,,2021-06-03,4597950
Alabama,,2021-06-04,4606930
Alabama,,2021-06-05,4637330
Alabama,,2021-06-06,4637330
Alabama,,2021-06-07,4637330
Alabama,,2021-06-08,4646130
Alabama,,2021-06-09,4646550
Alabama,,2021-06-10,4648150
Alabama,,2021-06-11,4658570
Alabama,,2021-06-12,4678220
Alabama,,2021-06-13,4678220
Alabama,,2021-06-14,4678220
Alabama,,2021-06-15,4686280
Alabama,,2021-06-16,4692070
Alabama,,2021-06-17,4726010
Alabama,,2021-06-18,4734100
Alabama,,2021-06-19,4758560
Alabama,,2021-06-20,4758560
Alabama,,2021-06-21,4758560
Alabama,,2021-06-22,4759120
Alaska,,2021-01-12,141600
Alaska,,2021-01-13,149475
Alaska,,2021-01-14,150450
Alaska,,2021-01-15,150450
Alaska,,2021-01-19,150450
Alaska,,2021-01-20,150350
Alaska,,2021-01-21,154325
Alaska,,2021-01-22,155500
Alaska,,2021-01-23,155700
Alaska,,2021-01-24,155700
Alaska,,2021-01-25,155700
Alaska,,2021-01-26,162925
Alaska,,2021-01-27,170575
Alaska,,2021-01-28,178075
Alaska,,2021-01-29,192350
Alaska,,2021-01-30,193150
Alaska,,2021-01-31,193150
Alaska,,2021-02-01,193150
Alaska,,2021-02-02,196975
Alaska,,2021-02-03,229975
Alaska,,2021-02-04,240325
Alaska,,2021-02-05,245700
Alaska,,2021-02-06,248500
Alaska,,2021-02-07,248500
Alaska,,2021-02-08,248500
Alaska,,2021-02-09,256900
Alaska,,2021-02-10,260300
Alaska,,2021-02-11,270250
Alaska,,2021-02-12,271350
Alaska,,2021-02-13,271550
Alaska,,2021-02-14,271550
Alaska,,2021-02-16,271550
Alaska,,2021-02-17,271550
Alaska,,2021-02-18,271550
Alaska,,2021-02-19,299935
Alaska,,2021-02-20,299935
Alaska,,2021-02-21,299935
Alaska,,2021-02-22,299935
Alaska,,2021-02-23,304875
Alaska,,2021-02-24,315765
Alaska,,2021-02-25,319265
Alaska,,2021-02-26,332415
Alaska,,2021-02-27,342535
Alaska,,2021-02-28,342535
Alaska,,2021-03-01,342535
Alaska,,2021-03-02,372725
Alaska,,2021-03-03,399225
Alaska,,2021-03-04,409125
Alaska,,2021-03-05,421375
Alaska,,2021-03-06,426715
Alaska,,2021-03-07,426715
Alaska,,2021-03-08,426715
Alaska,,2021-03-09,430685
Alaska,,2021-03-10,445125
Alaska,,2021-03-11,462875
Alaska,,2021-03-12,470325
Alaska,,2021-03-13,472395
Alaska,,2021-03-14,472395
Alaska,,2021-03-15,472395
Alaska,,2021-03-16,484795
Alaska,,2021-03-17,499625
Alaska,,2021-03-18,509025
Alaska,,2021-03-19,514835
Alaska,,2021-03-20,520685
Alaska,,2021-03-21,520685
Alaska,,2021-03-22,520685
Alaska,,2021-03-23,529765
Alaska,,2021-03-24,540815
Alaska,,2021-03-25,549315
Alaska,,2021-03-26,568125
Alaska,,2021-03-27,570465
Alaska,,2021-03-28,570465
Alaska,,2021-03-29,570465
Alaska,,2021-03-30,572905
Alaska,,2021-03-31,601225
Alaska,,2021-04-01,615825
Alaska,,2021-04-02,629315
Alaska,,2021-04-03,636665
Alaska,,2021-04-04,636665
Alaska,,2021-04-05,636665
Alaska,,2021-04-06,658125
Alaska,,2021-04-07,684095
Alaska,,2021-04-08,692995
Alaska,,2021-04-09,703015
Alaska,,2021-04-10,706185
Alaska,,2021-04-11,706185
Alaska,,2021-04-12,706185
Alaska,,2021-04-13,717325
Alaska,,2021-04-14,722835
Alaska,,2021-04-15,729305
Alaska,,2021-04-16,735675
Alaska,,2021-04-17,746705
Alaska,,2021-04-18,746705
Alaska,,2021-04-19,746705
Alaska,,2021-04-20,746805
Alaska,,2021-04-21,749605
Alaska,,2021-04-22,751205
Alaska,,2021-04-23,756585
Alaska,,2021-04-24,759125
Alaska,,2021-04-25,759125
Alaska,,2021-04-26,759125
Alaska,,2021-04-27,760525
Alaska,,2021-04-28,765635
Alaska,,2021-04-29,768205
Alaska,,2021-04-30,769205
Alaska,,2021-05-01,769205
Alaska,,2021-05-02,769205
Alaska,,2021-05-03,769205
Alaska,,2021-05-04,772405
Alaska,,2021-05-05,774305
Alaska,,2021-05-06,776005
Alaska,,2021-05-07,777445
Alaska,,2021-05-08,777945
Alaska,,2021-05-09,777945
Alaska,,2021-05-10,777945
Alaska,,2021-05-11,781245
Alaska,,2021-05-12,790295
Alaska,,2021-05-13,790995
Alaska,,2021-05-14,792055
Alaska,,2021-05-15,792755
Alaska,,2021-05-16,792755
Alaska,,2021-05-17,792755
Alaska,,2021-05-18,794195
Alaska,,2021-05-19,797805
Alaska,,2021-05-20,799005
Alaska,,2021-05-21,801405
Alaska,,2021-05-22,802575
Alaska,,2021-05-23,802575
Alaska,,2021-05-24,802575
Alaska,,2021-05-25,805355
Alaska,,2021-05-26,805355
Alaska,,2021-05-27,805955
Alaska,,2021-05-28,806055
Alaska,,2021-05-29,806335
Alaska,,2021-05-30,806335
Alaska,,2021-06-01,806335
Alaska,,2021-06-02,806335
Alaska,,2021-06-03,810945
Alaska,,2021-06-04,811285
Alaska,,2021-06-05,814795
Alaska,,2021-06-06,814795
Alaska,,2021-06-07,814795
Alaska,,2021-06-08,819105
Alaska,,2021-06-09,819205
Alaska,,2021-06-10,819205
Alaska,,2021-06-11,819725
Alaska,,2021-06-12,819965
Alaska,,2021-06-13,819965
Alaska,,2021-06-14,819965
Alaska,,2021-06-15,822445
Alaska,,2021-06-16,822845
Alaska,,2021-06-17,824965
Alaska,,2021-06-18,825625
Alaska,,2021-06-19,825625
Alaska,,2021-06-20,825625
Alaska,,2021-06-21,825625
Alaska,,2021-06-22,828205
American Samoa,ASM,2021-01-12,10650
American Samoa,ASM,2021-01-13,10650
American Samoa,ASM,2021-01-14,10650
American Samoa,ASM,2021-01-15,18450
American Samoa,ASM,2021-01-19,18450
American Samoa,ASM,2021-01-20,18450
American Samoa,ASM,2021-01-21,18450
American Samoa,ASM,2021-01-22,18450
American Samoa,ASM,2021-01-23,18450
American Samoa,ASM,2021-01-24,18450
American Samoa,ASM,2021-01-25,18450
American Samoa,ASM,2021-01-26,18450
American Samoa,ASM,2021-01-27,18450
American Samoa,ASM,2021-01-28,18450
American Samoa,ASM,2021-01-29,18450
American Samoa,ASM,2021-01-30,18450
American Samoa,ASM,2021-01-31,18450
American Samoa,ASM,2021-02-01,18450
American Samoa,ASM,2021-02-02,18450
American Samoa,ASM,2021-02-03,18450
American Samoa,ASM,2021-02-04,29450
American Samoa,ASM,2021-02-05,29450
American Samoa,ASM,2021-02-06,29450
American Samoa,ASM,2021-02-07,29450
American Samoa,ASM,2021-02-08,29450
American Samoa,ASM,2021-02-09,29450
American Samoa,ASM,2021-02-10,29450
American Samoa,ASM,2021-02-11,29450
American Samoa,ASM,2021-02-12,29450
American Samoa,ASM,2021-02-13,29450
American Samoa,ASM,2021-02-14,29450
American Samoa,ASM,2021-02-16,29450
American Samoa,ASM,2021-02-17,29450
American Samoa,ASM,2021-02-18,29450
American Samoa,ASM,2021-02-19,29450
American Samoa,ASM,2021-02-20,29450
American Samoa,ASM,2021-02-21,29450
American Samoa,ASM,2021-02-22,29450
American Samoa,ASM,2021-02-23,29450
American Samoa,ASM,2021-02-24,29450
American Samoa,ASM,2021-02-25,29450
American Samoa,ASM,2021-02-26,29450
American Samoa,ASM,2021-02-27,29450
American Samoa,ASM,2021-02-28,29450
American Samoa,ASM,2021-03-01,29450
American Samoa,ASM,2021-03-02,29450
American Samoa,ASM,2021-03-03,29450
American Samoa,ASM,2021-03-04,38810
American Samoa,ASM,2021-03-05,43210
American Samoa,ASM,2021-03-06,43210
American Samoa,ASM,2021-03-07,43210
American Samoa,ASM,2021-03-08,43210
American Samoa,ASM,2021-03-09,43210
American Samoa,ASM,2021-03-10,43210
American Samoa,ASM,2021-03-11,43210
American Samoa,ASM,2021-03-12,43210
American Samoa,ASM,2021-03-13,43210
American Samoa,ASM,2021-03-14,43210
American Samoa,ASM,2021-03-15,43210
American Samoa,ASM,2021-03-16,43210
American Samoa,ASM,2021-03-17,43210
American Samoa,ASM,2021-03-18,43210
American Samoa,ASM,2021-03-19,43210
American Samoa,ASM,2021-03-20,43210
American Samoa,ASM,2021-03-21,43210
American Samoa,ASM,2021-03-22,43210
American Samoa,ASM,2021-03-23,43210
American Samoa,ASM,2021-03-24,43210
American Samoa,ASM,2021-03-25,43810
American Samoa,ASM,2021-03-26,43810
American Samoa,ASM,2021-03-27,43810
American Samoa,ASM,2021-03-28,43810
American Samoa,ASM,2021-03-29,43810
American Samoa,ASM,2021-03-30,43810
American Samoa,ASM,2021-03-31,43810
American Samoa,ASM,2021-04-01,43810
American Samoa,ASM,2021-04-02,43810
American Samoa,ASM,2021-04-03,43810
American Samoa,ASM,2021-04-04,43810
American Samoa,ASM,2021-04-05,43810
American Samoa,ASM,2021-04-06,43810
American Samoa,ASM,2021-04-07,43810
American Samoa,ASM,2021-04-08,43810
American Samoa,ASM,2021-04-09,43810
American Samoa,ASM,2021-04-10,43810
American Samoa,ASM,2021-04-11,43810
American Samoa,ASM,2021-04-12,43810
American Samoa,ASM,2021-04-13,43810
American Samoa,ASM,2021-04-14,43810
American Samoa,ASM,2021-04-15,43810
American Samoa,ASM,2021-04-16,43810
American Samoa,ASM,2021-04-17,43810
American Samoa,ASM,2021-04-18,43810
American Samoa,ASM,2021-04-19,43810
American Samoa,ASM,2021-04-20,43810
American Samoa,ASM,2021-04-21,43810
American Samoa,ASM,2021-04-22,43810
American Samoa,ASM,2021-04-23,47010
American Samoa,ASM,2021-04-24,47010
American Samoa,ASM,2021-04-25,47010
American Samoa,ASM,2021-04-26,47010
American Samoa,ASM,2021-04-27,47010
American Samoa,ASM,2021-04-28,47010
American Samoa,ASM,2021-04-29,54030
American Samoa,ASM,2021-04-30,54030
American Samoa,ASM,2021-05-01,54030
American Samoa,ASM,2021-05-02,54030
American Samoa,ASM,2021-05-03,54030
American Samoa,ASM,2021-05-04,54030
American Samoa,ASM,2021-05-05,54030
American Samoa,ASM,2021-05-06,54030
American Samoa,ASM,2021-05-07,54030
American Samoa,ASM,2021-05-08,54030
American Samoa,ASM,2021-05-09,54030
American Samoa,ASM,2021-05-10,54030
American Samoa,ASM,2021-05-11,54030
American Samoa,ASM,2021-05-12,54030
American Samoa,ASM,2021-05-13,54030
American Samoa,ASM,2021-05-14,54030
American Samoa,ASM,2021-05-15,54030
American Samoa,ASM,2021-05-16,54030
American Samoa,ASM,2021-05-17,54030
American Samoa,ASM,2021-05-18,54030
American Samoa,ASM,2021-05-19,54030
American Samoa,ASM,2021-05-20,54030
American Samoa,ASM,2021-05-21,54030
American Samoa,ASM,2021-05-22,54030
American Samoa,ASM,2021-05-23,54030
American Samoa,ASM,2021-05-24,54030
American Samoa,ASM,2021-05-25,54030
American Samoa,ASM,2021-05-26,54030
American Samoa,ASM,2021-05-27,54030
American Samoa,ASM,2021-05-28,54030
American Samoa,ASM,2021-05-29,54030
American Samoa,ASM,2021-05-30,54030
American Samoa,ASM,2021-06-01,54030
American Samoa,ASM,2021-06-02,54030
American Samoa,ASM,2021-06-03,54030
American Samoa,ASM,2021-06-04,54030
American Samoa,ASM,2021-06-05,54030
American Samoa,ASM,2021-06-06,54030
American Samoa,ASM,2021-06-07,54030
American Samoa,ASM,2021-06-08,54030
American Samoa,ASM,2021-06-09,54030
American Samoa,ASM,2021-06-10,54030
American Samoa,ASM,2021-06-11,54030
American Samoa,ASM,2021-06-12,54030
American Samoa,ASM,2021-06-13,54030
American Samoa,ASM,2021-06-14,54030
American Samoa,ASM,2021-06-15,54030
American Samoa,ASM,2021-06-16,54030
American Samoa,ASM,2021-06-17,54030
American Samoa,ASM,2021-06-18,54030
American Samoa,ASM,2021-06-19,54030
American Samoa,ASM,2021-06-20,54030
American Samoa,ASM,2021-06-21,54030
American Samoa,ASM,2021-06-22,54030
Arizona,,2021-01-12,563025
Arizona,,2021-01-13,569525
Arizona,,2021-01-14,570625
Arizona,,2021-01-15,571725
Arizona,,2021-01-19,571725
Arizona,,2021-01-20,752250
Arizona,,2021-01-21,797550
Arizona,,2021-01-22,822050
Arizona,,2021-01-23,829500
Arizona,,2021-01-24,829500
Arizona,,2021-01-25,829500
Arizona,,2021-01-26,837200
Arizona,,2021-01-27,990000
Arizona,,2021-01-28,1011375
Arizona,,2021-01-29,1012275
Arizona,,2021-01-30,1013375
Arizona,,2021-01-31,1013375
Arizona,,2021-02-01,1013375
Arizona,,2021-02-02,1082050
Arizona,,2021-02-03,1181000
Arizona,,2021-02-04,1185700
Arizona,,2021-02-05,1186000
Arizona,,2021-02-06,1186000
Arizona,,2021-02-07,1186000
Arizona,,2021-02-08,1186000
Arizona,,2021-02-09,1265950
Arizona,,2021-02-10,1370175
Arizona,,2021-02-11,1391475
Arizona,,2021-02-12,1393475
Arizona,,2021-02-13,1393475
Arizona,,2021-02-14,1393575
Arizona,,2021-02-16,1396475
Arizona,,2021-02-17,1396475
Arizona,,2021-02-18,1396475
Arizona,,2021-02-19,1679175
Arizona,,2021-02-20,1688255
Arizona,,2021-02-21,1688255
Arizona,,2021-02-22,1688255
Arizona,,2021-02-23,1755635
Arizona,,2021-02-24,1977925
Arizona,,2021-02-25,2064265
Arizona,,2021-02-26,2143135
Arizona,,2021-02-27,2148015
Arizona,,2021-02-28,2148015
Arizona,,2021-03-01,2148015
Arizona,,2021-03-02,2244885
Arizona,,2021-03-03,2392275
Arizona,,2021-03-04,2453985
Arizona,,2021-03-05,2598435
Arizona,,2021-03-06,2623735
Arizona,,2021-03-07,2623735
Arizona,,2021-03-08,2623735
Arizona,,2021-03-09,2638855
Arizona,,2021-03-10,2887485
Arizona,,2021-03-11,2909125
Arizona,,2021-03-12,3000645
Arizona,,2021-03-13,3024585
Arizona,,2021-03-14,3024585
Arizona,,2021-03-15,3024585
Arizona,,2021-03-16,3137385
Arizona,,2021-03-17,3299085
Arizona,,2021-03-18,3325025
Arizona,,2021-03-19,3444465
Arizona,,2021-03-20,3461245
Arizona,,2021-03-21,3461245
Arizona,,2021-03-22,3461245
Arizona,,2021-03-23,3584605
Arizona,,2021-03-24,3734465
Arizona,,2021-03-25,3797605
Arizona,,2021-03-26,3940655
Arizona,,2021-03-27,3970345
Arizona,,2021-03-28,3970345
Arizona,,2021-03-29,3970345
Arizona,,2021-03-30,4153635
Arizona,,2021-03-31,4304045
Arizona,,2021-04-01,4365955
Arizona,,2021-04-02,4518235
Arizona,,2021-04-03,4538885
Arizona,,2021-04-04,4538885
Arizona,,2021-04-05,4538885
Arizona,,2021-04-06,4762745
Arizona,,2021-04-07,4911345
Arizona,,2021-04-08,4958025
Arizona,,2021-04-09,5127405
Arizona,,2021-04-10,5161045
Arizona,,2021-04-11,5161045
Arizona,,2021-04-12,5161045
Arizona,,2021-04-13,5292185
Arizona,,2021-04-14,5444665
Arizona,,2021-04-15,5476875
Arizona,,2021-04-16,5627335
Arizona,,2021-04-17,5732985
Arizona,,2021-04-18,5738495
Arizona,,2021-04-19,5738495
Arizona,,2021-04-20,5872195
Arizona,,2021-04-21,6028435
Arizona,,2021-04-22,6070975
Arizona,,2021-04-23,6236505
Arizona,,2021-04-24,6285415
Arizona,,2021-04-25,6285415
Arizona,,2021-04-26,6285415
Arizona,,2021-04-27,6403785
Arizona,,2021-04-28,6525095
Arizona,,2021-04-29,6536895
Arizona,,2021-04-30,6610725
Arizona,,2021-05-01,6652295
Arizona,,2021-05-02,6652295
Arizona,,2021-05-03,6652295
Arizona,,2021-05-04,6918625
Arizona,,2021-05-05,6926125
Arizona,,2021-05-06,6970425
Arizona,,2021-05-07,7029325
Arizona,,2021-05-08,7081205
Arizona,,2021-05-09,7081205
Arizona,,2021-05-10,7081205
Arizona,,2021-05-11,7105815
Arizona,,2021-05-12,7329395
Arizona,,2021-05-13,7347655
Arizona,,2021-05-14,7417255
Arizona,,2021-05-15,7465065
Arizona,,2021-05-16,7465065
Arizona,,2021-05-17,7465065
Arizona,,2021-05-18,7469565
Arizona,,2021-05-19,7538145
Arizona,,2021-05-20,7577625
Arizona,,2021-05-21,7627825
Arizona,,2021-05-22,7678675
Arizona,,2021-05-23,7678675
Arizona,,2021-05-24,7678675
Arizona,,2021-05-25,7692985
Arizona,,2021-05-26,7702125
Arizona,,2021-05-27,7726825
Arizona,,2021-05-28,7761545
Arizona,,2021-05-29,7807315
Arizona,,2021-05-30,7807315
Arizona,,2021-06-01,7807315
Arizona,,2021-06-02,7816675
Arizona,,2021-06-03,7840635
Arizona,,2021-06-04,7855035
Arizona,,2021-06-05,7893465
Arizona,,2021-06-06,7893465
Arizona,,2021-06-07,7893465
Arizona,,2021-06-08,7903095
Arizona,,2021-06-09,7904465
Arizona,,2021-06-10,7905885
Arizona,,2021-06-11,7914445
Arizona,,2021-06-12,7938645
Arizona,,2021-06-13,7938645
Arizona,,2021-06-14,7938645
Arizona,,2021-06-15,7946275
Arizona,,2021-06-16,7951295
Arizona,,2021-06-17,7966240
Arizona,,2021-06-18,7995520
Arizona,,2021-06-19,8021020
Arizona,,2021-06-20,8021020
Arizona,,2021-06-21,8021020
Arizona,,2021-06-22,8027030
Arkansas,,2021-01-12,274400
Arkansas,,2021-01-13,297800
Arkansas,,2021-01-14,297800
Arkansas,,2021-01-15,297800
Arkansas,,2021-01-19,297800
Arkansas,,2021-01-20,334825
Arkansas,,2021-01-21,361550
Arkansas,,2021-01-22,362050
Arkansas,,2021-01-23,368650
Arkansas,,2021-01-24,368650
Arkansas,,2021-01-25,368650
Arkansas,,2021-01-26,394775
Arkansas,,2021-01-27,406175
Arkansas,,2021-01-28,453300
Arkansas,,2021-01-29,453500
Arkansas,,2021-01-30,453700
Arkansas,,2021-01-31,453700
Arkansas,,2021-02-01,453700
Arkansas,,2021-02-02,467800
Arkansas,,2021-02-03,499325
Arkansas,,2021-02-04,516925
Arkansas,,2021-02-05,535550
Arkansas,,2021-02-06,540050
Arkansas,,2021-02-07,540050
Arkansas,,2021-02-08,540050
Arkansas,,2021-02-09,580775
Arkansas,,2021-02-10,581875
Arkansas,,2021-02-11,593775
Arkansas,,2021-02-12,629900
Arkansas,,2021-02-13,630700
Arkansas,,2021-02-14,630700
Arkansas,,2021-02-16,631675
Arkansas,,2021-02-17,649225
Arkansas,,2021-02-18,664225
Arkansas,,2021-02-19,691525
Arkansas,,2021-02-20,691525
Arkansas,,2021-02-21,691525
Arkansas,,2021-02-22,691525
Arkansas,,2021-02-23,794230
Arkansas,,2021-02-24,816730
Arkansas,,2021-02-25,826130
Arkansas,,2021-02-26,861230
Arkansas,,2021-02-27,892660
Arkansas,,2021-02-28,892660
Arkansas,,2021-03-01,892660
Arkansas,,2021-03-02,963040
Arkansas,,2021-03-03,964840
Arkansas,,2021-03-04,990640
Arkansas,,2021-03-05,1064920
Arkansas,,2021-03-06,1088150
Arkansas,,2021-03-07,1088150
Arkansas,,2021-03-08,1088150
Arkansas,,2021-03-09,1158630
Arkansas,,2021-03-10,1162330
Arkansas,,2021-03-11,1209300
Arkansas,,2021-03-12,1222370
Arkansas,,2021-03-13,1251620
Arkansas,,2021-03-14,1251620
Arkansas,,2021-03-15,1251620
Arkansas,,2021-03-16,1332600
Arkansas,,2021-03-17,1336570
Arkansas,,2021-03-18,1359410
Arkansas,,2021-03-19,1407320
Arkansas,,2021-03-20,1466950
Arkansas,,2021-03-21,1466950
Arkansas,,2021-03-22,1466950
Arkansas,,2021-03-23,1535620
Arkansas,,2021-03-24,1537720
Arkansas,,2021-03-25,1576060
Arkansas,,2021-03-26,1608210
Arkansas,,2021-03-27,1662850
Arkansas,,2021-03-28,1662850
Arkansas,,2021-03-29,1662850
Arkansas,,2021-03-30,1744560
Arkansas,,2021-03-31,1763540
Arkansas,,2021-04-01,1814280
Arkansas,,2021-04-02,1838220
Arkansas,,2021-04-03,1908100
Arkansas,,2021-04-04,1908100
Arkansas,,2021-04-05,1908100
Arkansas,,2021-04-06,1977830
Arkansas,,2021-04-07,2024830
Arkansas,,2021-04-08,2035230
Arkansas,,2021-04-09,2121930
Arkansas,,2021-04-10,2138430
Arkansas,,2021-04-11,2138430
Arkansas,,2021-04-12,2138430
Arkansas,,2021-04-13,2228060
Arkansas,,2021-04-14,2243300
Arkansas,,2021-04-15,2251270
Arkansas,,2021-04-16,2296340
Arkansas,,2021-04-17,2370830
Arkansas,,2021-04-18,2370830
Arkansas,,2021-04-19,2370830
Arkansas,,2021-04-20,2402760
Arkansas,,2021-04-21,2472660
Arkansas,,2021-04-22,2504630
Arkansas,,2021-04-23,2552980
Arkansas,,2021-04-24,2586420
Arkansas,,2021-04-25,2586420
Arkansas,,2021-04-26,2586420
Arkansas,,2021-04-27,2614560
Arkansas,,2021-04-28,2626760
Arkansas,,2021-04-29,2628460
Arkansas,,2021-04-30,2636070
Arkansas,,2021-05-01,2644650
Arkansas,,2021-05-02,2644650
Arkansas,,2021-05-03,2644650
Arkansas,,2021-05-04,2645650
Arkansas,,2021-05-05,2655350
Arkansas,,2021-05-06,2659090
Arkansas,,2021-05-07,2666140
Arkansas,,2021-05-08,2677170
Arkansas,,2021-05-09,2677170
Arkansas,,2021-05-10,2677170
Arkansas,,2021-05-11,2697960
Arkansas,,2021-05-12,2701850
Arkansas,,2021-05-13,2707150
Arkansas,,2021-05-14,2714140
Arkansas,,2021-05-15,2720090
Arkansas,,2021-05-16,2720090
Arkansas,,2021-05-17,2720090
Arkansas,,2021-05-18,2720190
Arkansas,,2021-05-19,2721900
Arkansas,,2021-05-20,2729400
Arkansas,,2021-05-21,2737020
Arkansas,,2021-05-22,2741670
Arkansas,,2021-05-23,2741670
Arkansas,,2021-05-24,2741670
Arkansas,,2021-05-25,2743770
Arkansas,,2021-05-26,2744150
Arkansas,,2021-05-27,2747930
Arkansas,,2021-05-28,2748130
Arkansas,,2021-05-29,2770540
Arkansas,,2021-05-30,2770540
Arkansas,,2021-06-01,2770540
Arkansas,,2021-06-02,2772880
Arkansas,,2021-06-03,2776480
Arkansas,,2021-06-04,2780620
Arkansas,,2021-06-05,2793160
Arkansas,,2021-06-06,2793160
Arkansas,,2021-06-07,2793160
Arkansas,,2021-06-08,2793260
Arkansas,,2021-06-09,2793260
Arkansas,,2021-06-10,2793200
Arkansas,,2021-06-11,2797400
Arkansas,,2021-06-12,2803530
Arkansas,,2021-06-13,2803530
Arkansas,,2021-06-14,2803530
Arkansas,,2021-06-15,2803630
Arkansas,,2021-06-16,2803630
Arkansas,,2021-06-17,2805570
Arkansas,,2021-06-18,2809210
Arkansas,,2021-06-19,2817700
Arkansas,,2021-06-20,2817700
Arkansas,,2021-06-21,2817700
Arkansas,,2021-06-22,2817700
Bureau of Prisons,,2021-01-12,16050
Bureau of Prisons,,2021-01-13,16050
Bureau of Prisons,,2021-01-14,16450
Bureau of Prisons,,2021-01-15,16750
Bureau of Prisons,,2021-01-19,16750
Bureau of Prisons,,2021-01-20,24750
Bureau of Prisons,,2021-01-21,24750
Bureau of Prisons,,2021-01-22,24750
Bureau of Prisons,,2021-01-23,24750
Bureau of Prisons,,2021-01-24,24750
Bureau of Prisons,,2021-01-25,24750
Bureau of Prisons,,2021-01-26,30050
