Entity,Code,Day,total_distributed
Idaho,,2021-06-13,1643205
Idaho,,2021-06-14,1643205
Idaho,,2021-06-15,1643405
Idaho,,2021-06-16,1645205
Idaho,,2021-06-17,1649990
Idaho,,2021-06-18,1654060
Idaho,,2021-06-19,1656570
Idaho,,2021-06-20,1656570
Idaho,,2021-06-21,1656570
Idaho,,2021-06-22,1657740
Illinois,,2021-01-12,903100
Illinois,,2021-01-13,920225
Illinois,,2021-01-14,958125
Illinois,,2021-01-15,1011225
Illinois,,2021-01-19,1011225
Illinois,,2021-01-20,1094000
Illinois,,2021-01-21,1173325
Illinois,,2021-01-22,1209300
Illinois,,2021-01-23,1417250
Illinois,,2021-01-24,1417250
Illinois,,2021-01-25,1417250
Illinois,,2021-01-26,1548950
Illinois,,2021-01-27,1591000
Illinois,,2021-01-28,1631775
Illinois,,2021-01-29,1658725
Illinois,,2021-01-30,1696575
Illinois,,2021-01-31,1696575
Illinois,,2021-02-01,1696575
Illinois,,2021-02-02,1859850
Illinois,,2021-02-03,1986725
Illinois,,2021-02-04,2053325
Illinois,,2021-02-05,2089050
Illinois,,2021-02-06,2089050
Illinois,,2021-02-07,2089050
Illinois,,2021-02-08,2089050
Illinois,,2021-02-09,2207200
Illinois,,2021-02-10,2327100
Illinois,,2021-02-11,2455500
Illinois,,2021-02-12,2481075
Illinois,,2021-02-13,2561800
Illinois,,2021-02-14,2566675
Illinois,,2021-02-16,2661550
Illinois,,2021-02-17,2694700
Illinois,,2021-02-18,2706400
Illinois,,2021-02-19,2883925
Illinois,,2021-02-20,2924725
Illinois,,2021-02-21,2924925
Illinois,,2021-02-22,2924925
Illinois,,2021-02-23,3005345
Illinois,,2021-02-24,3327065
Illinois,,2021-02-25,3499685
Illinois,,2021-02-26,3557335
Illinois,,2021-02-27,3575135
Illinois,,2021-02-28,3575135
Illinois,,2021-03-01,3575135
Illinois,,2021-03-02,3722705
Illinois,,2021-03-03,3925545
Illinois,,2021-03-04,4093855
Illinois,,2021-03-05,4334465
Illinois,,2021-03-06,4378835
Illinois,,2021-03-07,4378835
Illinois,,2021-03-08,4378835
Illinois,,2021-03-09,4715845
Illinois,,2021-03-10,4863485
Illinois,,2021-03-11,5031335
Illinois,,2021-03-12,5044435
Illinois,,2021-03-13,5167015
Illinois,,2021-03-14,5167015
Illinois,,2021-03-15,5167015
Illinois,,2021-03-16,5531315
Illinois,,2021-03-17,5664615
Illinois,,2021-03-18,5739945
Illinois,,2021-03-19,5818585
Illinois,,2021-03-20,5909425
Illinois,,2021-03-21,5909425
Illinois,,2021-03-22,5909425
Illinois,,2021-03-23,6373315
Illinois,,2021-03-24,6452075
Illinois,,2021-03-25,6697605
Illinois,,2021-03-26,6752455
Illinois,,2021-03-27,6883535
Illinois,,2021-03-28,6883535
Illinois,,2021-03-29,6883535
Illinois,,2021-03-30,7256585
Illinois,,2021-03-31,7493325
Illinois,,2021-04-01,7770165
Illinois,,2021-04-02,7975455
Illinois,,2021-04-03,8021745
Illinois,,2021-04-04,8021745
Illinois,,2021-04-05,8021745
Illinois,,2021-04-06,8320075
Illinois,,2021-04-07,8687945
Illinois,,2021-04-08,8911325
Illinois,,2021-04-09,9110565
Illinois,,2021-04-10,9270385
Illinois,,2021-04-11,9270385
Illinois,,2021-04-12,9270385
Illinois,,2021-04-13,9622455
Illinois,,2021-04-14,9692575
Illinois,,2021-04-15,9951575
Illinois,,2021-04-16,10093045
Illinois,,2021-04-17,10246165
Illinois,,2021-04-18,10246165
Illinois,,2021-04-19,10246165
Illinois,,2021-04-20,10494045
Illinois,,2021-04-21,10713065
Illinois,,2021-04-22,10936675
Illinois,,2021-04-23,11157935
Illinois,,2021-04-24,11286585
Illinois,,2021-04-25,11286585
Illinois,,2021-04-26,11286585
Illinois,,2021-04-27,11525575
Illinois,,2021-04-28,11699875
Illinois,,2021-04-29,11924315
Illinois,,2021-04-30,12065595
Illinois,,2021-05-01,12180665
Illinois,,2021-05-02,12180665
Illinois,,2021-05-03,12180665
Illinois,,2021-05-04,12360865
Illinois,,2021-05-05,12470715
Illinois,,2021-05-06,12645065
Illinois,,2021-05-07,12784035
Illinois,,2021-05-08,12855545
Illinois,,2021-05-09,12855545
Illinois,,2021-05-10,12855545
Illinois,,2021-05-11,12960975
Illinois,,2021-05-12,12997565
Illinois,,2021-05-13,13017785
Illinois,,2021-05-14,13143195
Illinois,,2021-05-15,13306375
Illinois,,2021-05-16,13306375
Illinois,,2021-05-17,13306375
Illinois,,2021-05-18,13306375
Illinois,,2021-05-19,13391435
Illinois,,2021-05-20,13459095
Illinois,,2021-05-21,13624835
Illinois,,2021-05-22,13785635
Illinois,,2021-05-23,13785635
Illinois,,2021-05-24,13785635
Illinois,,2021-05-25,13825235
Illinois,,2021-05-26,13863855
Illinois,,2021-05-27,13891395
Illinois,,2021-05-28,14013135
Illinois,,2021-05-29,14140165
Illinois,,2021-05-30,14140165
Illinois,,2021-06-01,14140165
Illinois,,2021-06-02,14210365
Illinois,,2021-06-03,14234275
Illinois,,2021-06-04,14249235
Illinois,,2021-06-05,14350645
Illinois,,2021-06-06,14350645
Illinois,,2021-06-07,14350645
Illinois,,2021-06-08,14367835
Illinois,,2021-06-09,14368995
Illinois,,2021-06-10,14372865
Illinois,,2021-06-11,14388725
Illinois,,2021-06-12,14432025
Illinois,,2021-06-13,14432025
Illinois,,2021-06-14,14432025
Illinois,,2021-06-15,14438495
Illinois,,2021-06-16,14440975
Illinois,,2021-06-17,14460485
Illinois,,2021-06-18,14473895
Illinois,,2021-06-19,14528485
Illinois,,2021-06-20,14528485
Illinois,,2021-06-21,14528485
Illinois,,2021-06-22,14540175
Indian Health Svc,,2021-01-12,224425
Indian Health Svc,,2021-01-13,290900
Indian Health Svc,,2021-01-14,291800
Indian Health Svc,,2021-01-15,292700
Indian Health Svc,,2021-01-19,292700
Indian Health Svc,,2021-01-20,315325
Indian Health Svc,,2021-01-21,323600
Indian Health Svc,,2021-01-22,355475
Indian Health Svc,,2021-01-23,357850
Indian Health Svc,,2021-01-24,357850
Indian Health Svc,,2021-01-25,357850
Indian Health Svc,,2021-01-26,357950
Indian Health Svc,,2021-01-27,386400
Indian Health Svc,,2021-01-28,406525
Indian Health Svc,,2021-01-29,423400
Indian Health Svc,,2021-01-30,423600
Indian Health Svc,,2021-01-31,423600
Indian Health Svc,,2021-02-01,423600
Indian Health Svc,,2021-02-02,440900
Indian Health Svc,,2021-02-03,461000
Indian Health Svc,,2021-02-04,477275
Indian Health Svc,,2021-02-05,492875
Indian Health Svc,,2021-02-06,492875
Indian Health Svc,,2021-02-07,492875
Indian Health Svc,,2021-02-08,492875
Indian Health Svc,,2021-02-09,492875
Indian Health Svc,,2021-02-10,662850
Indian Health Svc,,2021-02-11,679350
Indian Health Svc,,2021-02-12,679950
Indian Health Svc,,2021-02-13,691650
Indian Health Svc,,2021-02-14,695550
Indian Health Svc,,2021-02-16,697025
Indian Health Svc,,2021-02-17,697025
Indian Health Svc,,2021-02-18,698000
Indian Health Svc,,2021-02-19,704825
Indian Health Svc,,2021-02-20,732905
Indian Health Svc,,2021-02-21,732905
Indian Health Svc,,2021-02-22,732905
Indian Health Svc,,2021-02-23,748780
Indian Health Svc,,2021-02-24,826090
Indian Health Svc,,2021-02-25,826090
Indian Health Svc,,2021-02-26,848190
Indian Health Svc,,2021-02-27,868080
Indian Health Svc,,2021-02-28,868080
Indian Health Svc,,2021-03-01,868080
Indian Health Svc,,2021-03-02,868080
Indian Health Svc,,2021-03-03,948600
Indian Health Svc,,2021-03-04,1102700
Indian Health Svc,,2021-03-05,1123090
Indian Health Svc,,2021-03-06,1123090
Indian Health Svc,,2021-03-07,1123090
Indian Health Svc,,2021-03-08,1123090
Indian Health Svc,,2021-03-09,1126690
Indian Health Svc,,2021-03-10,1185450
Indian Health Svc,,2021-03-11,1212425
Indian Health Svc,,2021-03-12,1239435
Indian Health Svc,,2021-03-13,1239435
Indian Health Svc,,2021-03-14,1239435
Indian Health Svc,,2021-03-15,1239435
Indian Health Svc,,2021-03-16,1239435
Indian Health Svc,,2021-03-17,1315655
Indian Health Svc,,2021-03-18,1325735
Indian Health Svc,,2021-03-19,1356155
Indian Health Svc,,2021-03-20,1357325
Indian Health Svc,,2021-03-21,1357325
Indian Health Svc,,2021-03-22,1357325
Indian Health Svc,,2021-03-23,1375025
Indian Health Svc,,2021-03-24,1418595
Indian Health Svc,,2021-03-25,1418595
Indian Health Svc,,2021-03-26,1460525
Indian Health Svc,,2021-03-27,1462525
Indian Health Svc,,2021-03-28,1462525
Indian Health Svc,,2021-03-29,1462525
Indian Health Svc,,2021-03-30,1473725
Indian Health Svc,,2021-03-31,1510615
Indian Health Svc,,2021-04-01,1510615
Indian Health Svc,,2021-04-02,1527915
Indian Health Svc,,2021-04-03,1555025
Indian Health Svc,,2021-04-04,1555025
Indian Health Svc,,2021-04-05,1555025
Indian Health Svc,,2021-04-06,1576225
Indian Health Svc,,2021-04-07,1595635
Indian Health Svc,,2021-04-08,1605835
Indian Health Svc,,2021-04-09,1623385
Indian Health Svc,,2021-04-10,1623385
Indian Health Svc,,2021-04-11,1623385
Indian Health Svc,,2021-04-12,1623385
Indian Health Svc,,2021-04-13,1633285
Indian Health Svc,,2021-04-14,1642125
Indian Health Svc,,2021-04-15,1648525
Indian Health Svc,,2021-04-16,1648525
Indian Health Svc,,2021-04-17,1657885
Indian Health Svc,,2021-04-18,1657885
Indian Health Svc,,2021-04-19,1657885
Indian Health Svc,,2021-04-20,1657885
Indian Health Svc,,2021-04-21,1666225
Indian Health Svc,,2021-04-22,1669825
Indian Health Svc,,2021-04-23,1669825
Indian Health Svc,,2021-04-24,1673335
Indian Health Svc,,2021-04-25,1673335
Indian Health Svc,,2021-04-26,1673335
Indian Health Svc,,2021-04-27,1673335
Indian Health Svc,,2021-04-28,1682815
Indian Health Svc,,2021-04-29,1683415
Indian Health Svc,,2021-04-30,1683415
Indian Health Svc,,2021-05-01,1683415
Indian Health Svc,,2021-05-02,1683415
Indian Health Svc,,2021-05-03,1683415
Indian Health Svc,,2021-05-04,1683715
Indian Health Svc,,2021-05-05,1685915
Indian Health Svc,,2021-05-06,1687115
Indian Health Svc,,2021-05-07,1687115
Indian Health Svc,,2021-05-08,1689455
Indian Health Svc,,2021-05-09,1689455
Indian Health Svc,,2021-05-10,1689455
Indian Health Svc,,2021-05-11,1689455
Indian Health Svc,,2021-05-12,1697905
Indian Health Svc,,2021-05-13,1698405
Indian Health Svc,,2021-05-14,1698405
Indian Health Svc,,2021-05-15,1702335
Indian Health Svc,,2021-05-16,1702335
Indian Health Svc,,2021-05-17,1702335
Indian Health Svc,,2021-05-18,1702335
Indian Health Svc,,2021-05-19,1715135
Indian Health Svc,,2021-05-20,1716875
Indian Health Svc,,2021-05-21,1716875
Indian Health Svc,,2021-05-22,1720385
Indian Health Svc,,2021-05-23,1720385
Indian Health Svc,,2021-05-24,1720385
Indian Health Svc,,2021-05-25,1721085
Indian Health Svc,,2021-05-26,1726935
Indian Health Svc,,2021-05-27,1727575
Indian Health Svc,,2021-05-28,1727575
Indian Health Svc,,2021-05-29,1733425
Indian Health Svc,,2021-05-30,1733425
Indian Health Svc,,2021-06-01,1733425
Indian Health Svc,,2021-06-02,1733425
Indian Health Svc,,2021-06-03,1742515
Indian Health Svc,,2021-06-04,1742515
Indian Health Svc,,2021-06-05,1742515
Indian Health Svc,,2021-06-06,1742515
Indian Health Svc,,2021-06-07,1742515
Indian Health Svc,,2021-06-08,1742515
Indian Health Svc,,2021-06-09,1743315
Indian Health Svc,,2021-06-10,1743515
Indian Health Svc,,2021-06-11,1743515
Indian Health Svc,,2021-06-12,1743515
Indian Health Svc,,2021-06-13,1743515
Indian Health Svc,,2021-06-14,1743515
Indian Health Svc,,2021-06-15,1743615
Indian Health Svc,,2021-06-16,1743815
Indian Health Svc,,2021-06-17,1747615
Indian Health Svc,,2021-06-18,1747615
Indian Health Svc,,2021-06-19,1747615
Indian Health Svc,,2021-06-20,1747615
Indian Health Svc,,2021-06-21,1747615
Indian Health Svc,,2021-06-22,1748415
Indiana,,2021-01-12,540475
Indiana,,2021-01-13,579050
Indiana,,2021-01-14,630025
Indiana,,2021-01-15,642425
Indiana,,2021-01-19,642425
Indiana,,2021-01-20,741025
Indiana,,2021-01-21,816025
Indiana,,2021-01-22,839925
Indiana,,2021-01-23,841725
Indiana,,2021-01-24,841725
Indiana,,2021-01-25,841725
Indiana,,2021-01-26,900175
Indiana,,2021-01-27,920975
Indiana,,2021-01-28,925300
Indiana,,2021-01-29,929900
Indiana,,2021-01-30,931500
Indiana,,2021-01-31,931500
Indiana,,2021-02-01,931500
Indiana,,2021-02-02,1091375
Indiana,,2021-02-03,1106550
Indiana,,2021-02-04,1116375
Indiana,,2021-02-05,1117350
Indiana,,2021-02-06,1118350
Indiana,,2021-02-07,1118350
Indiana,,2021-02-08,1118350
Indiana,,2021-02-09,1206125
Indiana,,2021-02-10,1291675
Indiana,,2021-02-11,1351325
Indiana,,2021-02-12,1360125
Indiana,,2021-02-13,1387975
Indiana,,2021-02-14,1388375
Indiana,,2021-02-16,1445100
Indiana,,2021-02-17,1447050
Indiana,,2021-02-18,1452900
Indiana,,2021-02-19,1487400
Indiana,,2021-02-20,1487400
Indiana,,2021-02-21,1487400
Indiana,,2021-02-22,1487400
Indiana,,2021-02-23,1704790
Indiana,,2021-02-24,1734580
Indiana,,2021-02-25,1810380
Indiana,,2021-02-26,1832150
Indiana,,2021-02-27,1848620
Indiana,,2021-02-28,1848620
Indiana,,2021-03-01,1848620
Indiana,,2021-03-02,2053030
Indiana,,2021-03-03,2083930
Indiana,,2021-03-04,2132730
Indiana,,2021-03-05,2191530
Indiana,,2021-03-06,2206230
Indiana,,2021-03-07,2206230
Indiana,,2021-03-08,2206230
Indiana,,2021-03-09,2443780
Indiana,,2021-03-10,2473740
Indiana,,2021-03-11,2516910
Indiana,,2021-03-12,2536330
Indiana,,2021-03-13,2537330
Indiana,,2021-03-14,2537330
Indiana,,2021-03-15,2537330
Indiana,,2021-03-16,2786140
Indiana,,2021-03-17,2817710
Indiana,,2021-03-18,2861620
Indiana,,2021-03-19,2888280
Indiana,,2021-03-20,2964250
Indiana,,2021-03-21,2964250
Indiana,,2021-03-22,2964250
Indiana,,2021-03-23,3132390
Indiana,,2021-03-24,3161270
Indiana,,2021-03-25,3191470
Indiana,,2021-03-26,3217220
Indiana,,2021-03-27,3328110
Indiana,,2021-03-28,3328110
Indiana,,2021-03-29,3328110
Indiana,,2021-03-30,3519900
Indiana,,2021-03-31,3532620
Indiana,,2021-04-01,3588220
Indiana,,2021-04-02,3616140
Indiana,,2021-04-03,3640170
Indiana,,2021-04-04,3640170
Indiana,,2021-04-05,3640170
Indiana,,2021-04-06,4112750
Indiana,,2021-04-07,4145650
Indiana,,2021-04-08,4203150
Indiana,,2021-04-09,4227610
Indiana,,2021-04-10,4286610
Indiana,,2021-04-11,4286610
Indiana,,2021-04-12,4286610
Indiana,,2021-04-13,4620230
Indiana,,2021-04-14,4640750
Indiana,,2021-04-15,4699940
Indiana,,2021-04-16,4717200
Indiana,,2021-04-17,4775740
Indiana,,2021-04-18,4775740
Indiana,,2021-04-19,4775740
Indiana,,2021-04-20,4962550
Indiana,,2021-04-21,5086110
Indiana,,2021-04-22,5102410
Indiana,,2021-04-23,5150080
Indiana,,2021-04-24,5220380
Indiana,,2021-04-25,5220380
Indiana,,2021-04-26,5220380
Indiana,,2021-04-27,5414600
Indiana,,2021-04-28,5431110
Indiana,,2021-04-29,5443410
Indiana,,2021-04-30,5479210
Indiana,,2021-05-01,5530460
Indiana,,2021-05-02,5530460
Indiana,,2021-05-03,5530460
Indiana,,2021-05-04,5610540
Indiana,,2021-05-05,5642020
Indiana,,2021-05-06,5676850
Indiana,,2021-05-07,5696710
Indiana,,2021-05-08,5727410
Indiana,,2021-05-09,5727410
Indiana,,2021-05-10,5727410
Indiana,,2021-05-11,5820840
Indiana,,2021-05-12,5857790
Indiana,,2021-05-13,5877350
Indiana,,2021-05-14,5927240
Indiana,,2021-05-15,5987240
Indiana,,2021-05-16,5987240
Indiana,,2021-05-17,5987240
Indiana,,2021-05-18,6051890
Indiana,,2021-05-19,6060300
Indiana,,2021-05-20,6103040
Indiana,,2021-05-21,6199020
Indiana,,2021-05-22,6232460
Indiana,,2021-05-23,6232460
Indiana,,2021-05-24,6232460
Indiana,,2021-05-25,6286760
Indiana,,2021-05-26,6291460
Indiana,,2021-05-27,6323400
Indiana,,2021-05-28,6326880
Indiana,,2021-05-29,6437880
Indiana,,2021-05-30,6437880
Indiana,,2021-06-01,6437880
Indiana,,2021-06-02,6440220
Indiana,,2021-06-03,6465020
Indiana,,2021-06-04,6474920
Indiana,,2021-06-05,6509950
Indiana,,2021-06-06,6509950
Indiana,,2021-06-07,6509950
Indiana,,2021-06-08,6540190
Indiana,,2021-06-09,6540330
Indiana,,2021-06-10,6542990
Indiana,,2021-06-11,6553460
Indiana,,2021-06-12,6572110
Indiana,,2021-06-13,6572110
Indiana,,2021-06-14,6572110
Indiana,,2021-06-15,6592990
Indiana,,2021-06-16,6593130
Indiana,,2021-06-17,6596750
Indiana,,2021-06-18,6602010
Indiana,,2021-06-19,6615380
Indiana,,2021-06-20,6615380
Indiana,,2021-06-21,6615380
Indiana,,2021-06-22,6627890
Iowa,,2021-01-12,208875
Iowa,,2021-01-13,264125
Iowa,,2021-01-14,268025
Iowa,,2021-01-15,269000
Iowa,,2021-01-19,269000
Iowa,,2021-01-20,291075
Iowa,,2021-01-21,328600
Iowa,,2021-01-22,338950
Iowa,,2021-01-23,361475
Iowa,,2021-01-24,361475
Iowa,,2021-01-25,361475
Iowa,,2021-01-26,361575
Iowa,,2021-01-27,362875
Iowa,,2021-01-28,391575
Iowa,,2021-01-29,398600
Iowa,,2021-01-30,417900
Iowa,,2021-01-31,417900
Iowa,,2021-02-01,417900
Iowa,,2021-02-02,415325
Iowa,,2021-02-03,446825
Iowa,,2021-02-04,471200
Iowa,,2021-02-05,507850
Iowa,,2021-02-06,510550
Iowa,,2021-02-07,510550
Iowa,,2021-02-08,510550
Iowa,,2021-02-09,510550
Iowa,,2021-02-10,540375
Iowa,,2021-02-11,579200
Iowa,,2021-02-12,590900
Iowa,,2021-02-13,595775
Iowa,,2021-02-14,597725
Iowa,,2021-02-16,615100
Iowa,,2021-02-17,619000
Iowa,,2021-02-18,648600
Iowa,,2021-02-19,669900
Iowa,,2021-02-20,707865
Iowa,,2021-02-21,707865
Iowa,,2021-02-22,707865
Iowa,,2021-02-23,746475
Iowa,,2021-02-24,792615
Iowa,,2021-02-25,837515
Iowa,,2021-02-26,872345
Iowa,,2021-02-27,901745
Iowa,,2021-02-28,901745
Iowa,,2021-03-01,901745
Iowa,,2021-03-02,940045
Iowa,,2021-03-03,983345
Iowa,,2021-03-04,1020845
Iowa,,2021-03-05,1068655
Iowa,,2021-03-06,1106755
Iowa,,2021-03-07,1106755
Iowa,,2021-03-08,1106755
Iowa,,2021-03-09,1162165
Iowa,,2021-03-10,1196265
Iowa,,2021-03-11,1231655
Iowa,,2021-03-12,1257345
Iowa,,2021-03-13,1288785
Iowa,,2021-03-14,1288785
Iowa,,2021-03-15,1288785
Iowa,,2021-03-16,1342995
Iowa,,2021-03-17,1377395
Iowa,,2021-03-18,1429895
Iowa,,2021-03-19,1452225
Iowa,,2021-03-20,1482225
Iowa,,2021-03-21,1482225
Iowa,,2021-03-22,1482225
Iowa,,2021-03-23,1539355
Iowa,,2021-03-24,1570955
Iowa,,2021-03-25,1636025
Iowa,,2021-03-26,1662335
Iowa,,2021-03-27,1696035
Iowa,,2021-03-28,1696035
Iowa,,2021-03-29,1696035
Iowa,,2021-03-30,1773355
Iowa,,2021-03-31,1816015
Iowa,,2021-04-01,1895675
Iowa,,2021-04-02,1915125
Iowa,,2021-04-03,1919805
Iowa,,2021-04-04,1919805
Iowa,,2021-04-05,1919805
Iowa,,2021-04-06,2059505
Iowa,,2021-04-07,2097475
Iowa,,2021-04-08,2172805
Iowa,,2021-04-09,2186505
Iowa,,2021-04-10,2240975
Iowa,,2021-04-11,2240975
Iowa,,2021-04-12,2240975
Iowa,,2021-04-13,2294175
Iowa,,2021-04-14,2331755
Iowa,,2021-04-15,2402035
Iowa,,2021-04-16,2420445
Iowa,,2021-04-17,2481445
Iowa,,2021-04-18,2481445
Iowa,,2021-04-19,2481445
Iowa,,2021-04-20,2538095
Iowa,,2021-04-21,2574135
Iowa,,2021-04-22,2619655
Iowa,,2021-04-23,2639305
Iowa,,2021-04-24,2664745
Iowa,,2021-04-25,2664745
Iowa,,2021-04-26,2664745
Iowa,,2021-04-27,2711175
Iowa,,2021-04-28,2744445
Iowa,,2021-04-29,2790335
Iowa,,2021-04-30,2801085
Iowa,,2021-05-01,2825705
Iowa,,2021-05-02,2825705
Iowa,,2021-05-03,2825705
Iowa,,2021-05-04,2856615
Iowa,,2021-05-05,2878415
Iowa,,2021-05-06,2935265
Iowa,,2021-05-07,2955125
Iowa,,2021-05-08,2973685
Iowa,,2021-05-09,2973685
Iowa,,2021-05-10,2973685
Iowa,,2021-05-11,2990235
Iowa,,2021-05-12,3031255
Iowa,,2021-05-13,3076105
Iowa,,2021-05-14,3086355
Iowa,,2021-05-15,3099895
Iowa,,2021-05-16,3099895
Iowa,,2021-05-17,3099895
Iowa,,2021-05-18,3135395
Iowa,,2021-05-19,3160085
Iowa,,2021-05-20,3188315
Iowa,,2021-05-21,3197385
Iowa,,2021-05-22,3215445
Iowa,,2021-05-23,3215445
Iowa,,2021-05-24,3215445
Iowa,,2021-05-25,3226145
Iowa,,2021-05-26,3236145
Iowa,,2021-05-27,3242665
Iowa,,2021-05-28,3244145
Iowa,,2021-05-29,3326855
Iowa,,2021-05-30,3326855
Iowa,,2021-06-01,3326855
Iowa,,2021-06-02,3330365
Iowa,,2021-06-03,3338005
Iowa,,2021-06-04,3342045
Iowa,,2021-06-05,3362575
Iowa,,2021-06-06,3362575
Iowa,,2021-06-07,3362575
Iowa,,2021-06-08,3370865
Iowa,,2021-06-09,3376385
Iowa,,2021-06-10,3385475
Iowa,,2021-06-11,3395825
Iowa,,2021-06-12,3400315
Iowa,,2021-06-13,3400315
Iowa,,2021-06-14,3400315
Iowa,,2021-06-15,3402795
Iowa,,2021-06-16,3403315
Iowa,,2021-06-17,3408175
Iowa,,2021-06-18,3416605
Iowa,,2021-06-19,3425225
Iowa,,2021-06-20,3425225
Iowa,,2021-06-21,3425225
Iowa,,2021-06-22,3428935
Kansas,,2021-01-12,193175
Kansas,,2021-01-13,261175
Kansas,,2021-01-14,263175
Kansas,,2021-01-15,263175
Kansas,,2021-01-19,263175
Kansas,,2021-01-20,265600
Kansas,,2021-01-21,312000
Kansas,,2021-01-22,336475
Kansas,,2021-01-23,348175
Kansas,,2021-01-24,348175
Kansas,,2021-01-25,348175
Kansas,,2021-01-26,348175
Kansas,,2021-01-27,392875
Kansas,,2021-01-28,405550
Kansas,,2021-01-29,412375
Kansas,,2021-01-30,413350
Kansas,,2021-01-31,413350
Kansas,,2021-02-01,413350
Kansas,,2021-02-02,413350
Kansas,,2021-02-03,470800
Kansas,,2021-02-04,471775
Kansas,,2021-02-05,492250
Kansas,,2021-02-06,492250
Kansas,,2021-02-07,492250
Kansas,,2021-02-08,492250
Kansas,,2021-02-09,492250
Kansas,,2021-02-10,553750
Kansas,,2021-02-11,564000
Kansas,,2021-02-12,581975
Kansas,,2021-02-13,581975
Kansas,,2021-02-14,581975
Kansas,,2021-02-16,581975
Kansas,,2021-02-17,581975
Kansas,,2021-02-18,581975
Kansas,,2021-02-19,624975
Kansas,,2021-02-20,645800
Kansas,,2021-02-21,645800
Kansas,,2021-02-22,645800
Kansas,,2021-02-23,699895
Kansas,,2021-02-24,754495
Kansas,,2021-02-25,839575
Kansas,,2021-02-26,861645
Kansas,,2021-02-27,867585
Kansas,,2021-02-28,867585
Kansas,,2021-03-01,867585
Kansas,,2021-03-02,868885
Kansas,,2021-03-03,1004065
Kansas,,2021-03-04,1044425
Kansas,,2021-03-05,1085815
Kansas,,2021-03-06,1091625
Kansas,,2021-03-07,1091625
Kansas,,2021-03-08,1091625
Kansas,,2021-03-09,1094695
Kansas,,2021-03-10,1194795
Kansas,,2021-03-11,1206795
Kansas,,2021-03-12,1251145
Kansas,,2021-03-13,1257325
Kansas,,2021-03-14,1257325
Kansas,,2021-03-15,1257325
Kansas,,2021-03-16,1264705
Kansas,,2021-03-17,1371785
Kansas,,2021-03-18,1389085
Kansas,,2021-03-19,1446035
Kansas,,2021-03-20,1450815
Kansas,,2021-03-21,1450815
Kansas,,2021-03-22,1450815
Kansas,,2021-03-23,1462325
Kansas,,2021-03-24,1565335
Kansas,,2021-03-25,1586255
Kansas,,2021-03-26,1637485
Kansas,,2021-03-27,1643765
Kansas,,2021-03-28,1643765
Kansas,,2021-03-29,1643765
Kansas,,2021-03-30,1670955
Kansas,,2021-03-31,1787305
Kansas,,2021-04-01,1855605
Kansas,,2021-04-02,1877275
Kansas,,2021-04-03,1884795
Kansas,,2021-04-04,1884795
Kansas,,2021-04-05,1884795
Kansas,,2021-04-06,1900955
Kansas,,2021-04-07,2050585
Kansas,,2021-04-08,2069155
Kansas,,2021-04-09,2124855
Kansas,,2021-04-10,2141475
Kansas,,2021-04-11,2141475
Kansas,,2021-04-12,2141475
Kansas,,2021-04-13,2151245
Kansas,,2021-04-14,2225795
Kansas,,2021-04-15,2272425
Kansas,,2021-04-16,2339095
Kansas,,2021-04-17,2361115
Kansas,,2021-04-18,2361115
Kansas,,2021-04-19,2361115
Kansas,,2021-04-20,2370335
Kansas,,2021-04-21,2486365
Kansas,,2021-04-22,2493465
Kansas,,2021-04-23,2558035
Kansas,,2021-04-24,2576035
Kansas,,2021-04-25,2576035
Kansas,,2021-04-26,2576035
Kansas,,2021-04-27,2580145
Kansas,,2021-04-28,2677465
Kansas,,2021-04-29,2727885
Kansas,,2021-04-30,2749525
Kansas,,2021-05-01,2760075
Kansas,,2021-05-02,2760075
Kansas,,2021-05-03,2760075
Kansas,,2021-05-04,2765345
Kansas,,2021-05-05,2775555
Kansas,,2021-05-06,2788595
Kansas,,2021-05-07,2808805
Kansas,,2021-05-08,2826985
Kansas,,2021-05-09,2826985
Kansas,,2021-05-10,2826985
Kansas,,2021-05-11,2842595
Kansas,,2021-05-12,2853325
Kansas,,2021-05-13,2856065
Kansas,,2021-05-14,2876225
Kansas,,2021-05-15,2888985
Kansas,,2021-05-16,2888985
Kansas,,2021-05-17,2888985
Kansas,,2021-05-18,2894765
Kansas,,2021-05-19,2898875
Kansas,,2021-05-20,2904355
Kansas,,2021-05-21,2923755
Kansas,,2021-05-22,2932335
Kansas,,2021-05-23,2932335
Kansas,,2021-05-24,2932335
Kansas,,2021-05-25,2934405
Kansas,,2021-05-26,2934905
Kansas,,2021-05-27,2940885
Kansas,,2021-05-28,2942585
Kansas,,2021-05-29,2982945
Kansas,,2021-05-30,2982945
Kansas,,2021-06-01,2982945
Kansas,,2021-06-02,2982945
Kansas,,2021-06-03,2983985
Kansas,,2021-06-04,2990675
Kansas,,2021-06-05,3012415
Kansas,,2021-06-06,3012415
Kansas,,2021-06-07,3012415
Kansas,,2021-06-08,3013635
Kansas,,2021-06-09,3016175
Kansas,,2021-06-10,3018215
Kansas,,2021-06-11,3022725
Kansas,,2021-06-12,3027785
Kansas,,2021-06-13,3027785
Kansas,,2021-06-14,3027785
Kansas,,2021-06-15,3034435
Kansas,,2021-06-16,3034935
Kansas,,2021-06-17,3041595
Kansas,,2021-06-18,3052105
Kansas,,2021-06-19,3057805
Kansas,,2021-06-20,3057805
Kansas,,2021-06-21,3057805
Kansas,,2021-06-22,3059115
