Entity,Code,Day,share_doses_used
Massachusetts,,2021-02-27,80.5
Massachusetts,,2021-02-28,83
Massachusetts,,2021-03-01,86.2
Massachusetts,,2021-03-02,86.9
Massachusetts,,2021-03-03,82.1
Massachusetts,,2021-03-04,81.5
Massachusetts,,2021-03-05,81
Massachusetts,,2021-03-06,83.39999999999999
Massachusetts,,2021-03-07,86
Massachusetts,,2021-03-08,88.1
Massachusetts,,2021-03-09,83.8
Massachusetts,,2021-03-10,84.89999999999999
Massachusetts,,2021-03-11,83.1
Massachusetts,,2021-03-12,85.39999999999999
Massachusetts,,2021-03-13,88.6
Massachusetts,,2021-03-14,88.6
Massachusetts,,2021-03-15,90.60000000000001
Massachusetts,,2021-03-16,85.8
Massachusetts,,2021-03-17,85.8
Massachusetts,,2021-03-18,84.8
Massachusetts,,2021-03-19,85.6
Massachusetts,,2021-03-20,87.6
Massachusetts,,2021-03-21,89.5
Massachusetts,,2021-03-22,91.3
Massachusetts,,2021-03-23,87.8
Massachusetts,,2021-03-24,88
Massachusetts,,2021-03-25,84.7
Massachusetts,,2021-03-26,85
Massachusetts,,2021-03-27,86.9
Massachusetts,,2021-03-28,89
Massachusetts,,2021-03-29,90.8
Massachusetts,,2021-03-30,85.9
Massachusetts,,2021-03-31,84.6
Massachusetts,,2021-04-01,83.8
Massachusetts,,2021-04-02,84.5
Massachusetts,,2021-04-03,84
Massachusetts,,2021-04-04,86.2
Massachusetts,,2021-04-05,87.8
Massachusetts,,2021-04-06,83.39999999999999
Massachusetts,,2021-04-07,83.2
Massachusetts,,2021-04-08,82.8
Massachusetts,,2021-04-09,83.39999999999999
Massachusetts,,2021-04-10,83.7
Massachusetts,,2021-04-11,85.7
Massachusetts,,2021-04-12,87.3
Massachusetts,,2021-04-13,85.7
Massachusetts,,2021-04-14,85.6
Massachusetts,,2021-04-15,84.89999999999999
Massachusetts,,2021-04-16,86.4
Massachusetts,,2021-04-17,85.1
Massachusetts,,2021-04-18,86.6
Massachusetts,,2021-04-19,87.8
Massachusetts,,2021-04-20,85.1
Massachusetts,,2021-04-21,84.39999999999999
Massachusetts,,2021-04-22,83.89999999999999
Massachusetts,,2021-04-23,84
Massachusetts,,2021-04-24,83.8
Massachusetts,,2021-04-25,85.3
Massachusetts,,2021-04-26,86.5
Massachusetts,,2021-04-27,84.7
Massachusetts,,2021-04-28,85.1
Massachusetts,,2021-04-29,84.7
Massachusetts,,2021-04-30,84.5
Massachusetts,,2021-05-01,84.1
Massachusetts,,2021-05-02,85.3
Massachusetts,,2021-05-03,85.8
Massachusetts,,2021-05-04,82.6
Massachusetts,,2021-05-05,83.1
Massachusetts,,2021-05-06,83.7
Massachusetts,,2021-05-07,84.5
Massachusetts,,2021-05-08,84.1
Massachusetts,,2021-05-09,85
Massachusetts,,2021-05-10,85.9
Massachusetts,,2021-05-11,84.2
Massachusetts,,2021-05-12,84.5
Massachusetts,,2021-05-13,84.8
Massachusetts,,2021-05-14,84.8
Massachusetts,,2021-05-15,84.8
Massachusetts,,2021-05-16,85.6
Massachusetts,,2021-05-17,86.2
Massachusetts,,2021-05-18,85.2
Massachusetts,,2021-05-19,85.3
Massachusetts,,2021-05-20,85.2
Massachusetts,,2021-05-21,84.5
Massachusetts,,2021-05-22,85.2
Massachusetts,,2021-05-23,85.8
Massachusetts,,2021-05-24,86.2
Massachusetts,,2021-05-25,85.8
Massachusetts,,2021-05-26,86.2
Massachusetts,,2021-05-27,86.1
Massachusetts,,2021-05-28,86.6
Massachusetts,,2021-05-29,85.6
Massachusetts,,2021-05-30,86.1
Massachusetts,,2021-06-01,86.7
Massachusetts,,2021-06-02,86.4
Massachusetts,,2021-06-03,86.3
Massachusetts,,2021-06-04,86.6
Massachusetts,,2021-06-05,86.3
Massachusetts,,2021-06-06,87.4
Massachusetts,,2021-06-07,87.7
Massachusetts,,2021-06-08,87.6
Massachusetts,,2021-06-09,87.9
Massachusetts,,2021-06-10,88.2
Massachusetts,,2021-06-11,88
Massachusetts,,2021-06-12,88.1
Massachusetts,,2021-06-13,88.4
Massachusetts,,2021-06-14,88.6
Massachusetts,,2021-06-15,88.8
Massachusetts,,2021-06-16,88.8
Massachusetts,,2021-06-17,89.5
Massachusetts,,2021-06-18,89.7
Massachusetts,,2021-06-19,89.7
Massachusetts,,2021-06-20,89.9
Massachusetts,,2021-06-21,90.2
Massachusetts,,2021-06-22,90.2
Michigan,,2021-01-12,29.599999999999998
Michigan,,2021-01-13,37.8
Michigan,,2021-01-14,42.3
Michigan,,2021-01-15,47.099999999999994
Michigan,,2021-01-19,62.5
Michigan,,2021-01-20,49.3
Michigan,,2021-01-21,51.800000000000004
Michigan,,2021-01-22,54.400000000000006
Michigan,,2021-01-23,59.599999999999994
Michigan,,2021-01-24,63.5
Michigan,,2021-01-25,66.4
Michigan,,2021-01-26,57.599999999999994
Michigan,,2021-01-27,57.099999999999994
Michigan,,2021-01-28,59.9
Michigan,,2021-01-29,63.7
Michigan,,2021-01-30,67.7
Michigan,,2021-01-31,71.7
Michigan,,2021-02-01,73.8
Michigan,,2021-02-02,63.1
Michigan,,2021-02-03,64
Michigan,,2021-02-04,66
Michigan,,2021-02-05,69.19999999999999
Michigan,,2021-02-06,72.8
Michigan,,2021-02-07,76.4
Michigan,,2021-02-08,78.2
Michigan,,2021-02-09,70.89999999999999
Michigan,,2021-02-10,72.89999999999999
Michigan,,2021-02-11,74.5
Michigan,,2021-02-12,77.3
Michigan,,2021-02-13,80.10000000000001
Michigan,,2021-02-14,83.6
Michigan,,2021-02-16,77.60000000000001
Michigan,,2021-02-17,78.3
Michigan,,2021-02-18,79
Michigan,,2021-02-19,80.80000000000001
Michigan,,2021-02-20,82.69999999999999
Michigan,,2021-02-21,84.8
Michigan,,2021-02-22,86.5
Michigan,,2021-02-23,81.10000000000001
Michigan,,2021-02-24,77.8
Michigan,,2021-02-25,78.7
Michigan,,2021-02-26,80.80000000000001
Michigan,,2021-02-27,83
Michigan,,2021-02-28,85.7
Michigan,,2021-03-01,87.2
Michigan,,2021-03-02,77
Michigan,,2021-03-03,77
Michigan,,2021-03-04,77.9
Michigan,,2021-03-05,77.60000000000001
Michigan,,2021-03-06,78.4
Michigan,,2021-03-07,80.80000000000001
Michigan,,2021-03-08,82.19999999999999
Michigan,,2021-03-09,74.2
Michigan,,2021-03-10,75
Michigan,,2021-03-11,75.8
Michigan,,2021-03-12,77.5
Michigan,,2021-03-13,78.4
Michigan,,2021-03-14,80.7
Michigan,,2021-03-15,80.80000000000001
Michigan,,2021-03-16,76
Michigan,,2021-03-17,76
Michigan,,2021-03-18,77.4
Michigan,,2021-03-19,78.7
Michigan,,2021-03-20,79
Michigan,,2021-03-21,81
Michigan,,2021-03-22,82.5
Michigan,,2021-03-23,75.3
Michigan,,2021-03-24,75.9
Michigan,,2021-03-25,76.5
Michigan,,2021-03-26,77.60000000000001
Michigan,,2021-03-27,78.4
Michigan,,2021-03-28,80.30000000000001
Michigan,,2021-03-29,81.8
Michigan,,2021-03-30,74.5
Michigan,,2021-03-31,75
Michigan,,2021-04-01,76.2
Michigan,,2021-04-02,77.3
Michigan,,2021-04-03,77.8
Michigan,,2021-04-04,79.4
Michigan,,2021-04-05,80.5
Michigan,,2021-04-06,73.3
Michigan,,2021-04-07,73.5
Michigan,,2021-04-08,74.7
Michigan,,2021-04-09,75.7
Michigan,,2021-04-10,76.5
Michigan,,2021-04-11,78.2
Michigan,,2021-04-12,79.5
Michigan,,2021-04-13,75.8
Michigan,,2021-04-14,74.6
Michigan,,2021-04-15,75.8
Michigan,,2021-04-16,76.7
Michigan,,2021-04-17,76.8
Michigan,,2021-04-18,78.2
Michigan,,2021-04-19,78.8
Michigan,,2021-04-20,75.6
Michigan,,2021-04-21,74.6
Michigan,,2021-04-22,75.4
Michigan,,2021-04-23,75.9
Michigan,,2021-04-24,76.2
Michigan,,2021-04-25,77.5
Michigan,,2021-04-26,78.2
Michigan,,2021-04-27,74.6
Michigan,,2021-04-28,74.9
Michigan,,2021-04-29,75.2
Michigan,,2021-04-30,75.6
Michigan,,2021-05-01,76
Michigan,,2021-05-02,76.6
Michigan,,2021-05-03,77
Michigan,,2021-05-04,74.1
Michigan,,2021-05-05,74.5
Michigan,,2021-05-06,75
Michigan,,2021-05-07,75.4
Michigan,,2021-05-08,75.6
Michigan,,2021-05-09,76.4
Michigan,,2021-05-10,76.9
Michigan,,2021-05-11,75.5
Michigan,,2021-05-12,75.1
Michigan,,2021-05-13,75.5
Michigan,,2021-05-14,75.6
Michigan,,2021-05-15,75.7
Michigan,,2021-05-16,76.3
Michigan,,2021-05-17,76.7
Michigan,,2021-05-18,76.9
Michigan,,2021-05-19,76.8
Michigan,,2021-05-20,76.5
Michigan,,2021-05-21,76.4
Michigan,,2021-05-22,76.6
Michigan,,2021-05-23,77.10000000000001
Michigan,,2021-05-24,77.4
Michigan,,2021-05-25,77.3
Michigan,,2021-05-26,76.6
Michigan,,2021-05-27,77
Michigan,,2021-05-28,77.10000000000001
Michigan,,2021-05-29,77.10000000000001
Michigan,,2021-05-30,77.4
Michigan,,2021-06-01,77.60000000000001
Michigan,,2021-06-02,77.60000000000001
Michigan,,2021-06-03,77.60000000000001
Michigan,,2021-06-04,77.60000000000001
Michigan,,2021-06-05,77.10000000000001
Michigan,,2021-06-06,77.5
Michigan,,2021-06-07,77.8
Michigan,,2021-06-08,78
Michigan,,2021-06-09,78.3
Michigan,,2021-06-10,78.5
Michigan,,2021-06-11,78.4
Michigan,,2021-06-12,78.60000000000001
Michigan,,2021-06-13,79
Michigan,,2021-06-14,79.4
Michigan,,2021-06-15,79.60000000000001
Michigan,,2021-06-16,79.60000000000001
Michigan,,2021-06-17,80
Michigan,,2021-06-18,79.80000000000001
Michigan,,2021-06-19,80.2
Michigan,,2021-06-20,80.2
Michigan,,2021-06-21,80.5
Michigan,,2021-06-22,80.5
Minnesota,,2021-01-12,35.8
Minnesota,,2021-01-13,32.300000000000004
Minnesota,,2021-01-14,34.8
Minnesota,,2021-01-15,38.2
Minnesota,,2021-01-19,48.4
Minnesota,,2021-01-20,42.4
Minnesota,,2021-01-21,39.800000000000004
Minnesota,,2021-01-22,41.099999999999994
Minnesota,,2021-01-23,44.9
Minnesota,,2021-01-24,47.199999999999996
Minnesota,,2021-01-25,51
Minnesota,,2021-01-26,52.300000000000004
Minnesota,,2021-01-27,47.599999999999994
Minnesota,,2021-01-28,50.3
Minnesota,,2021-01-29,52.800000000000004
Minnesota,,2021-01-30,57.99999999999999
Minnesota,,2021-01-31,61.9
Minnesota,,2021-02-01,65.2
Minnesota,,2021-02-02,67
Minnesota,,2021-02-03,60.099999999999994
Minnesota,,2021-02-04,68.10000000000001
Minnesota,,2021-02-05,67.9
Minnesota,,2021-02-06,74
Minnesota,,2021-02-07,76.7
Minnesota,,2021-02-08,78.4
Minnesota,,2021-02-09,76.4
Minnesota,,2021-02-10,70.39999999999999
Minnesota,,2021-02-11,67.30000000000001
Minnesota,,2021-02-12,69.69999999999999
Minnesota,,2021-02-13,73.5
Minnesota,,2021-02-14,76.9
Minnesota,,2021-02-16,78
Minnesota,,2021-02-17,79.4
Minnesota,,2021-02-18,79.80000000000001
Minnesota,,2021-02-19,82.89999999999999
Minnesota,,2021-02-20,85.5
Minnesota,,2021-02-21,88.5
Minnesota,,2021-02-22,88.6
Minnesota,,2021-02-23,87
Minnesota,,2021-02-24,78.2
Minnesota,,2021-02-25,78.7
Minnesota,,2021-02-26,79.3
Minnesota,,2021-02-27,82.69999999999999
Minnesota,,2021-02-28,87.1
Minnesota,,2021-03-01,89.4
Minnesota,,2021-03-02,87.3
Minnesota,,2021-03-03,81.3
Minnesota,,2021-03-04,81.3
Minnesota,,2021-03-05,80
Minnesota,,2021-03-06,83.3
Minnesota,,2021-03-07,86.1
Minnesota,,2021-03-08,88.3
Minnesota,,2021-03-09,86.9
Minnesota,,2021-03-10,81.8
Minnesota,,2021-03-11,82.5
Minnesota,,2021-03-12,83.89999999999999
Minnesota,,2021-03-13,88.4
Minnesota,,2021-03-14,88.4
Minnesota,,2021-03-15,90
Minnesota,,2021-03-16,87
Minnesota,,2021-03-17,83.39999999999999
Minnesota,,2021-03-18,83.89999999999999
Minnesota,,2021-03-19,85.6
Minnesota,,2021-03-20,87.9
Minnesota,,2021-03-21,90.4
Minnesota,,2021-03-22,91.7
Minnesota,,2021-03-23,88.6
Minnesota,,2021-03-24,84.6
Minnesota,,2021-03-25,84.8
Minnesota,,2021-03-26,85.39999999999999
Minnesota,,2021-03-27,88
Minnesota,,2021-03-28,90.5
Minnesota,,2021-03-29,91.7
Minnesota,,2021-03-30,89.8
Minnesota,,2021-03-31,85.9
Minnesota,,2021-04-01,85.3
Minnesota,,2021-04-02,86.3
Minnesota,,2021-04-03,87.8
Minnesota,,2021-04-04,90
Minnesota,,2021-04-05,91.3
Minnesota,,2021-04-06,89.1
Minnesota,,2021-04-07,85.2
Minnesota,,2021-04-08,85.8
Minnesota,,2021-04-09,86.9
Minnesota,,2021-04-10,87.7
Minnesota,,2021-04-11,90.10000000000001
Minnesota,,2021-04-12,92.5
Minnesota,,2021-04-13,90.5
Minnesota,,2021-04-14,87.9
Minnesota,,2021-04-15,87.5
Minnesota,,2021-04-16,88.4
Minnesota,,2021-04-17,88.5
Minnesota,,2021-04-18,90.3
Minnesota,,2021-04-19,90.3
Minnesota,,2021-04-20,88
Minnesota,,2021-04-21,86.3
Minnesota,,2021-04-22,86.3
Minnesota,,2021-04-23,87.1
Minnesota,,2021-04-24,87.1
Minnesota,,2021-04-25,88.9
Minnesota,,2021-04-26,90.4
Minnesota,,2021-04-27,88.3
Minnesota,,2021-04-28,86.5
Minnesota,,2021-04-29,87.1
Minnesota,,2021-04-30,87.6
Minnesota,,2021-05-01,87.9
Minnesota,,2021-05-02,89
Minnesota,,2021-05-03,89.4
Minnesota,,2021-05-04,87.1
Minnesota,,2021-05-05,86.3
Minnesota,,2021-05-06,86.7
Minnesota,,2021-05-07,86.2
Minnesota,,2021-05-08,87.4
Minnesota,,2021-05-09,88.3
Minnesota,,2021-05-10,88.9
Minnesota,,2021-05-11,86.8
Minnesota,,2021-05-12,84.89999999999999
Minnesota,,2021-05-13,85.1
Minnesota,,2021-05-14,85.2
Minnesota,,2021-05-15,85.39999999999999
Minnesota,,2021-05-16,86.3
Minnesota,,2021-05-17,86.7
Minnesota,,2021-05-18,85.5
Minnesota,,2021-05-19,84.89999999999999
Minnesota,,2021-05-20,85.39999999999999
Minnesota,,2021-05-21,85.3
Minnesota,,2021-05-22,85.7
Minnesota,,2021-05-23,86.3
Minnesota,,2021-05-24,86.7
Minnesota,,2021-05-25,85.7
Minnesota,,2021-05-26,85.7
Minnesota,,2021-05-27,86.1
Minnesota,,2021-05-28,86.3
Minnesota,,2021-05-29,85.6
Minnesota,,2021-05-30,86
Minnesota,,2021-06-01,86.3
Minnesota,,2021-06-02,85.9
Minnesota,,2021-06-03,85.8
Minnesota,,2021-06-04,86
Minnesota,,2021-06-05,85.9
Minnesota,,2021-06-06,86.3
Minnesota,,2021-06-07,86.6
Minnesota,,2021-06-08,86.3
Minnesota,,2021-06-09,86.5
Minnesota,,2021-06-10,86.9
Minnesota,,2021-06-11,86.8
Minnesota,,2021-06-12,86.9
Minnesota,,2021-06-13,87.3
Minnesota,,2021-06-14,87.6
Minnesota,,2021-06-15,87.7
Minnesota,,2021-06-16,88
Minnesota,,2021-06-17,88.2
Minnesota,,2021-06-18,88.3
Minnesota,,2021-06-19,88.5
Minnesota,,2021-06-20,88.7
Minnesota,,2021-06-21,88.8
Minnesota,,2021-06-22,88.8
Mississippi,,2021-01-12,25.7
Mississippi,,2021-01-13,28.000000000000004
Mississippi,,2021-01-14,32.7
Mississippi,,2021-01-15,36.1
Mississippi,,2021-01-19,48.6
Mississippi,,2021-01-20,39.800000000000004
Mississippi,,2021-01-21,40.8
Mississippi,,2021-01-22,43.5
Mississippi,,2021-01-23,42
Mississippi,,2021-01-24,49.6
Mississippi,,2021-01-25,50.5
Mississippi,,2021-01-26,48.9
Mississippi,,2021-01-27,48
Mississippi,,2021-01-28,48.1
Mississippi,,2021-01-29,50.1
Mississippi,,2021-01-30,52.300000000000004
Mississippi,,2021-01-31,55.60000000000001
Mississippi,,2021-02-01,56.2
Mississippi,,2021-02-02,54.800000000000004
Mississippi,,2021-02-03,51.7
Mississippi,,2021-02-04,50.7
Mississippi,,2021-02-05,55.60000000000001
Mississippi,,2021-02-06,58.3
Mississippi,,2021-02-07,62.3
Mississippi,,2021-02-08,63.5
Mississippi,,2021-02-09,61.3
Mississippi,,2021-02-10,60.6
Mississippi,,2021-02-11,60.699999999999996
Mississippi,,2021-02-12,63.4
Mississippi,,2021-02-13,66.4
Mississippi,,2021-02-14,69.6
Mississippi,,2021-02-16,71.39999999999999
Mississippi,,2021-02-17,71.39999999999999
Mississippi,,2021-02-18,71.2
Mississippi,,2021-02-19,73.2
Mississippi,,2021-02-20,74
Mississippi,,2021-02-21,75.5
Mississippi,,2021-02-22,76.7
Mississippi,,2021-02-23,70.19999999999999
Mississippi,,2021-02-24,68.5
Mississippi,,2021-02-25,65.7
Mississippi,,2021-02-26,67.30000000000001
Mississippi,,2021-02-27,68.2
Mississippi,,2021-02-28,71.2
Mississippi,,2021-03-01,73.2
Mississippi,,2021-03-02,71.89999999999999
Mississippi,,2021-03-03,70.6
Mississippi,,2021-03-04,68.2
Mississippi,,2021-03-05,67.10000000000001
Mississippi,,2021-03-06,69
Mississippi,,2021-03-07,71.6
Mississippi,,2021-03-08,72.7
Mississippi,,2021-03-09,71.6
Mississippi,,2021-03-10,69.8
Mississippi,,2021-03-11,68.89999999999999
Mississippi,,2021-03-12,67.60000000000001
Mississippi,,2021-03-13,72.39999999999999
Mississippi,,2021-03-14,72.39999999999999
Mississippi,,2021-03-15,73
Mississippi,,2021-03-16,72.5
Mississippi,,2021-03-17,70.1
Mississippi,,2021-03-18,68.8
Mississippi,,2021-03-19,68.10000000000001
Mississippi,,2021-03-20,68.5
Mississippi,,2021-03-21,70.3
Mississippi,,2021-03-22,70.7
Mississippi,,2021-03-23,69.69999999999999
Mississippi,,2021-03-24,68.2
Mississippi,,2021-03-25,67.4
Mississippi,,2021-03-26,65.9
Mississippi,,2021-03-27,67.7
Mississippi,,2021-03-28,67.80000000000001
Mississippi,,2021-03-29,70.19999999999999
Mississippi,,2021-03-30,69.8
Mississippi,,2021-03-31,68.2
Mississippi,,2021-04-01,65.2
Mississippi,,2021-04-02,65.8
Mississippi,,2021-04-03,66
Mississippi,,2021-04-04,67.30000000000001
Mississippi,,2021-04-05,67.30000000000001
Mississippi,,2021-04-06,66.5
Mississippi,,2021-04-07,64.7
Mississippi,,2021-04-08,64.3
Mississippi,,2021-04-09,64.60000000000001
Mississippi,,2021-04-10,64.5
Mississippi,,2021-04-11,65.7
Mississippi,,2021-04-12,65.7
Mississippi,,2021-04-13,65.2
Mississippi,,2021-04-14,65.7
Mississippi,,2021-04-15,65.5
Mississippi,,2021-04-16,64.60000000000001
Mississippi,,2021-04-17,63.7
Mississippi,,2021-04-18,65.3
Mississippi,,2021-04-19,65.3
Mississippi,,2021-04-20,65.3
Mississippi,,2021-04-21,64.7
Mississippi,,2021-04-22,64.1
Mississippi,,2021-04-23,64.4
Mississippi,,2021-04-24,63.800000000000004
Mississippi,,2021-04-25,63.9
Mississippi,,2021-04-26,63.9
Mississippi,,2021-04-27,65.3
Mississippi,,2021-04-28,65.4
Mississippi,,2021-04-29,64.8
Mississippi,,2021-04-30,65.4
Mississippi,,2021-05-01,64.60000000000001
Mississippi,,2021-05-02,64.60000000000001
Mississippi,,2021-05-03,64.60000000000001
Mississippi,,2021-05-04,65.5
Mississippi,,2021-05-05,65.7
Mississippi,,2021-05-06,65.7
Mississippi,,2021-05-07,66.10000000000001
Mississippi,,2021-05-08,66.3
Mississippi,,2021-05-09,66.3
Mississippi,,2021-05-10,66.3
Mississippi,,2021-05-11,66.9
Mississippi,,2021-05-12,66.5
Mississippi,,2021-05-13,66.4
Mississippi,,2021-05-14,66.8
Mississippi,,2021-05-15,66.7
Mississippi,,2021-05-16,66.7
Mississippi,,2021-05-17,66.7
Mississippi,,2021-05-18,67.30000000000001
Mississippi,,2021-05-19,67.30000000000001
Mississippi,,2021-05-20,67.5
Mississippi,,2021-05-21,67.4
Mississippi,,2021-05-22,67.2
Mississippi,,2021-05-23,67.2
Mississippi,,2021-05-24,67.2
Mississippi,,2021-05-25,68.10000000000001
Mississippi,,2021-05-26,68.30000000000001
Mississippi,,2021-05-27,68.2
Mississippi,,2021-05-28,68.7
Mississippi,,2021-05-29,68.10000000000001
Mississippi,,2021-05-30,68.10000000000001
Mississippi,,2021-06-01,68.10000000000001
Mississippi,,2021-06-02,68.8
Mississippi,,2021-06-03,68.89999999999999
Mississippi,,2021-06-04,68.8
Mississippi,,2021-06-05,68.5
Mississippi,,2021-06-06,68.5
Mississippi,,2021-06-07,68.5
Mississippi,,2021-06-08,69.3
Mississippi,,2021-06-09,69.5
Mississippi,,2021-06-10,69.69999999999999
Mississippi,,2021-06-11,69.6
Mississippi,,2021-06-12,69.5
Mississippi,,2021-06-13,69.5
Mississippi,,2021-06-14,69.5
Mississippi,,2021-06-15,70.3
Mississippi,,2021-06-16,70.3
Mississippi,,2021-06-17,70.7
Mississippi,,2021-06-18,70.8
Mississippi,,2021-06-19,70.39999999999999
Mississippi,,2021-06-20,70.39999999999999
Mississippi,,2021-06-21,70.39999999999999
Mississippi,,2021-06-22,71
Missouri,,2021-01-12,33.300000000000004
Missouri,,2021-01-13,30.7
Missouri,,2021-01-14,33.2
Missouri,,2021-01-15,36
Missouri,,2021-01-19,44.7
Missouri,,2021-01-20,42.699999999999996
Missouri,,2021-01-21,42.699999999999996
Missouri,,2021-01-22,43.4
Missouri,,2021-01-23,44.1
Missouri,,2021-01-24,48
Missouri,,2021-01-25,50.8
Missouri,,2021-01-26,51.1
Missouri,,2021-01-27,47.699999999999996
Missouri,,2021-01-28,46.5
Missouri,,2021-01-29,48.9
Missouri,,2021-01-30,48.9
Missouri,,2021-01-31,53.2
Missouri,,2021-02-01,55.300000000000004
Missouri,,2021-02-02,56.599999999999994
Missouri,,2021-02-03,53.300000000000004
Missouri,,2021-02-04,53.400000000000006
Missouri,,2021-02-05,56.00000000000001
Missouri,,2021-02-06,60.699999999999996
Missouri,,2021-02-07,65
Missouri,,2021-02-08,66.9
Missouri,,2021-02-09,67.2
Missouri,,2021-02-10,65.60000000000001
Missouri,,2021-02-11,65.60000000000001
Missouri,,2021-02-12,64.3
Missouri,,2021-02-13,71.39999999999999
Missouri,,2021-02-14,75
Missouri,,2021-02-16,77.2
Missouri,,2021-02-17,78.3
Missouri,,2021-02-18,80
Missouri,,2021-02-19,82.89999999999999
Missouri,,2021-02-20,81.8
Missouri,,2021-02-21,85
Missouri,,2021-02-22,86.5
Missouri,,2021-02-23,84.5
Missouri,,2021-02-24,74.9
Missouri,,2021-02-25,76.5
Missouri,,2021-02-26,72.7
Missouri,,2021-02-27,75.4
Missouri,,2021-02-28,75.5
Missouri,,2021-03-01,81.10000000000001
Missouri,,2021-03-02,81
Missouri,,2021-03-03,76.6
Missouri,,2021-03-04,76.7
Missouri,,2021-03-05,74.1
Missouri,,2021-03-06,76.4
Missouri,,2021-03-07,78.7
Missouri,,2021-03-08,80.4
Missouri,,2021-03-09,80.60000000000001
Missouri,,2021-03-10,76.7
Missouri,,2021-03-11,76.7
Missouri,,2021-03-12,73.8
Missouri,,2021-03-13,77.3
Missouri,,2021-03-14,77.3
Missouri,,2021-03-15,78.5
Missouri,,2021-03-16,78.4
Missouri,,2021-03-17,73.9
Missouri,,2021-03-18,74.6
Missouri,,2021-03-19,71.8
Missouri,,2021-03-20,73.3
Missouri,,2021-03-21,75.2
Missouri,,2021-03-22,76.3
Missouri,,2021-03-23,76.3
Missouri,,2021-03-24,73.7
Missouri,,2021-03-25,73.6
Missouri,,2021-03-26,71.5
Missouri,,2021-03-27,72.8
Missouri,,2021-03-28,74.7
Missouri,,2021-03-29,75.7
Missouri,,2021-03-30,75.1
Missouri,,2021-03-31,72.1
Missouri,,2021-04-01,72
Missouri,,2021-04-02,71.2
Missouri,,2021-04-03,72.89999999999999
Missouri,,2021-04-04,74.5
Missouri,,2021-04-05,75.8
Missouri,,2021-04-06,74.8
Missouri,,2021-04-07,71.8
Missouri,,2021-04-08,73.2
Missouri,,2021-04-09,71.5
Missouri,,2021-04-10,72.6
Missouri,,2021-04-11,74.1
Missouri,,2021-04-12,75.3
Missouri,,2021-04-13,75.9
Missouri,,2021-04-14,73.4
Missouri,,2021-04-15,73.7
Missouri,,2021-04-16,72.2
Missouri,,2021-04-17,72.89999999999999
Missouri,,2021-04-18,74.4
Missouri,,2021-04-19,75
Missouri,,2021-04-20,74.9
Missouri,,2021-04-21,73.1
Missouri,,2021-04-22,73.9
Missouri,,2021-04-23,72.89999999999999
Missouri,,2021-04-24,73.2
Missouri,,2021-04-25,74.7
Missouri,,2021-04-26,75.7
Missouri,,2021-04-27,76
Missouri,,2021-04-28,75.6
Missouri,,2021-04-29,76.2
Missouri,,2021-04-30,74.8
Missouri,,2021-05-01,75.1
Missouri,,2021-05-02,75.8
Missouri,,2021-05-03,76.3
Missouri,,2021-05-04,76.3
Missouri,,2021-05-05,76.4
Missouri,,2021-05-06,76.9
Missouri,,2021-05-07,76.9
Missouri,,2021-05-08,76.5
Missouri,,2021-05-09,77
Missouri,,2021-05-10,77.8
Missouri,,2021-05-11,77.8
Missouri,,2021-05-12,77.5
Missouri,,2021-05-13,77.8
Missouri,,2021-05-14,77.4
Missouri,,2021-05-15,77.3
Missouri,,2021-05-16,77.9
Missouri,,2021-05-17,78.5
Missouri,,2021-05-18,78.60000000000001
Missouri,,2021-05-19,78.5
Missouri,,2021-05-20,78.4
Missouri,,2021-05-21,78.2
Missouri,,2021-05-22,78.4
Missouri,,2021-05-23,78.7
Missouri,,2021-05-24,79
Missouri,,2021-05-25,79.10000000000001
Missouri,,2021-05-26,79.2
Missouri,,2021-05-27,79.2
Missouri,,2021-05-28,79.4
Missouri,,2021-05-29,78.8
Missouri,,2021-05-30,79
Missouri,,2021-06-01,79.2
Missouri,,2021-06-02,79.3
Missouri,,2021-06-03,79.3
Missouri,,2021-06-04,79.3
Missouri,,2021-06-05,78.8
Missouri,,2021-06-06,79.3
Missouri,,2021-06-07,79.5
Missouri,,2021-06-08,79.60000000000001
Missouri,,2021-06-09,79.9
Missouri,,2021-06-10,80.10000000000001
Missouri,,2021-06-11,80
Missouri,,2021-06-12,80.30000000000001
Missouri,,2021-06-13,80.60000000000001
Missouri,,2021-06-14,81.2
Missouri,,2021-06-15,81.3
Missouri,,2021-06-16,81.3
Missouri,,2021-06-17,81.69999999999999
Missouri,,2021-06-18,82.6
Missouri,,2021-06-19,82.39999999999999
Missouri,,2021-06-20,82.6
Missouri,,2021-06-21,82.6
Missouri,,2021-06-22,82.69999999999999
Montana,,2021-01-12,53.7
Montana,,2021-01-13,49.2
Montana,,2021-01-14,47.3
Montana,,2021-01-15,50.1
Montana,,2021-01-19,56.699999999999996
Montana,,2021-01-20,51.300000000000004
Montana,,2021-01-21,53.900000000000006
Montana,,2021-01-22,55.50000000000001
Montana,,2021-01-23,60.699999999999996
Montana,,2021-01-24,64.1
Montana,,2021-01-25,64.7
Montana,,2021-01-26,65.10000000000001
Montana,,2021-01-27,61
Montana,,2021-01-28,62.1
Montana,,2021-01-29,65.4
Montana,,2021-01-30,70.1
Montana,,2021-01-31,73.8
Montana,,2021-02-01,74.9
Montana,,2021-02-02,75.8
Montana,,2021-02-03,70.19999999999999
Montana,,2021-02-04,71
Montana,,2021-02-05,74.9
