Entity,Code,Day,share_doses_used
Florida,,2021-05-25,78.5
Florida,,2021-05-26,78.8
Florida,,2021-05-27,79.10000000000001
Florida,,2021-05-28,79.4
Florida,,2021-05-29,78.60000000000001
Florida,,2021-05-30,78.9
Florida,,2021-06-01,79.4
Florida,,2021-06-02,79.5
Florida,,2021-06-03,79.4
Florida,,2021-06-04,79.60000000000001
Florida,,2021-06-05,79.3
Florida,,2021-06-06,79.60000000000001
Florida,,2021-06-07,80
Florida,,2021-06-08,80.2
Florida,,2021-06-09,80.30000000000001
Florida,,2021-06-10,80.80000000000001
Florida,,2021-06-11,80.7
Florida,,2021-06-12,80.9
Florida,,2021-06-13,81.3
Florida,,2021-06-14,82.1
Florida,,2021-06-15,82.3
Florida,,2021-06-16,82.1
Florida,,2021-06-17,82.89999999999999
Florida,,2021-06-18,82.89999999999999
Florida,,2021-06-19,82.8
Florida,,2021-06-20,83.3
Florida,,2021-06-21,83.3
Florida,,2021-06-22,83.39999999999999
Georgia,GEO,2021-01-12,17.7
Georgia,GEO,2021-01-13,19.8
Georgia,GEO,2021-01-14,22.900000000000002
Georgia,GEO,2021-01-15,22.900000000000002
Georgia,GEO,2021-01-19,30.9
Georgia,GEO,2021-01-20,36.9
Georgia,GEO,2021-01-21,39
Georgia,GEO,2021-01-22,48.9
Georgia,GEO,2021-01-23,48.9
Georgia,GEO,2021-01-24,48.9
Georgia,GEO,2021-01-25,48.9
Georgia,GEO,2021-01-26,51
Georgia,GEO,2021-01-27,50.5
Georgia,GEO,2021-01-28,53
Georgia,GEO,2021-01-29,55.900000000000006
Georgia,GEO,2021-01-30,59.099999999999994
Georgia,GEO,2021-01-31,62.5
Georgia,GEO,2021-02-01,64.2
Georgia,GEO,2021-02-02,60.4
Georgia,GEO,2021-02-03,59.5
Georgia,GEO,2021-02-04,59.8
Georgia,GEO,2021-02-05,62.3
Georgia,GEO,2021-02-06,65.10000000000001
Georgia,GEO,2021-02-07,67.9
Georgia,GEO,2021-02-08,69.19999999999999
Georgia,GEO,2021-02-09,64.1
Georgia,GEO,2021-02-10,63.9
Georgia,GEO,2021-02-11,63.1
Georgia,GEO,2021-02-12,63.1
Georgia,GEO,2021-02-13,65.8
Georgia,GEO,2021-02-14,71.2
Georgia,GEO,2021-02-16,69.19999999999999
Georgia,GEO,2021-02-17,69.1
Georgia,GEO,2021-02-18,73.1
Georgia,GEO,2021-02-19,75.3
Georgia,GEO,2021-02-20,78
Georgia,GEO,2021-02-21,80.7
Georgia,GEO,2021-02-22,81.69999999999999
Georgia,GEO,2021-02-23,79.4
Georgia,GEO,2021-02-24,75.7
Georgia,GEO,2021-02-25,74.2
Georgia,GEO,2021-02-26,70.89999999999999
Georgia,GEO,2021-02-27,71.8
Georgia,GEO,2021-02-28,71.89999999999999
Georgia,GEO,2021-03-01,71.89999999999999
Georgia,GEO,2021-03-02,68
Georgia,GEO,2021-03-03,67.60000000000001
Georgia,GEO,2021-03-04,65.5
Georgia,GEO,2021-03-05,66.7
Georgia,GEO,2021-03-06,67.10000000000001
Georgia,GEO,2021-03-07,68.8
Georgia,GEO,2021-03-08,69.6
Georgia,GEO,2021-03-09,64.9
Georgia,GEO,2021-03-10,63.7
Georgia,GEO,2021-03-11,63.3
Georgia,GEO,2021-03-12,65.3
Georgia,GEO,2021-03-13,67.4
Georgia,GEO,2021-03-14,69.19999999999999
Georgia,GEO,2021-03-15,70.1
Georgia,GEO,2021-03-16,67.10000000000001
Georgia,GEO,2021-03-17,65.7
Georgia,GEO,2021-03-18,66
Georgia,GEO,2021-03-19,64.9
Georgia,GEO,2021-03-20,68.4
Georgia,GEO,2021-03-21,70.5
Georgia,GEO,2021-03-22,72.1
Georgia,GEO,2021-03-23,68.10000000000001
Georgia,GEO,2021-03-24,67.4
Georgia,GEO,2021-03-25,66.4
Georgia,GEO,2021-03-26,66.4
Georgia,GEO,2021-03-27,67.2
Georgia,GEO,2021-03-28,68.89999999999999
Georgia,GEO,2021-03-29,69.89999999999999
Georgia,GEO,2021-03-30,66.10000000000001
Georgia,GEO,2021-03-31,66.7
Georgia,GEO,2021-04-01,64.7
Georgia,GEO,2021-04-02,65.60000000000001
Georgia,GEO,2021-04-03,66.5
Georgia,GEO,2021-04-04,66.60000000000001
Georgia,GEO,2021-04-05,67.9
Georgia,GEO,2021-04-06,64.3
Georgia,GEO,2021-04-07,65.8
Georgia,GEO,2021-04-08,65
Georgia,GEO,2021-04-09,65.9
Georgia,GEO,2021-04-10,64.8
Georgia,GEO,2021-04-11,64.9
Georgia,GEO,2021-04-12,64.9
Georgia,GEO,2021-04-13,67.80000000000001
Georgia,GEO,2021-04-14,67.10000000000001
Georgia,GEO,2021-04-15,65.9
Georgia,GEO,2021-04-16,66.60000000000001
Georgia,GEO,2021-04-17,66.8
Georgia,GEO,2021-04-18,68
Georgia,GEO,2021-04-19,69
Georgia,GEO,2021-04-20,67.5
Georgia,GEO,2021-04-21,67.80000000000001
Georgia,GEO,2021-04-22,66.7
Georgia,GEO,2021-04-23,67
Georgia,GEO,2021-04-24,67.30000000000001
Georgia,GEO,2021-04-25,67.4
Georgia,GEO,2021-04-26,68.4
Georgia,GEO,2021-04-27,67.30000000000001
Georgia,GEO,2021-04-28,67.30000000000001
Georgia,GEO,2021-04-29,67.30000000000001
Georgia,GEO,2021-04-30,67.30000000000001
Georgia,GEO,2021-05-01,67.30000000000001
Georgia,GEO,2021-05-02,68.10000000000001
Georgia,GEO,2021-05-03,68.10000000000001
Georgia,GEO,2021-05-04,66.9
Georgia,GEO,2021-05-05,66.9
Georgia,GEO,2021-05-06,66.3
Georgia,GEO,2021-05-07,67.4
Georgia,GEO,2021-05-08,67.9
Georgia,GEO,2021-05-09,68.5
Georgia,GEO,2021-05-10,68.89999999999999
Georgia,GEO,2021-05-11,68.89999999999999
Georgia,GEO,2021-05-12,68.8
Georgia,GEO,2021-05-13,68.89999999999999
Georgia,GEO,2021-05-14,68.89999999999999
Georgia,GEO,2021-05-15,69
Georgia,GEO,2021-05-16,69
Georgia,GEO,2021-05-17,69.6
Georgia,GEO,2021-05-18,69.69999999999999
Georgia,GEO,2021-05-19,68.89999999999999
Georgia,GEO,2021-05-20,69.39999999999999
Georgia,GEO,2021-05-21,69.5
Georgia,GEO,2021-05-22,69.39999999999999
Georgia,GEO,2021-05-23,69.69999999999999
Georgia,GEO,2021-05-24,69.69999999999999
Georgia,GEO,2021-05-25,69.5
Georgia,GEO,2021-05-26,69.8
Georgia,GEO,2021-05-27,69.8
Georgia,GEO,2021-05-28,69.5
Georgia,GEO,2021-05-29,69
Georgia,GEO,2021-05-30,69
Georgia,GEO,2021-06-01,70.8
Georgia,GEO,2021-06-02,70.8
Georgia,GEO,2021-06-03,70.7
Georgia,GEO,2021-06-04,72.1
Georgia,GEO,2021-06-05,71.6
Georgia,GEO,2021-06-06,72.3
Georgia,GEO,2021-06-07,72.3
Georgia,GEO,2021-06-08,72.89999999999999
Georgia,GEO,2021-06-09,72.89999999999999
Georgia,GEO,2021-06-10,72.8
Georgia,GEO,2021-06-11,72.8
Georgia,GEO,2021-06-12,72.6
Georgia,GEO,2021-06-13,72.6
Georgia,GEO,2021-06-14,72.6
Georgia,GEO,2021-06-15,72.6
Georgia,GEO,2021-06-16,72.39999999999999
Georgia,GEO,2021-06-17,73.7
Georgia,GEO,2021-06-18,73.6
Georgia,GEO,2021-06-19,73.3
Georgia,GEO,2021-06-20,73.3
Georgia,GEO,2021-06-21,73.3
Georgia,GEO,2021-06-22,74.4
Guam,GUM,2021-01-12,14.299999999999999
Guam,GUM,2021-01-13,11.1
Guam,GUM,2021-01-14,11.1
Guam,GUM,2021-01-15,11.1
Guam,GUM,2021-01-19,11.1
Guam,GUM,2021-01-20,11.1
Guam,GUM,2021-01-21,11.1
Guam,GUM,2021-01-22,11.1
Guam,GUM,2021-01-23,11.1
Guam,GUM,2021-01-24,11.1
Guam,GUM,2021-01-25,11.1
Guam,GUM,2021-01-26,50.5
Guam,GUM,2021-01-27,53.2
Guam,GUM,2021-01-28,56.89999999999999
Guam,GUM,2021-01-29,62
Guam,GUM,2021-01-30,65.5
Guam,GUM,2021-01-31,65.5
Guam,GUM,2021-02-01,68.4
Guam,GUM,2021-02-02,56.99999999999999
Guam,GUM,2021-02-03,59.9
Guam,GUM,2021-02-04,50.8
Guam,GUM,2021-02-05,53.400000000000006
Guam,GUM,2021-02-06,56.49999999999999
Guam,GUM,2021-02-07,57.599999999999994
Guam,GUM,2021-02-08,57.9
Guam,GUM,2021-02-09,60.3
Guam,GUM,2021-02-10,63.2
Guam,GUM,2021-02-11,66.3
Guam,GUM,2021-02-12,70
Guam,GUM,2021-02-13,73.6
Guam,GUM,2021-02-14,75.3
Guam,GUM,2021-02-16,77
Guam,GUM,2021-02-17,79.9
Guam,GUM,2021-02-18,83.2
Guam,GUM,2021-02-19,91.4
Guam,GUM,2021-02-20,94.3
Guam,GUM,2021-02-21,94.5
Guam,GUM,2021-02-22,96.7
Guam,GUM,2021-02-23,98.4
Guam,GUM,2021-02-24,100.4
Guam,GUM,2021-02-25,102.69999999999999
Guam,GUM,2021-02-26,102.69999999999999
Guam,GUM,2021-02-27,105.69999999999999
Guam,GUM,2021-02-28,107.60000000000001
Guam,GUM,2021-03-01,107.69999999999999
Guam,GUM,2021-03-02,84.6
Guam,GUM,2021-03-03,64
Guam,GUM,2021-03-04,64.8
Guam,GUM,2021-03-05,65.2
Guam,GUM,2021-03-06,64.3
Guam,GUM,2021-03-07,64.3
Guam,GUM,2021-03-08,64.4
Guam,GUM,2021-03-09,66.5
Guam,GUM,2021-03-10,68.7
Guam,GUM,2021-03-11,70.6
Guam,GUM,2021-03-12,72.5
Guam,GUM,2021-03-13,74.4
Guam,GUM,2021-03-14,75.7
Guam,GUM,2021-03-15,75.8
Guam,GUM,2021-03-16,76.3
Guam,GUM,2021-03-17,77.9
Guam,GUM,2021-03-18,79.7
Guam,GUM,2021-03-19,81.89999999999999
Guam,GUM,2021-03-20,82
Guam,GUM,2021-03-21,82.1
Guam,GUM,2021-03-22,84.2
Guam,GUM,2021-03-23,86.2
Guam,GUM,2021-03-24,88.4
Guam,GUM,2021-03-25,90.3
Guam,GUM,2021-03-26,92.60000000000001
Guam,GUM,2021-03-27,92.9
Guam,GUM,2021-03-28,94.69999999999999
Guam,GUM,2021-03-29,96.6
Guam,GUM,2021-03-30,96.7
Guam,GUM,2021-03-31,99.6
Guam,GUM,2021-04-01,77.10000000000001
Guam,GUM,2021-04-02,69.39999999999999
Guam,GUM,2021-04-03,70.5
Guam,GUM,2021-04-04,70.6
Guam,GUM,2021-04-05,70.7
Guam,GUM,2021-04-06,70.8
Guam,GUM,2021-04-07,73.5
Guam,GUM,2021-04-08,74.8
Guam,GUM,2021-04-09,76.2
Guam,GUM,2021-04-10,76.4
Guam,GUM,2021-04-11,77.10000000000001
Guam,GUM,2021-04-12,77.2
Guam,GUM,2021-04-13,74.7
Guam,GUM,2021-04-14,75
Guam,GUM,2021-04-15,76.5
Guam,GUM,2021-04-16,77.60000000000001
Guam,GUM,2021-04-17,79.2
Guam,GUM,2021-04-18,79.2
Guam,GUM,2021-04-19,80.4
Guam,GUM,2021-04-20,81.6
Guam,GUM,2021-04-21,83.2
Guam,GUM,2021-04-22,84.6
Guam,GUM,2021-04-23,85.8
Guam,GUM,2021-04-24,86.9
Guam,GUM,2021-04-25,86.9
Guam,GUM,2021-04-26,87.7
Guam,GUM,2021-04-27,88.7
Guam,GUM,2021-04-28,89.8
Guam,GUM,2021-04-29,91.4
Guam,GUM,2021-04-30,92.7
Guam,GUM,2021-05-01,92.80000000000001
Guam,GUM,2021-05-02,93.7
Guam,GUM,2021-05-03,94.6
Guam,GUM,2021-05-04,95.19999999999999
Guam,GUM,2021-05-05,77.3
Guam,GUM,2021-05-06,77.4
Guam,GUM,2021-05-07,80.2
Guam,GUM,2021-05-08,81
Guam,GUM,2021-05-09,81.3
Guam,GUM,2021-05-10,81.3
Guam,GUM,2021-05-11,81.39999999999999
Guam,GUM,2021-05-12,81.39999999999999
Guam,GUM,2021-05-13,83.89999999999999
Guam,GUM,2021-05-14,84
Guam,GUM,2021-05-15,84
Guam,GUM,2021-05-16,84
Guam,GUM,2021-05-17,84
Guam,GUM,2021-05-18,84
Guam,GUM,2021-05-19,81.69999999999999
Guam,GUM,2021-05-20,72.5
Guam,GUM,2021-05-21,73.4
Guam,GUM,2021-05-22,74.5
Guam,GUM,2021-05-23,74.5
Guam,GUM,2021-05-24,74.5
Guam,GUM,2021-05-25,74.8
Guam,GUM,2021-05-26,74.9
Guam,GUM,2021-05-27,74.9
Guam,GUM,2021-05-28,76.7
Guam,GUM,2021-05-29,76.8
Guam,GUM,2021-05-30,76.8
Guam,GUM,2021-06-01,77.8
Guam,GUM,2021-06-02,77.8
Guam,GUM,2021-06-03,78
Guam,GUM,2021-06-04,76
Guam,GUM,2021-06-05,76
Guam,GUM,2021-06-06,77.2
Guam,GUM,2021-06-07,77.60000000000001
Guam,GUM,2021-06-08,77.60000000000001
Guam,GUM,2021-06-09,78.4
Guam,GUM,2021-06-10,78.5
Guam,GUM,2021-06-11,78.5
Guam,GUM,2021-06-12,78.5
Guam,GUM,2021-06-13,79.80000000000001
Guam,GUM,2021-06-14,80.60000000000001
Guam,GUM,2021-06-15,80.60000000000001
Guam,GUM,2021-06-16,80.60000000000001
Guam,GUM,2021-06-17,82
Guam,GUM,2021-06-18,82.1
Guam,GUM,2021-06-19,83.89999999999999
Guam,GUM,2021-06-20,83.89999999999999
Guam,GUM,2021-06-21,83.89999999999999
Guam,GUM,2021-06-22,83.89999999999999
Hawaii,,2021-01-12,23.599999999999998
Hawaii,,2021-01-13,23.7
Hawaii,,2021-01-14,31.1
Hawaii,,2021-01-15,30.5
Hawaii,,2021-01-19,41.5
Hawaii,,2021-01-20,46.7
Hawaii,,2021-01-21,41.9
Hawaii,,2021-01-22,44.3
Hawaii,,2021-01-23,44.3
Hawaii,,2021-01-24,44.3
Hawaii,,2021-01-25,48.1
Hawaii,,2021-01-26,44.6
Hawaii,,2021-01-27,44.9
Hawaii,,2021-01-28,45.9
Hawaii,,2021-01-29,49
Hawaii,,2021-01-30,53
Hawaii,,2021-01-31,56.8
Hawaii,,2021-02-01,59.699999999999996
Hawaii,,2021-02-02,55.900000000000006
Hawaii,,2021-02-03,56.8
Hawaii,,2021-02-04,57.49999999999999
Hawaii,,2021-02-05,64.60000000000001
Hawaii,,2021-02-06,68.10000000000001
Hawaii,,2021-02-07,71.1
Hawaii,,2021-02-08,73.8
Hawaii,,2021-02-09,67.9
Hawaii,,2021-02-10,65.5
Hawaii,,2021-02-11,65.10000000000001
Hawaii,,2021-02-12,67.30000000000001
Hawaii,,2021-02-13,70.19999999999999
Hawaii,,2021-02-14,72.5
Hawaii,,2021-02-16,76.2
Hawaii,,2021-02-17,75
Hawaii,,2021-02-18,77.10000000000001
Hawaii,,2021-02-19,75.8
Hawaii,,2021-02-20,78.60000000000001
Hawaii,,2021-02-21,81.2
Hawaii,,2021-02-22,83.3
Hawaii,,2021-02-23,74.2
Hawaii,,2021-02-24,74
Hawaii,,2021-02-25,73.1
Hawaii,,2021-02-26,72.7
Hawaii,,2021-02-27,74.5
Hawaii,,2021-02-28,76.9
Hawaii,,2021-03-01,78.3
Hawaii,,2021-03-02,73.2
Hawaii,,2021-03-03,71.7
Hawaii,,2021-03-04,72
Hawaii,,2021-03-05,71.39999999999999
Hawaii,,2021-03-06,72.6
Hawaii,,2021-03-07,72.89999999999999
Hawaii,,2021-03-08,75.7
Hawaii,,2021-03-09,73.4
Hawaii,,2021-03-10,73.5
Hawaii,,2021-03-11,73.4
Hawaii,,2021-03-12,74.4
Hawaii,,2021-03-13,75.9
Hawaii,,2021-03-14,77.5
Hawaii,,2021-03-15,79
Hawaii,,2021-03-16,76
Hawaii,,2021-03-17,76
Hawaii,,2021-03-18,75.8
Hawaii,,2021-03-19,76.6
Hawaii,,2021-03-20,78.2
Hawaii,,2021-03-21,79.60000000000001
Hawaii,,2021-03-22,80.10000000000001
Hawaii,,2021-03-23,77.3
Hawaii,,2021-03-24,75.9
Hawaii,,2021-03-25,74.3
Hawaii,,2021-03-26,74.1
Hawaii,,2021-03-27,74.2
Hawaii,,2021-03-28,74.3
Hawaii,,2021-03-29,77
Hawaii,,2021-03-30,73.8
Hawaii,,2021-03-31,73.3
Hawaii,,2021-04-01,72.3
Hawaii,,2021-04-02,72.8
Hawaii,,2021-04-03,73.4
Hawaii,,2021-04-04,74.9
Hawaii,,2021-04-05,75.5
Hawaii,,2021-04-06,71.89999999999999
Hawaii,,2021-04-07,71.6
Hawaii,,2021-04-08,71.2
Hawaii,,2021-04-09,71.8
Hawaii,,2021-04-10,71.7
Hawaii,,2021-04-11,73.2
Hawaii,,2021-04-12,74.9
Hawaii,,2021-04-13,73.2
Hawaii,,2021-04-14,73.3
Hawaii,,2021-04-15,72.5
Hawaii,,2021-04-16,73.7
Hawaii,,2021-04-17,72.8
Hawaii,,2021-04-18,73.9
Hawaii,,2021-04-19,74.3
Hawaii,,2021-04-20,82.69999999999999
Hawaii,,2021-04-21,82.1
Hawaii,,2021-04-22,81.39999999999999
Hawaii,,2021-04-23,82.1
Hawaii,,2021-04-24,82.89999999999999
Hawaii,,2021-04-25,84.39999999999999
Hawaii,,2021-04-26,85.2
Hawaii,,2021-04-27,83.3
Hawaii,,2021-04-28,83.1
Hawaii,,2021-04-29,82.5
Hawaii,,2021-04-30,83.1
Hawaii,,2021-05-01,83.7
Hawaii,,2021-05-02,84.6
Hawaii,,2021-05-03,84.89999999999999
Hawaii,,2021-05-04,83.2
Hawaii,,2021-05-05,82.89999999999999
Hawaii,,2021-05-06,81.2
Hawaii,,2021-05-07,87.5
Hawaii,,2021-05-08,87.9
Hawaii,,2021-05-09,88.5
Hawaii,,2021-05-10,88.5
Hawaii,,2021-05-11,87.2
Hawaii,,2021-05-12,86.9
Hawaii,,2021-05-13,86.3
Hawaii,,2021-05-14,86
Hawaii,,2021-05-15,87.2
Hawaii,,2021-05-16,87.3
Hawaii,,2021-05-17,89.1
Hawaii,,2021-05-18,87.6
Hawaii,,2021-05-19,88
Hawaii,,2021-05-20,86.9
Hawaii,,2021-05-21,86.9
Hawaii,,2021-05-22,87
Hawaii,,2021-05-23,87
Hawaii,,2021-05-24,87.8
Hawaii,,2021-05-25,86.7
Hawaii,,2021-05-26,86.9
Hawaii,,2021-05-27,86.5
Hawaii,,2021-05-28,86.6
Hawaii,,2021-05-29,86.1
Hawaii,,2021-05-30,86.2
Hawaii,,2021-06-01,86.6
Hawaii,,2021-06-02,86.2
Hawaii,,2021-06-03,85.39999999999999
Hawaii,,2021-06-04,85.2
Hawaii,,2021-06-05,85.7
Hawaii,,2021-06-06,85.9
Hawaii,,2021-06-07,86
Hawaii,,2021-06-08,85
Hawaii,,2021-06-09,85.1
Hawaii,,2021-06-10,85.39999999999999
Hawaii,,2021-06-11,85.5
Hawaii,,2021-06-12,85.5
Hawaii,,2021-06-13,85.5
Hawaii,,2021-06-14,86
Hawaii,,2021-06-15,85.6
Hawaii,,2021-06-16,85.9
Hawaii,,2021-06-17,85.8
Hawaii,,2021-06-18,86
Hawaii,,2021-06-19,86.1
Hawaii,,2021-06-20,86.3
Hawaii,,2021-06-21,86.3
Hawaii,,2021-06-22,86.1
Idaho,,2021-01-12,24.4
Idaho,,2021-01-13,24.6
Idaho,,2021-01-14,26.6
Idaho,,2021-01-15,29.099999999999998
Idaho,,2021-01-19,40
Idaho,,2021-01-20,41.5
Idaho,,2021-01-21,41.199999999999996
Idaho,,2021-01-22,43.1
Idaho,,2021-01-23,45.6
Idaho,,2021-01-24,48.1
Idaho,,2021-01-25,50.4
Idaho,,2021-01-26,51
Idaho,,2021-01-27,47.699999999999996
Idaho,,2021-01-28,48.8
Idaho,,2021-01-29,49.1
Idaho,,2021-01-30,51.800000000000004
Idaho,,2021-01-31,54.6
Idaho,,2021-02-01,56.10000000000001
Idaho,,2021-02-02,58.4
Idaho,,2021-02-03,53.800000000000004
Idaho,,2021-02-04,54.1
Idaho,,2021-02-05,60.8
Idaho,,2021-02-06,66.10000000000001
Idaho,,2021-02-07,69.69999999999999
Idaho,,2021-02-08,73.4
Idaho,,2021-02-09,70.5
Idaho,,2021-02-10,66.2
Idaho,,2021-02-11,66.9
Idaho,,2021-02-12,66.7
Idaho,,2021-02-13,67.4
Idaho,,2021-02-14,73.5
Idaho,,2021-02-16,79
Idaho,,2021-02-17,80.80000000000001
Idaho,,2021-02-18,82.69999999999999
Idaho,,2021-02-19,85.3
Idaho,,2021-02-20,87.5
Idaho,,2021-02-21,91.10000000000001
Idaho,,2021-02-22,93.89999999999999
Idaho,,2021-02-23,87.6
Idaho,,2021-02-24,82.1
Idaho,,2021-02-25,82.6
Idaho,,2021-02-26,79.9
Idaho,,2021-02-27,78
Idaho,,2021-02-28,80.9
Idaho,,2021-03-01,83.3
Idaho,,2021-03-02,79.2
Idaho,,2021-03-03,79.80000000000001
Idaho,,2021-03-04,78.4
Idaho,,2021-03-05,75.1
Idaho,,2021-03-06,77
Idaho,,2021-03-07,79.3
Idaho,,2021-03-08,81.2
Idaho,,2021-03-09,79.2
Idaho,,2021-03-10,79.3
Idaho,,2021-03-11,78.2
Idaho,,2021-03-12,78
Idaho,,2021-03-13,79.80000000000001
Idaho,,2021-03-14,81.89999999999999
Idaho,,2021-03-15,83.3
Idaho,,2021-03-16,78.8
Idaho,,2021-03-17,78
Idaho,,2021-03-18,79.7
Idaho,,2021-03-19,79.4
Idaho,,2021-03-20,79.2
Idaho,,2021-03-21,81.39999999999999
Idaho,,2021-03-22,82.8
Idaho,,2021-03-23,80
Idaho,,2021-03-24,78.60000000000001
Idaho,,2021-03-25,78.60000000000001
Idaho,,2021-03-26,79.7
Idaho,,2021-03-27,78.10000000000001
Idaho,,2021-03-28,80
Idaho,,2021-03-29,81
Idaho,,2021-03-30,78.60000000000001
Idaho,,2021-03-31,79.3
Idaho,,2021-04-01,78.5
Idaho,,2021-04-02,76.9
Idaho,,2021-04-03,77.9
Idaho,,2021-04-04,79.60000000000001
Idaho,,2021-04-05,80.5
Idaho,,2021-04-06,76.2
Idaho,,2021-04-07,76.9
Idaho,,2021-04-08,76.5
Idaho,,2021-04-09,75.9
Idaho,,2021-04-10,76.3
Idaho,,2021-04-11,78.10000000000001
Idaho,,2021-04-12,78.9
Idaho,,2021-04-13,77.10000000000001
Idaho,,2021-04-14,75.5
Idaho,,2021-04-15,75.8
Idaho,,2021-04-16,76.1
Idaho,,2021-04-17,74.8
Idaho,,2021-04-18,76
Idaho,,2021-04-19,76.5
Idaho,,2021-04-20,74.2
Idaho,,2021-04-21,73.9
Idaho,,2021-04-22,74.4
Idaho,,2021-04-23,74.1
Idaho,,2021-04-24,74.2
Idaho,,2021-04-25,75.2
Idaho,,2021-04-26,75.6
Idaho,,2021-04-27,75.1
Idaho,,2021-04-28,75.4
Idaho,,2021-04-29,75.2
Idaho,,2021-04-30,75.8
Idaho,,2021-05-01,75.6
Idaho,,2021-05-02,76.4
Idaho,,2021-05-03,76.6
Idaho,,2021-05-04,75.9
Idaho,,2021-05-05,76.2
Idaho,,2021-05-06,75.9
Idaho,,2021-05-07,75.6
Idaho,,2021-05-08,76
Idaho,,2021-05-09,76
Idaho,,2021-05-10,76
Idaho,,2021-05-11,76
Idaho,,2021-05-12,76.2
Idaho,,2021-05-13,76.1
Idaho,,2021-05-14,76.3
Idaho,,2021-05-15,76.1
Idaho,,2021-05-16,76.6
Idaho,,2021-05-17,76.8
Idaho,,2021-05-18,76.6
Idaho,,2021-05-19,76.5
Idaho,,2021-05-20,76.5
Idaho,,2021-05-21,76.5
Idaho,,2021-05-22,76.4
Idaho,,2021-05-23,76.8
Idaho,,2021-05-24,77
Idaho,,2021-05-25,76.7
Idaho,,2021-05-26,76.8
Idaho,,2021-05-27,76.9
Idaho,,2021-05-28,77
Idaho,,2021-05-29,76.6
Idaho,,2021-05-30,76.8
Idaho,,2021-06-01,77
Idaho,,2021-06-02,77
Idaho,,2021-06-03,77
Idaho,,2021-06-04,77.10000000000001
Idaho,,2021-06-05,77
Idaho,,2021-06-06,77
Idaho,,2021-06-07,77.3
Idaho,,2021-06-08,77.3
Idaho,,2021-06-09,77.2
Idaho,,2021-06-10,77.5
Idaho,,2021-06-11,77.3
Idaho,,2021-06-12,77.2
Idaho,,2021-06-13,77.4
Idaho,,2021-06-14,78.10000000000001
Idaho,,2021-06-15,78.2
Idaho,,2021-06-16,78.10000000000001
Idaho,,2021-06-17,78.3
Idaho,,2021-06-18,78.3
Idaho,,2021-06-19,78.4
Idaho,,2021-06-20,78.5
Idaho,,2021-06-21,78.7
Idaho,,2021-06-22,78.60000000000001
Illinois,,2021-01-12,38.4
Illinois,,2021-01-13,39.800000000000004
Illinois,,2021-01-14,42.1
Illinois,,2021-01-15,43.3
Illinois,,2021-01-19,51.9
Illinois,,2021-01-20,49.4
Illinois,,2021-01-21,48.6
Illinois,,2021-01-22,50.2
Illinois,,2021-01-23,46.2
Illinois,,2021-01-24,49.3
Illinois,,2021-01-25,51
Illinois,,2021-01-26,47.599999999999994
Illinois,,2021-01-27,48.199999999999996
Illinois,,2021-01-28,50.5
Illinois,,2021-01-29,53.300000000000004
Illinois,,2021-01-30,55.900000000000006
Illinois,,2021-01-31,59.599999999999994
Illinois,,2021-02-01,62.2
Illinois,,2021-02-02,57.699999999999996
Illinois,,2021-02-03,55.800000000000004
Illinois,,2021-02-04,57.4
Illinois,,2021-02-05,59.699999999999996
Illinois,,2021-02-06,63.7
Illinois,,2021-02-07,67.10000000000001
Illinois,,2021-02-08,69.8
Illinois,,2021-02-09,67
Illinois,,2021-02-10,66.2
Illinois,,2021-02-11,65.4
Illinois,,2021-02-12,67.5
Illinois,,2021-02-13,69.19999999999999
Illinois,,2021-02-14,72.2
Illinois,,2021-02-16,73.4
Illinois,,2021-02-17,74.1
Illinois,,2021-02-18,75.3
Illinois,,2021-02-19,75.4
Illinois,,2021-02-20,77.3
Illinois,,2021-02-21,80
Illinois,,2021-02-22,80.5
Illinois,,2021-02-23,80.4
Illinois,,2021-02-24,74
Illinois,,2021-02-25,72
Illinois,,2021-02-26,74.2
Illinois,,2021-02-27,76.5
Illinois,,2021-02-28,79
Illinois,,2021-03-01,81.3
Illinois,,2021-03-02,79.5
Illinois,,2021-03-03,77
Illinois,,2021-03-04,75.9
Illinois,,2021-03-05,73.9
Illinois,,2021-03-06,76.3
Illinois,,2021-03-07,79.3
Illinois,,2021-03-08,81.6
Illinois,,2021-03-09,76.4
Illinois,,2021-03-10,75.5
Illinois,,2021-03-11,75.1
Illinois,,2021-03-12,77.8
Illinois,,2021-03-13,81.2
Illinois,,2021-03-14,81.2
Illinois,,2021-03-15,83.2
Illinois,,2021-03-16,79.2
Illinois,,2021-03-17,78.9
Illinois,,2021-03-18,79.9
Illinois,,2021-03-19,80.5
Illinois,,2021-03-20,81.69999999999999
Illinois,,2021-03-21,83.89999999999999
Illinois,,2021-03-22,85.5
Illinois,,2021-03-23,80
Illinois,,2021-03-24,80.2
Illinois,,2021-03-25,79
Illinois,,2021-03-26,80.2
Illinois,,2021-03-27,80.5
Illinois,,2021-03-28,82.5
Illinois,,2021-03-29,84.2
Illinois,,2021-03-30,80.5
Illinois,,2021-03-31,79.2
Illinois,,2021-04-01,78.2
Illinois,,2021-04-02,77.60000000000001
Illinois,,2021-04-03,79
Illinois,,2021-04-04,80.9
Illinois,,2021-04-05,82.19999999999999
Illinois,,2021-04-06,79.7
Illinois,,2021-04-07,77.4
Illinois,,2021-04-08,77
Illinois,,2021-04-09,77
Illinois,,2021-04-10,77.5
